6 . JINENDRA DEVAPPA VATHARE,M IND 3169,1.04%
ELECTORS : 503710 VOTERS  : 314605,POLL PERCENTAGE  : 62.46%  VALID VOTES ,: 305307
Constituency  : 43 . SANGLI,"",""
1 . GANAPATI TUKARAM GOTKHINDE,M INC 253122,78.17%
2 . BHAGWANRAO DNYANDEO SURYAWAN,SHI M PWP 34866,10.77%
3 . RAMCHANDRA MAHADEO DANGE,M BJS 29457,9.10%
4 . BABURAO KRISHNA KORE,M IND 2379,0.73%
5 . KRISHNA KONDIBA KHADE,M IND 2170,0.67%
6 . ANANT RAMCHANDRA SUTALE,M IND 1816,0.56%
ELECTORS : 556283 VOTERS  : 330924,POLL PERCENTAGE  : 59.49%  VALID VOTES ,: 323810
Constituency  : 44 . HATKANANGALE,"",""
rptDetailedResults - 46 of  95,153,""


Ma,harashtra,""
1 . DATTATRAYA BABURAO KADAM,M INC 227363,60.93%
2 . TRYAMBAK SEETARAM KARKHANIS,M PWP 142372,38.16%
3 . ANAPA HALAPA CHIGARE,M IND 3406,0.91%
ELECTORS : 518707 VOTERS  : 382895,POLL PERCENTAGE  : 73.82%  VALID VOTES ,: 373141
Constituency  : 45 . KOLHAPUR,"",""
1 . RAJARAM DADASAHEB NIMBALKAR,M INC 203631,65.30%
2 . DAJIBA BALAVANT DESAI,M PWP 95967,30.77%
3 . BAPUSAHEB ADAGONDA PATIL,M SSP 8766,2.81%
4 . LAXMANRAO KRISHNAJI MORE,M IND 2573,0.83%
5 . KASHIRAM RATNASAVANT DESAI,M IND 919,0.29%
ELECTORS : 494379 VOTERS  : 321216,POLL PERCENTAGE  : 64.97%  VALID VOTES ,: 311856
M,ysore,""
Constituency  : 1 . BIDAR (SC),"",""
1 . SHANKER DEV BALAJI RAO,M INC 207423,76.35%
2 . RAMCHANDRA VEERAPPA,M NCO 54749,20.15%
3 . MARUTI RAO SHIVRAMJI,M IND 5439,2.00%
4 . NAGINDRA RO NARSING,M IND 4074,1.50%
ELECTORS : 519641 VOTERS  : 282251,POLL PERCENTAGE  : 54.32%  VALID VOTES ,: 271685
Constituency  : 2 . GULBARGA,"",""
1 . DHARAMAO SHARANAPPA AFZALPURKA,R M INC 171264,68.06%
2 . SHARANBASAPPA APPA DODDAPPA,M NCO 75690,30.08%
3 . B. SHAMSUNDER MANIKYAM,M IND 4691,1.86%
ELECTORS : 523684 VOTERS  : 262905,POLL PERCENTAGE  : 50.20%  VALID VOTES ,: 251645
Constituency  : 3 . RAICHUR,"",""
1 . PAMPANGODDA SAKREPPA GOWDA ATH,NOOR M INC 157858,74.51%
2 . RAJA VENKATAPPA NAIK,M SWA 54005,25.49%
ELECTORS : 514266 VOTERS  : 225782,POLL PERCENTAGE  : 43.90%  VALID VOTES ,: 211863
Constituency  : 4 . KOPPAL,"",""
1 . SIDRAMESHWAR SWAMY BASSAYYA,M INC 204285,75.11%
2 . SHIVAMURTHY SWAMY HIREMATH ALW,ANDI M IND 67685,24.89%
ELECTORS : 556614 VOTERS  : 287499,POLL PERCENTAGE  : 51.65%  VALID VOTES ,: 271970
Constituency  : 5 . BELLARY,"",""
1 . V. K. R. V. RAO,M INC 230901,72.69%
2 . Y. MAHABALESWARAPPA,M SWA 78041,24.57%
3 . S. GURUNATH,M IND 5799,1.83%
4 . A. M. GANGAPPASWAMY,M IND 2896,0.91%
ELECTORS : 530510 VOTERS  : 332265,POLL PERCENTAGE  : 62.63%  VALID VOTES ,: 317637
Constituency  : 6 . CHITRADURGA,"",""
1 . KONDAJJI BASAPPA,M INC 251005,74.57%
rptDetailedResults - 47 of  95,154,""


M,ysore,""
2 . J. MOHAMED IMAM,M SWA 81303,24.16%
3 . C. RANGAIAH,M IND 4273,1.27%
ELECTORS : 571726 VOTERS  : 346945,POLL PERCENTAGE  : 60.68%  VALID VOTES ,: 336581
Constituency  : 7 . TUMKUR,"",""
1 . K. LAKKAPPA,M INC 240718,74.48%
2 . M. R. RAMANNA,M NCO 78939,24.42%
3 . H. HANUMANTHAGOWDA,M PSP 3553,1.10%
ELECTORS : 485878 VOTERS  : 330690,POLL PERCENTAGE  : 68.06%  VALID VOTES ,: 323210
Constituency  : 8 . MADHUGIRI,"",""
1 . K. MALLANNA,M INC 247907,83.93%
2 . B. N. RAMEGOWDA,M NCO 36914,12.50%
3 . M. CHANDRASEKHARAIAH,M IND 4439,1.50%
4 . SEETHARAMA REDDY,M IND 3546,1.20%
5 . M. B. CHIKKANARAYANA REDDY,M PSP 2562,0.87%
ELECTORS : 539026 VOTERS  : 304314,POLL PERCENTAGE  : 56.46%  VALID VOTES ,: 295368
Constituency  : 9 . KOLAR (SC),"",""
1 . G. V. KRISHNAN,M INC 217037,81.31%
2 . G. NARAYANASWAMY,M CPM 22518,8.44%
3 . T. N. RAGHAVAIAH,M NCO 15542,5.82%
4 . C. M. ARUMAGAM,M IND 10407,3.90%
5 . C. V. MUNISWAMY,M MUL 1408,0.53%
ELECTORS : 490492 VOTERS  : 276204,POLL PERCENTAGE  : 56.31%  VALID VOTES ,: 266912
Constituency  : 10 . HOSKOTE,"",""
1 . M. V. KRISHNAPPA,M INC 240244,77.16%
2 . M. CHANDRASEKHER,M NCO 53610,17.22%
3 . VATAL NAGARAJA,M IND 14729,4.73%
4 . S. MATHEW,M IND 2792,0.90%
ELECTORS : 575814 VOTERS  : 320722,POLL PERCENTAGE  : 55.70%  VALID VOTES ,: 311375
Constituency  : 11 . BANGALORE,"",""
1 . K. HANUMANTHAIYA,M INC 181819,65.13%
2 . M. GOPALA KRISHNA ADIGA,M BJS 77789,27.87%
3 . H. S. KRISHNAN,M CPI 6914,2.48%
4 . S. R. MUKHTAR AHMED,M IND 4371,1.57%
5 . L. KRISHNA MURTHY,M IND 2137,0.77%
6 . S. CLEMENT,M IND 1795,0.64%
7 . C. S. GUNDAPPA,M IND 1490,0.53%
8 . R. SHANMUGAM,M IND 1321,0.47%
9 . C. KRISHNA,M IND 397,0.14%
10 . G. RANGASWAMY,M IND 319,0.11%
11 . T. DORAIRAJ,M IND 307,0.11%
12 . S. N. SASTRY,M IND 183,0.07%
13 . H. Y. S. DEVARU,M IND 163,0.06%
rptDetailedResults - 48 of  95,155,""


M,ysore,""
14 . KRISHNA KANT MISRA,M IND 154,0.06%
ELECTORS : 625147 VOTERS  : 282994,POLL PERCENTAGE  : 45.27%  VALID VOTES ,: 279159
Constituency  : 12 . KANAKAPURA,"",""
1 . C. K. JAFFER SHARIEF,M INC 243987,79.97%
2 . M. V. RAJASEKHARAN,M NCO 57468,18.84%
3 . ABDUL RASHEED,M IND 3631,1.19%
ELECTORS : 484298 VOTERS  : 313659,POLL PERCENTAGE  : 64.77%  VALID VOTES ,: 305086
Constituency  : 13 . MANDYA,"",""
1 . S. M. KRISHNA,M INC 272174,71.22%
2 . M. D. CHOWDAIAH,M NCO 110012,28.78%
ELECTORS : 549931 VOTERS  : 392751,POLL PERCENTAGE  : 71.42%  VALID VOTES ,: 382186
Constituency  : 14 . CHAMARAJANAGAR (SC,),""
1 . S. M. SIDDAIYA,M INC 168894,61.94%
2 . N. C. BILIGIRIRANGAIAH,M NCO 96272,35.31%
3 . NANJUNDAIAH,M IND 7514,2.76%
ELECTORS : 485184 VOTERS  : 285347,POLL PERCENTAGE  : 58.81%  VALID VOTES ,: 272680
Constituency  : 15 . MYSORE,"",""
1 . M. D. TULSIDAS,M INC 213724,74.41%
2 . M. L. THIMME GOWDA,M NCO 68219,23.75%
3 . M. L. NANJA RAJ URS,M IND 5284,1.84%
ELECTORS : 503687 VOTERS  : 297698,POLL PERCENTAGE  : 59.10%  VALID VOTES ,: 287227
Constituency  : 16 . MANGALORE,"",""
1 . K. K. SHETTY,M INC 205516,64.59%
2 . CHEPPUDIRA MUTHNNA POONACHA,M NCO 84286,26.49%
3 . M. H. KRISHNNAPPA,M CPM 22670,7.12%
4 . S. N. VASUDEVA RAO,M IND 2991,0.94%
5 . ISHWARA BHAT PARPAKAJE,M PSP 2717,0.85%
ELECTORS : 503353 VOTERS  : 325762,POLL PERCENTAGE  : 64.72%  VALID VOTES ,: 318180
Constituency  : 17 . UDIPI,"",""
1 . P. RANGANATH SHENOY,M INC 182409,65.80%
2 . J. M. LOBO PRABHU,M SWA 54644,19.71%
3 . SANJEEVA SHETTY KILKEBAIL,M IND 30391,10.96%
4 . PERODY VITTAL SHETTY,M IND 9754,3.52%
ELECTORS : 473751 VOTERS  : 285763,POLL PERCENTAGE  : 60.32%  VALID VOTES ,: 277198
Constituency  : 18 . HASSAN,"",""
1 . NUGGEHALLI SHIVAPPA,M INC 161072,62.33%
2 . S. SHIVAPPA,M PSP 85727,33.17%
3 . H. B. JWALANAIAH,M SWA 11617,4.50%
ELECTORS : 509214 VOTERS  : 268070,POLL PERCENTAGE  : 52.64%  VALID VOTES ,: 258416
rptDetailedResults - 49 of  95,156,""


M,ysore,""
Constituency  : 19 . CHIKMAGALUR,"",""
1 . D. B. CHANDRE GOWDA,M INC 188151,72.01%
2 . B. V. CHANDRA SEKHAR,M BJS 67742,25.93%
3 . H. P. GANAPATHI PRABHU,M IND 3543,1.36%
4 . T. RUDRAPPA,M IND 1863,0.71%
ELECTORS : 456969 VOTERS  : 270207,POLL PERCENTAGE  : 59.13%  VALID VOTES ,: 261299
Constituency  : 20 . SHIMOGA,"",""
1 . T. V. CHANDRASHEKARAPPA VEERABAS,APPA M INC 211553,71.84%
2 . J. H. PATEL,M SSP 79111,26.86%
3 . S. GURUCHIDAMBARA,M IND 3823,1.30%
ELECTORS : 535265 VOTERS  : 305202,POLL PERCENTAGE  : 57.02%  VALID VOTES ,: 294487
Constituency  : 21 . KANARA,"",""
1 . NAIK BALAKRISHNA VENKANNA,M INC 161296,67.84%
2 . DINKAR DESAI,M IND 64517,27.13%
3 . DHAKAPPA SHRIRAM SHESHGIRI,M IND 9518,4.00%
4 . PAWAR KAMALAKAR SUBBARAO,M IND 2440,1.03%
ELECTORS : 493908 VOTERS  : 247689,POLL PERCENTAGE  : 50.15%  VALID VOTES ,: 237771
Constituency  : 22 . DHARWAR SOUTH,"",""
1 . MOMSIN FHAKRUDDIN MUSENSAB,M INC 197901,69.00%
2 . MAMLE-DESAI REVANSIDDHAPPA BULL,APPA M NCO 83959,29.27%
3 . BHANAPPAGOUDA SHIVANAGOUDA PAT,IL M IND 4943,1.72%
ELECTORS : 479636 VOTERS  : 297573,POLL PERCENTAGE  : 62.04%  VALID VOTES ,: 286803
Constituency  : 23 . DHARWAR NORTH,"",""
1 . SAROJINI BINDURAO MAHISHI,M INC 189382,66.82%
2 . WALI RACHAPA GANGAPPA,M NCO 91313,32.22%
3 . S. P. SIRUR,M PSP 2742,0.97%
ELECTORS : 462408 VOTERS  : 293135,POLL PERCENTAGE  : 63.39%  VALID VOTES ,: 283437
Constituency  : 24 . BELGAUM,"",""
1 . KOTRASETTI APPAYA KARAVIRAPPA,M INC 164979,61.53%
2 . NAGHANOOR MUGUTASAB NABISAB,M NCO 87803,32.75%
3 . JAKATI MALLASARAJ BOJAPPA,M IND 8077,3.01%
4 . GALAGATI VENKATESH BANDACHARYA,M IND 3476,1.30%
5 . KULKARNI BALASAHEB APPARAO,M IND 2181,0.81%
6 . KATTI DATTATRAY APPA,M IND 1598,0.60%
ELECTORS : 506598 VOTERS  : 278171,POLL PERCENTAGE  : 54.91%  VALID VOTES ,: 268114
Constituency  : 25 . CHIKKODI (SC),"",""
1 . B. SHANKARANAND,M INC 177967,65.83%
2 . KARALE LAXMAN BEEMA,M NCO 80224,29.68%
3 . DHOBLE SIDDU GOPAL,M IND 4236,1.57%
4 . TIKAPURLE BANDOPANT DHONDIRAM,M IND 3990,1.48%
rptDetailedResults - 50 of  95,157,""


M,ysore,""
5 . MALAGE APPAYYA LAGAMA,M IND 3916,1.45%
ELECTORS : 472997 VOTERS  : 280501,POLL PERCENTAGE  : 59.30%  VALID VOTES ,: 270333
Constituency  : 26 . BAGALKOT,"",""
1 . SANGANAGOUDA BASANAGOUDA PATIL,M INC 197589,68.27%
2 . SHIVAPUTRAPPA SHIVABASAPPA MELLI,GERI M NCO 91821,31.73%
ELECTORS : 488440 VOTERS  : 299677,POLL PERCENTAGE  : 61.35%  VALID VOTES ,: 289410
Constituency  : 27 . BIJAPUR,"",""
1 . BHIMAPPA ELLAPPA CHOUDHARI,M INC 131486,61.08%
2 . BASAGONDAPPA KADAPPA GUDADINNI,M NCO 83793,38.92%
ELECTORS : 450749 VOTERS  : 223285,POLL PERCENTAGE  : 49.54%  VALID VOTES ,: 215279
N,agaland,""
Constituency  : 1 . NAGALAND,"",""
1 . A. KEVICHUSA,M UFN 89514,60.47%
2 . S. CHUBATOSHI JAMIR,M NNO 58511,39.53%
ELECTORS : 275459 VOTERS  : 148125,POLL PERCENTAGE  : 53.77%  VALID VOTES ,: 148025
"",Orissa,""
Constituency  : 1 . MAYURBHANJ (ST),"",""
1 . MANMOHAN TUDU,M INC 50515,28.82%
2 . MAHENDRA MAJHI,M SWA 42868,24.46%
3 . CHANDRA MOHAN SINHA,M UTC 41562,23.71%
4 . KANOO RAM HANSORAM,M JKP 35532,20.27%
5 . RAM CHANDRA MAJHI,M IND 4787,2.73%
ELECTORS : 491440 VOTERS  : 184295,POLL PERCENTAGE  : 37.50%  VALID VOTES ,: 175264
Constituency  : 2 . BALASORE,"",""
1 . SHYAMSUNDAR MOHAPATRA,M INC 98926,37.97%
2 . SAMARENDRA KUNDU,M PSP 75139,28.84%
3 . NILAMANI ROUTRAI,M UTC 52720,20.23%
4 . KANAKLATA DEVI,M SWA 33772,12.96%
ELECTORS : 524558 VOTERS  : 272407,POLL PERCENTAGE  : 51.93%  VALID VOTES ,: 260557
Constituency  : 3 . BHADRAK (SC),"",""
1 . ARJUN SETHI,M INC 143450,45.50%
2 . SIDHESWAR JENA,M UTC 97121,30.81%
3 . BRUNDABAN DAS,M SWA 37726,11.97%
4 . DHARANIDHAR JENA,M IND 22624,7.18%
5 . KANHU CHARAN JENA,M NCO 14350,4.55%
ELECTORS : 601170 VOTERS  : 329173,POLL PERCENTAGE  : 54.76%  VALID VOTES ,: 315271
Constituency  : 4 . JAJPUR (SC),"",""
1 . ANANDI CHARAN DAS,M INC 149208,50.53%
2 . RAMA CHANDRA MALLICK,M UTC 73070,24.75%
rptDetailedResults - 51 of  95,158,""


"",Orissa,""
3 . BAIDHAR BEHERA,M PSP 52264,17.70%
4 . HAREKRUSHNA MALLICK,M NCO 20731,7.02%
ELECTORS : 594393 VOTERS  : 308875,POLL PERCENTAGE  : 51.96%  VALID VOTES ,: 295273
Constituency  : 5 . KENDRAPARA,"",""
1 . SURENDRA MOHANTY,M UTC 123680,34.78%
2 . SURENDRA NATH DWIVEDI,M PSP 120707,33.94%
3 . PRADYUMMA KISHOREBAL,M INC 111235,31.28%
ELECTORS : 612635 VOTERS  : 370982,POLL PERCENTAGE  : 60.56%  VALID VOTES ,: 355622
Constituency  : 6 . CUTTACK,"",""
1 . JANKI BALLAV PATNAIK,M INC 154707,54.48%
2 . BIREN MITRA,M UTC 74615,26.27%
3 . BISWANATH PANDIT,M PSP 34468,12.14%
4 . SATYABADI MISRA,M NCO 11973,4.22%
5 . AKSHYA KUMAR MOHANTY,M IND 8227,2.90%
ELECTORS : 585928 VOTERS  : 297637,POLL PERCENTAGE  : 50.80%  VALID VOTES ,: 283990
Constituency  : 7 . PURI,"",""
1 . BANAMALI PATANAIK,M INC 117354,40.47%
2 . PADMA CHARAN SAMATASINHAR,M UTC 70577,24.34%
3 . MOHAN DAS,M CPI 52240,18.01%
4 . RABI RAY,M SSP 49824,17.18%
ELECTORS : 570745 VOTERS  : 303373,POLL PERCENTAGE  : 53.15%  VALID VOTES ,: 289995
Constituency  : 8 . BHUBANESWAR,"",""
1 . CHINTAMANI PANIGRAHI,M INC 125646,49.89%
2 . BIBUDHENDRA MISRA,M UTC 51952,20.63%
4 . HARIHAR MISRA,M CPM 45703,18.15%
3 . SIVAJI PATANAIK,M SWA 28567,11.34%
ELECTORS : 571276 VOTERS  : 265968,POLL PERCENTAGE  : 46.56%  VALID VOTES ,: 251868
Constituency  : 9 . BHANJANAGAR,"",""
1 . DUTIKRISHNA PANDA,M CPI 102956,41.75%
2 . BIJAYA NANDA PATTANAYAK,M UTC 100098,40.59%
3 . SARAT CHANDRA  MOHAPATRA,M SWA 43529,17.65%
ELECTORS : 560369 VOTERS  : 255729,POLL PERCENTAGE  : 45.64%  VALID VOTES ,: 246583
Constituency  : 10 . CHATRAPUR,"",""
1 . JAGANATH RAO R.,M INC 150279,60.33%
2 . BRUNDABAN NAIYAK,M UTC 64346,25.83%
3 . JAGANATH MISHRA,M IND 22956,9.22%
4 . ANANTA TRIPATHI SARMA,M NCO 11534,4.63%
ELECTORS : 559938 VOTERS  : 259232,POLL PERCENTAGE  : 46.30%  VALID VOTES ,: 249115
Constituency  : 11 . KORAPUT (ST),"",""
1 . BHAGIRATHI GOMANGO,M INC 70012,42.84%
rptDetailedResults - 52 of  95,159,""


"",Orissa,""
2 . BABAJI HARAKA,M SWA 53338,32.64%
3 . ULAKA RAMACHANDRA,M UTC 40075,24.52%
ELECTORS : 527842 VOTERS  : 172916,POLL PERCENTAGE  : 32.76%  VALID VOTES ,: 163425
Constituency  : 12 . NOWRANGPUR (ST),"",""
1 . KHAGIPATHI PRADHANI,M INC 54609,41.90%
2 . MUDI NAYAK,M UTC 44992,34.52%
3 . TOYAKA SANGANNA,M NCO 30742,23.59%
ELECTORS : 554847 VOTERS  : 140243,POLL PERCENTAGE  : 25.28%  VALID VOTES ,: 130343
Constituency  : 13 . KALAHANDI,"",""
1 . PRATAP KESHARI DEO,M SWA 89098,56.88%
2 . ARJUN PATTJOSHI,M INC 23224,14.83%
3 . GANGADHAR HOTA,M UTC 15520,9.91%
4 . TRIPURA MAJHI,M PSP 14324,9.14%
5 . MANU MAJHI,M IND 8155,5.21%
6 . PREMLAL PRADHAN,M IND 6323,4.04%
ELECTORS : 436752 VOTERS  : 169068,POLL PERCENTAGE  : 38.71%  VALID VOTES ,: 156644
Constituency  : 14 . PHULBANI (SC),"",""
1 . BOKSI NAYAK,M SWA 68705,45.22%
2 . TRINATH NAYAK,M INC 48003,31.59%
3 . PRAHALADA BEHERA,M UTC 22611,14.88%
4 . ANIRUDHA DIPA,M IND 12621,8.31%
ELECTORS : 515484 VOTERS  : 161845,POLL PERCENTAGE  : 31.40%  VALID VOTES ,: 151940
Constituency  : 15 . BOLANGIR,"",""
1 . RAJ RAJ SINGH DEO,M SWA 124945,61.88%
2 . SADANANDA MISRA,M INC 53969,26.73%
3 . SWAPNANANDA PANIGRAHI,M UTC 16703,8.27%
4 . MAHABIR PRASAD DODAKA,M IND 6286,3.11%
ELECTORS : 501534 VOTERS  : 213390,POLL PERCENTAGE  : 42.55%  VALID VOTES ,: 201903
Constituency  : 16 . SAMBALPUR,"",""
1 . BANAMALI BABU,M INC 79788,40.72%
2 . PRASANNA KUMAR PANDA,M CPI 37081,18.92%
3 . KISHEN PATTANAYAK,M SSP 32041,16.35%
4 . LALIT MOHAN DAS,M UTC 26055,13.30%
5 . SHRADDHAKKAR SUPAKAR,M NCO 11062,5.65%
6 . SRINIWAS AGRAWAL,M BJS 9930,5.07%
ELECTORS : 572779 VOTERS  : 207475,POLL PERCENTAGE  : 36.22%  VALID VOTES ,: 195957
Constituency  : 17 . SUNDARGARH (ST),"",""
1 . GAJADHAR MAJHI,M INC 68285,35.03%
2 . DEVANANDA AMAT,M SWA 50306,25.81%
3 . SUKRA BHAGAT,M JKP 38375,19.69%
4 . THEOPHIL XESS,M UTC 26510,13.60%
rptDetailedResults - 53 of  95,160,""


"",Orissa,""
5 . JAMES TOPPO,M PSP 11438,5.87%
ELECTORS : 522648 VOTERS  : 207204,POLL PERCENTAGE  : 39.65%  VALID VOTES ,: 194914
Constituency  : 18 . KEONJHAR (ST),"",""
1 . KUMAR MAJHI,M INC 63705,43.47%
2 . BAIRIGANJAN NAIK,M UTC 44193,30.16%
3 . GURUCHARAN NAIK,M SWA 31091,21.21%
4 . KHETRA MOHAN NAIK,M IND 7563,5.16%
ELECTORS : 481496 VOTERS  : 154501,POLL PERCENTAGE  : 32.09%  VALID VOTES ,: 146552
Constituency  : 19 . DHENKANAL,"",""
1 . DEVENDRA SATPATHY,M INC 97491,42.23%
2 . R. K. P. S. MAHINDRA BAHADUR,M SWA 65832,28.52%
3 . SUSIL KUMAR PATANAIK,M UTC 33863,14.67%
4 . BRAJA KISHORE DHALL,M JAC 33665,14.58%
ELECTORS : 549438 VOTERS  : 242999,POLL PERCENTAGE  : 44.23%  VALID VOTES ,: 230851
Constituency  : 20 . ANGUL,"",""
1 . PRATAP GANGADEBBAD KUMAR,M INC 55615,33.51%
2 . DHIRENRANATH DEBLAL,M SWA 40319,24.29%
3 . SATYANARAYAN DEO,M UTC 32913,19.83%
4 . NITYANANDA MAHAPATRA,M JAC 26438,15.93%
5 . KAPILESWAR PRADHAN,M IND 10700,6.45%
ELECTORS : 529706 VOTERS  : 175752,POLL PERCENTAGE  : 33.18%  VALID VOTES ,: 165985
P,unjab,""
Constituency  : 1 . FAZILKA,"",""
1 . GURDAS SINGH,M SAD 152677,44.27%
2 . IQBAL SINGH,M INC 147354,42.72%
3 . HANUMAN DASS,M BJS 34674,10.05%
4 . BAGRAWAT,M IND 3323,0.96%
5 . PRITHI RAJ,M IND 2692,0.78%
6 . DOONGAR,M IND 2000,0.58%
7 . THANDU RAM,M IND 1711,0.50%
8 . YOGIRAJ SURYA DEV,M BKD 483,0.14%
ELECTORS : 546486 VOTERS  : 351323,POLL PERCENTAGE  : 64.29%  VALID VOTES ,: 344914
Constituency  : 2 . FEROZEPUR,"",""
1 . MOHINDER SINGH,M INC 160813,56.41%
2 . GURCHARAN SINGH,M SAD 107887,37.84%
3 . JAGAN NATH,M NCO 8635,3.03%
4 . HARDYAL SINGH,M IND 2946,1.03%
5 . SOHAN LAL,M SSP 2796,0.98%
6 . BAHADUR SINGH,M IND 2019,0.71%
ELECTORS : 537573 VOTERS  : 290318,POLL PERCENTAGE  : 54.01%  VALID VOTES ,: 285096
rptDetailedResults - 54 of  95,161,""


P,unjab,""
Constituency  : 3 . TARN TARAN,"",""
1 . GIRDIAL SINGH DHILLON,M INC 158401,52.03%
2 . PREM SINGH LALPURA,M SAD 98421,32.33%
3 . DALIP SINGH TAPIALA,M CPM 23316,7.66%
4 . JAGAT RAM,M IND 13025,4.28%
5 . HAZARA SINGH MAJITHIA,M IND 7441,2.44%
6 . JOGINDER SINGH,M IND 3812,1.25%
ELECTORS : 584514 VOTERS  : 310890,POLL PERCENTAGE  : 53.19%  VALID VOTES ,: 304416
Constituency  : 4 . AMRITSAR,"",""
1 . DURGA DAS BHATIA,M INC 182177,53.38%
2 . KARNAIL SINGH,M SAD 79236,23.22%
3 . BALDEV PARKASH,M BJS 74208,21.74%
4 . RAVINDER KUMAR SETHI,M IND 2645,0.78%
5 . BALVINDER SIGH BOMB,M IND 1792,0.53%
6 . SAMUAL MAL,M IND 874,0.26%
7 . HARBHAJAN SINGH,M IND 337,0.10%
ELECTORS : 512028 VOTERS  : 346287,POLL PERCENTAGE  : 67.63%  VALID VOTES ,: 341269
Constituency  : 5 . GURDASPUR,"",""
1 . PRABODH CHANDRA,M INC 184788,62.61%
2 . MOHAN LAL,M NCO 90941,30.81%
3 . PRITAM SINGH,M IND 19394,6.57%
ELECTORS : 538901 VOTERS  : 301337,POLL PERCENTAGE  : 55.92%  VALID VOTES ,: 295123
Constituency  : 6 . HOSHIARPUR,"",""
1 . DARBARA SINGH,M INC 172451,53.91%
2 . KARTAR SINGH,M SAD 71616,22.39%
3 . YAGYA DATT,M BJS 38560,12.06%
4 . BALBIR SINGH,M SSP 23348,7.30%
5 . HUKAM CHAND,M IND 4701,1.47%
6 . GURBACHAN SINGH,M IND 4625,1.45%
7 . BUJHA,M IND 2003,0.63%
8 . JAGDISH SINGH,M IND 1779,0.56%
9 . BHAGAT SINGH,M IND 775,0.24%
ELECTORS : 524148 VOTERS  : 327544,POLL PERCENTAGE  : 62.49%  VALID VOTES ,: 319858
Constituency  : 7 . JULLUNDUR,"",""
1 . SWARAN SINGH,M INC 170164,53.62%
2 . IQBAL SINGH DHILLON,M SAD 76695,24.17%
3 . VIRENDRA,M NCO 50985,16.07%
4 . DUNI CHAND SHAHPURI,M RPK 8343,2.63%
5 . PIARA SINGH,M IND 6844,2.16%
6 . NIRMAL SINGH,M IND 1625,0.51%
7 . DILJIT SINGH,M IND 1364,0.43%
8 . RAM SARUP,M IND 687,0.22%
rptDetailedResults - 55 of  95,162,""


P,unjab,""
9 . SURINDERJEET SINGH SURJEET,M IND 651,0.21%
ELECTORS : 509737 VOTERS  : 323374,POLL PERCENTAGE  : 63.44%  VALID VOTES ,: 317358
Constituency  : 8 . PHILLAUR (SC),"",""
1 . SADHU RAM,M INC 181438,59.76%
2 . HARI SINGH,M SAD 75780,24.96%
3 . DHANPAT RAI,M CPM 28983,9.55%
4 . ANANT RAM BADHAN,M RPK 9752,3.21%
5 . GURBAKSH,M IND 7645,2.52%
ELECTORS : 521465 VOTERS  : 310909,POLL PERCENTAGE  : 59.62%  VALID VOTES ,: 303598
Constituency  : 9 . LUDHIANA,"",""
1 . DEVINDER SINGH GARCHA,M INC 200597,54.76%
2 . KAPUR SINGH,M SAD 127491,34.81%
3 . VISHWA NATHAN,M BJS 24205,6.61%
4 . BUTA RAM AZAD,M IND 6798,1.86%
5 . BALBIR SINGH,M PSP 3187,0.87%
6 . GIRDHARI LAL,M SSP 2899,0.79%
7 . RAJINDER PRAKASH HORA,M IND 1117,0.30%
ELECTORS : 597432 VOTERS  : 372487,POLL PERCENTAGE  : 62.35%  VALID VOTES ,: 366294
Constituency  : 10 . ROPAR (SC),"",""
1 . BUTA SINGH,M INC 168243,52.79%
2 . AJAIB SINGH SANDHU,M SAD 126993,39.85%
5 . YASHWANT RAI,M BJS 9669,3.03%
3 . GURDEV SINGH,M IND 8724,2.74%
4 . NASIB SINGH,M IND 5088,1.60%
ELECTORS : 524476 VOTERS  : 325587,POLL PERCENTAGE  : 62.08%  VALID VOTES ,: 318717
Constituency  : 11 . PATIALA,"",""
1 . SAT PAL,M INC 147436,47.87%
2 . GIAN SINGH,M SAD 105739,34.33%
3 . MOHINDER KAUR,M NCO 36334,11.80%
4 . SANTOKH SINGH,M IND 12392,4.02%
5 . KRISHAN KUMAR ALIAS D. S. DIWANA,M IND 4532,1.47%
6 . GURJAGJIT SINGH,M IND 1558,0.51%
ELECTORS : 512694 VOTERS  : 315949,POLL PERCENTAGE  : 61.63%  VALID VOTES ,: 307991
Constituency  : 12 . SANGRUR,"",""
1 . TEJA SINGH,M CPI 115708,38.00%
2 . BALDEV SINGH,M SAD 115498,37.93%
3 . HARNAM SINGH,M CPM 37344,12.27%
4 . HARBAKHSH SINGH,M IND 33638,11.05%
5 . MAINGAL SAIN,M IND 2285,0.75%
ELECTORS : 509910 VOTERS  : 312136,POLL PERCENTAGE  : 61.21%  VALID VOTES ,: 304473
Constituency  : 13 . BHATINDA (SC),"",""
rptDetailedResults - 56 of  95,163,""


P,unjab,""
1 . BHAN SINGH BHAURA,M CPI 138092,51.46%
2 . BHAGAT SINGH,M SAD 119769,44.63%
3 . SHIV RAM,M IND 3147,1.17%
4 . JANGIR SINGH,M IND 2793,1.04%
5 . CHET RAM,M IND 1853,0.69%
6 . SANT RAM,M IND 1773,0.66%
7 . MEHAR CHAND,M IND 935,0.35%
ELECTORS : 531021 VOTERS  : 275026,POLL PERCENTAGE  : 51.79%  VALID VOTES ,: 268362
R,ajasthan,""
Constituency  : 1 . GANGANAGAR (SC),"",""
