ELECTORS : 534724 VOTERS  : 236888,POLL PERCENTAGE  : 44.30%  VALID VOTES ,: 228653
Constituency  : 4 . JAMNAGAR,"",""
1 . DAULATSINHJI PRATAPSNJI JADEJA,M INC 145277,68.03%
rptDetailedResults - 23 of  95,130,""


G,ujarat,""
2 . JAGUBHAI DOAHI,M SWA 61333,28.72%
3 . DEVJI CHANABHAI PARMAR,M IND 4821,2.26%
4 . GHELA GANGA VADHORA,M IND 1518,0.71%
5 . RAMNIKLAL MULJI DOSHI BAPU,M IND 592,0.28%
ELECTORS : 456276 VOTERS  : 224567,POLL PERCENTAGE  : 49.22%  VALID VOTES ,: 213541
Constituency  : 5 . JUNAGADH,"",""
1 . NANJIBHAI RAVJIBHAI  VEKARIA,M INC 107471,54.04%
2 . VIRENDRAKUMAR SHAH,M NCO 52941,26.62%
3 . HEMENDRA KUMAR BHAGVANJI RADIA,M BJS 31105,15.64%
4 . UGA RUPA MAHIDA,M RPK 2931,1.47%
5 . MAHENDRALAL MADHAVLAL PAREKH,M IND 1665,0.84%
6 . GOKALDAS MADHAVJI GANDHI,M HMS 1451,0.73%
7 . DURLABHJI KALYANJI NAGRECHA,M IND 1292,0.65%
ELECTORS : 444069 VOTERS  : 209908,POLL PERCENTAGE  : 47.27%  VALID VOTES ,: 198856
Constituency  : 6 . AMRELI,"",""
1 . JIVRAJ NARAYAN MEHTA,M INC 124893,56.01%
2 . NARSINHDAS GORDHANDAS GONDHIYA,M NCO 86075,38.60%
3 . MANGLAL HARIBHAI RANVA,M IND 6738,3.02%
4 . RAJA LAKHA SOLANKI,M IND 5290,2.37%
ELECTORS : 477113 VOTERS  : 237991,POLL PERCENTAGE  : 49.88%  VALID VOTES ,: 222996
Constituency  : 7 . BHAVNAGAR,"",""
1 . PRASANWVADAN MANILAL MEHTA,M NCO 102173,48.72%
2 . JASHVANT MEHTA,M INC 83195,39.67%
3 . NURMOHMED HAJI ISMAL KAPASIYAWA,LA M IND 9560,4.56%
4 . NATHABHAI NARANDAS BABHANIA,M IND 7377,3.52%
5 . NAGARDAS MEHTA,M IND 3719,1.77%
6 . KANU THAKKAR,M SSP 2357,1.12%
7 . LAXMIBEN MADHAVJI DHAMAL,M RPK 1325,0.63%
ELECTORS : 501185 VOTERS  : 218600,POLL PERCENTAGE  : 43.62%  VALID VOTES ,: 209706
Constituency  : 8 . DHANDHUKA,"",""
1 . H. M. PATEL,M SWA 94127,39.63%
2 . VADILAL LALLUBHAI,M INC 83136,35.00%
3 . SHAMBHU MAHARAJ GOVINDBHAI ADH,YARU M BJS 52725,22.20%
4 . R. K. AMIN,M IND 4858,2.05%
5 . MOTIBHAI MAVJIBHAI HARIJAN,M IND 2665,1.12%
ELECTORS : 458464 VOTERS  : 250443,POLL PERCENTAGE  : 54.63%  VALID VOTES ,: 237511
Constituency  : 9 . AHMEDABAD,"",""
1 . INDULAL KANAIYALAL YAGNIK,M INC 193834,57.66%
2 . JAYKRISHNA HARIVALLABHDAS,M NCO 137374,40.87%
3 . V. T. PARMAR,M RPK 2372,0.71%
4 . P. H. PARMAR,M IND 802,0.24%
5 . V. B. RAJU,M IND 708,0.21%
rptDetailedResults - 24 of  95,131,""


G,ujarat,""
6 . BIPIN KRISHNA PANDYA,M IND 703,0.21%
7 . JAYSUKHLAL T. PARMAR,M IND 364,0.11%
ELECTORS : 496387 VOTERS  : 341898,POLL PERCENTAGE  : 68.88%  VALID VOTES ,: 336157
Constituency  : 10 . GANDHINAGAR (SC),"",""
1 . SOMCHANDBHAI MANUBHAI SOLANKI,M NCO 139417,47.61%
2 . NARSINHBHAI KARSANBHAI MAKWANA,M INC 135915,46.42%
3 . KARSHNDAS UKABHAI PARMAR,M RPK 11979,4.09%
4 . NARENDRABHAI NAGARDAS DESAI,M IND 5499,1.88%
ELECTORS : 559956 VOTERS  : 303113,POLL PERCENTAGE  : 54.13%  VALID VOTES ,: 292810
Constituency  : 11 . MEHSANA,"",""
1 . NATWARLAL AMRUTLAL PATEL,M NCO 181057,55.81%
2 . SANKALCHANDBHAI KALIDAS PATEL,M INC 83743,25.82%
3 . NAVNITLAL LALLUBHAI SHAH,M BJS 33847,10.43%
4 . PAMANDAS GEHIMAL VANIA,M IND 17285,5.33%
5 . RAMLAL KALIDAS ARYABANDHU,M IND 2415,0.74%
6 . KANTILAL MANGALDAS PATEL,M IND 2405,0.74%
7 . LAXMANBHAI AMBARAM PATEL,M IND 1595,0.49%
8 . NAGINBHAI KHUSHALBHAI PARMAR,M IND 1428,0.44%
9 . GORDHANDAS MOHANLAL SHAH,M IND 620,0.19%
ELECTORS : 541900 VOTERS  : 332863,POLL PERCENTAGE  : 61.43%  VALID VOTES ,: 324395
Constituency  : 12 . PATAN (SC),"",""
1 . KHEMCHANBHAI SOMABHAI CHAVDA,M NCO 138470,55.66%
2 . DAHYABHAI RAMJIBHAI PARMAR,M INC 84988,34.16%
3 . NAGINBHAI KHUSALBHAI PARMAR,M IND 16859,6.78%
4 . NARANBHAI SADABHAI PARMAR,M IND 3854,1.55%
5 . KHEMABHAI IVABHAI SOLANKI,M IND 2590,1.04%
6 . LAXMANBHAI DHANJIBHAI MAKWANA,M IND 2038,0.82%
ELECTORS : 513692 VOTERS  : 258340,POLL PERCENTAGE  : 50.29%  VALID VOTES ,: 248799
Constituency  : 13 . BANASKANTHA,"",""
1 . POPATLAL M. JOSHI,M INC 116352,52.75%
2 . S. K. PATIL,M NCO 92945,42.14%
3 . MURADKHAN AJAMKHAN CHAVDA,M IND 6467,2.93%
4 . JIABHAI KARIMAD MAREDIA,M IND 4796,2.17%
ELECTORS : 471796 VOTERS  : 233765,POLL PERCENTAGE  : 49.55%  VALID VOTES ,: 220560
Constituency  : 14 . SABARKANTHA,"",""
1 . CHANDULAL CHUNILAL DESAI,M NCO 137159,50.56%
2 . GOPALDAS BENIDAS PATEL,M INC 122781,45.26%
3 . KALIDAS NATHABHAI DHANEK,M IND 4900,1.81%
4 . DAHYABHAI RAMABHAI VANKAR,M IND 3951,1.46%
5 . KANUBHAI MANILAL BHATT,M IND 2513,0.93%
ELECTORS : 450410 VOTERS  : 284190,POLL PERCENTAGE  : 63.10%  VALID VOTES ,: 271304
rptDetailedResults - 25 of  95,132,""


G,ujarat,""
Constituency  : 15 . DOHAD (ST),"",""
1 . BHALJIBHAI RAVJIBHAI PARMAR,M NCO 95186,58.23%
2 . SOMJIBHAI PUNJABHAI DAMOR,M INC 68276,41.77%
ELECTORS : 449130 VOTERS  : 174580,POLL PERCENTAGE  : 38.87%  VALID VOTES ,: 163462
Constituency  : 16 . GODHRA,"",""
1 . PILOO HOMI MODY,M SWA 104396,53.56%
2 . PRATAPSINH HIRABHAI PATEL,M INC 90501,46.44%
ELECTORS : 452598 VOTERS  : 206136,POLL PERCENTAGE  : 45.55%  VALID VOTES ,: 194897
Constituency  : 17 . KAIRA,"",""
1 . DHARMASINH DADUBHAI DESAI,M NCO 159195,53.91%
2 . AJITSINH FULSINHJI DABHI,M INC 124744,42.24%
3 . KANTILAL BHOGILAL RAVAL,M IND 4941,1.67%
4 . LALLUBHAI SHANKARBHAI MAHERA,M IND 4094,1.39%
5 . RSIKLAL VITHALBHAI PRANAMI,M IND 2349,0.80%
ELECTORS : 479256 VOTERS  : 306863,POLL PERCENTAGE  : 64.03%  VALID VOTES ,: 295323
Constituency  : 18 . ANAND,"",""
1 . PRAVINSINHJI NATVARSINHJI SOLANKI,M NCO 168586,55.73%
2 . NARENDRASINHJI RANJITSINJHI MAHIDA,M INC 124982,41.31%
3 . NAGINDAS CHHOTABHAI PATEL,M IND 5645,1.87%
4 . MAHENDRAKUMAR BABUBHAI PATEL,M IND 3303,1.09%
ELECTORS : 491986 VOTERS  : 311604,POLL PERCENTAGE  : 63.34%  VALID VOTES ,: 302516
Constituency  : 19 . BARODA,"",""
1 . FATESINHRAO PRATAP SINHRAO,M NCO 169382,62.79%
2 . SANATKUMAR MAGANLAL MEHTA,M PSP 97418,36.11%
3 . KIKUBHAI PRANSHANKAR BHATT,M BKD 2944,1.09%
ELECTORS : 482587 VOTERS  : 275882,POLL PERCENTAGE  : 57.17%  VALID VOTES ,: 269744
Constituency  : 20 . DABHOI,"",""
1 . PRABHUDAS KHUSHALBHAI PATEL,M INC 163779,54.14%
2 . MANUBHAI MOTIBHAI PATEL,M NCO 134104,44.33%
3 . KAILASPRASAD MISHRILAL JOSHI,M IND 2718,0.90%
4 . MOHANBHAI JESANGBHAI VASAVA,M IND 1925,0.64%
ELECTORS : 478771 VOTERS  : 314222,POLL PERCENTAGE  : 65.63%  VALID VOTES ,: 302526
Constituency  : 21 . BROACH,"",""
1 . T. S. MANSINHJI BHASAHES,M INC 159217,55.20%
2 . GULAM MOHMED SULEMAN MATADAR,M NCO 106085,36.78%
3 . MANUBHAI NANDLAL AMERSEY,M IND 14467,5.02%
4 . MANGANLAL HIRJI VYAS,M HMS 8650,3.00%
ELECTORS : 485094 VOTERS  : 305207,POLL PERCENTAGE  : 62.92%  VALID VOTES ,: 288419
Constituency  : 22 . SURAT,"",""
rptDetailedResults - 26 of  95,133,""


G,ujarat,""
1 . MORARJI RANCHHODJI DESAI,M NCO 170321,53.43%
2 . GORDHANDAS RANCHHODDAS CHOKHA,WALA M INC 138797,43.54%
3 . MANSUKHLAL HIRALAL PATEL,M IND 5192,1.63%
4 . PRABHU D. PATEL,M IND 1867,0.59%
5 . KIKUBHAI AMBELAL DESAI,M IND 1657,0.52%
6 . SHANTILAL B. SHAH,M IND 954,0.30%
ELECTORS : 469265 VOTERS  : 326675,POLL PERCENTAGE  : 69.61%  VALID VOTES ,: 318788
Constituency  : 23 . MANDVI (ST),"",""
1 . AMARSINHBHAI ZINABHAI CHAUDHARI,M INC 127746,49.64%
2 . CHHAGANBHAI MADARIBHAI KEDARIA,M NCO 116173,45.15%
3 . NARANBHAI HARJIBHAI DONWALA,M IND 7166,2.78%
4 . PARSOTTAMBHAI VISHRAMBHAI DHOOI,A M BJS 6234,2.42%
ELECTORS : 456996 VOTERS  : 275590,POLL PERCENTAGE  : 60.30%  VALID VOTES ,: 257319
Constituency  : 24 . BULSAR (ST),"",""
1 . NANUBHAI NICHHABHAI PATEL,M NCO 144694,59.51%
2 . GAMANBHAI VAJIRBHAI PATEL,M INC 86561,35.60%
3 . KANJIBHAI MAGANBHAI PATEL,M BJS 11882,4.89%
ELECTORS : 495109 VOTERS  : 255444,POLL PERCENTAGE  : 51.59%  VALID VOTES ,: 243137
H,aryana,""
Constituency  : 1 . AMBALA (SC),"",""
1 . RAM PRAKASH,M INC 196709,68.37%
2 . SURAJ BHAN,M BJS 74433,25.87%
3 . GURBACHAN SINGH,M SAD 9413,3.27%
4 . SOHEL SINGH,M IND 7164,2.49%
ELECTORS : 490572 VOTERS  : 295410,POLL PERCENTAGE  : 60.22%  VALID VOTES ,: 287719
Constituency  : 2 . KARNAL,"",""
1 . MADHO RAM,M INC 152249,48.06%
2 . RAMESHWARA NAND,M BJS 116988,36.93%
3 . R. P. KAPOOR,M NCO 22558,7.12%
4 . JAIKRISHAN SHARMA,M IND 7653,2.42%
5 . IQBAL KRISHNA,M IND 7069,2.23%
6 . JOGI RAM,M RPK 6449,2.04%
7 . KASHMIRA SINGH,M IND 3814,1.20%
ELECTORS : 504480 VOTERS  : 327638,POLL PERCENTAGE  : 64.95%  VALID VOTES ,: 316780
Constituency  : 3 . KAITHAL,"",""
1 . GULZARI LAL NANDA,M INC 155000,45.23%
2 . INDER SINGH,M NCO 129462,37.78%
3 . NANU MAL,M IND 18952,5.53%
4 . BISHAN SINGH,M IND 13077,3.82%
5 . JAGJIT SINGH ROHLOO,M BKD 10995,3.21%
6 . KRISHN KUMAR,M FBL 6604,1.93%
rptDetailedResults - 27 of  95,134,""


H,aryana,""
7 . SURTA,M CPM 3817,1.11%
8 . MADAN GOPAL MITTAL,M PSP 3300,0.96%
9 . SUKHWANT SINGH,M IND 1491,0.44%
ELECTORS : 519031 VOTERS  : 351635,POLL PERCENTAGE  : 67.75%  VALID VOTES ,: 342698
Constituency  : 4 . ROHTAK,"",""
1 . MUKHTIAR SINGH,M BJS 143409,44.46%
2 . RANDHIR SINGH,M INC 138738,43.01%
3 . BHARAT SINGH,M IND 16550,5.13%
4 . MUNSHI RAM,M IND 11315,3.51%
5 . BHIM SINGH,M IND 5771,1.79%
6 . BALWAN,M IND 3692,1.14%
7 . RAN SINGH,M SUC 1592,0.49%
8 . PANNA,M IND 1470,0.46%
ELECTORS : 514278 VOTERS  : 329327,POLL PERCENTAGE  : 64.04%  VALID VOTES ,: 322537
Constituency  : 5 . JHAJJAR,"",""
1 . SHER SINGH,M INC 189860,52.35%
2 . RIZAQ RAM,M NCO 143245,39.50%
3 . JAI RAM,M SUC 15985,4.41%
4 . RAM SAROOP,M RPK 13564,3.74%
ELECTORS : 551818 VOTERS  : 370363,POLL PERCENTAGE  : 67.12%  VALID VOTES ,: 362654
Constituency  : 6 . GURGAON,"",""
1 . TAYYAB HUSSAIN,M INC 199333,51.48%
2 . K. NARENDRA,M IND 131391,33.93%
3 . MOHMAD HANSUR ALI KHAN,M VHP 22979,5.93%
4 . HAR PRASAD NANDA,M IND 13609,3.51%
5 . SOPAT RAI,M RPK 6781,1.75%
6 . RAMA NAND,M IND 2909,0.75%
7 . ROOP CHAND,M IND 2505,0.65%
8 . RAMESH CHANDER,M IND 2089,0.54%
9 . MOHAN LAL,M IND 1939,0.50%
10 . BHAJAN LAL,M IND 1499,0.39%
11 . ABDUL GANI,M IND 1196,0.31%
12 . S. P. SHARMA,M IND 976,0.25%
ELECTORS : 584957 VOTERS  : 398638,POLL PERCENTAGE  : 68.15%  VALID VOTES ,: 387206
Constituency  : 7 . MAHENDRAGARH,"",""
1 . BIRENDER SINGH,M VHP 159125,46.80%
2 . NIHAL SINGH,M INC 157226,46.24%
3 . RAMCHANDER,M IND 12098,3.56%
4 . RAJ SINGH,M IND 6083,1.79%
5 . LADLI PRASHAD,M PBI 3108,0.91%
6 . SANTOS,M IND 2391,0.70%
ELECTORS : 527551 VOTERS  : 349098,POLL PERCENTAGE  : 66.17%  VALID VOTES ,: 340031
rptDetailedResults - 28 of  95,135,""


H,aryana,""
Constituency  : 8 . HISSAR,"",""
1 . MANI RAM GODARA,M INC 170204,53.98%
2 . MANI RAM BAGRI,M SSP 86510,27.44%
3 . RAM KISHAN,M NCO 43948,13.94%
4 . SHEO BUX JANGRA,M IND 6056,1.92%
5 . MANDAL SINGH,M IND 2646,0.84%
6 . BAKHTAWAR SINGH,M IND 2398,0.76%
7 . CHHOTE RAM,M IND 2113,0.67%
8 . RAM SINGH BEDHARAK,M RPK 1436,0.46%
ELECTORS : 514678 VOTERS  : 321994,POLL PERCENTAGE  : 62.56%  VALID VOTES ,: 315311
Constituency  : 9 . SIRSA,"",""
1 . DALBIR SINGH,M INC 213610,67.26%
2 . JAGAN NATH,M VHP 91987,28.96%
3 . BHAGIRATH DUKHI,M RPK 4878,1.54%
4 . CHANDA RAM,M IND 4485,1.41%
5 . OM PRAKASH,M PSP 2642,0.83%
ELECTORS : 561375 VOTERS  : 324596,POLL PERCENTAGE  : 57.82%  VALID VOTES ,: 317602
Jammu, And Kashmir,""
Constituency  : 1 . BARAMULLA,"",""
1 . SYED AHMAD AGA,M INC 93041,51.02%
2 . SYED ALI SHAH GILANI,M IND 78543,43.07%
3 . SYED ZALIM SHAH,M IND 9420,5.17%
4 . SANT SINGH TEGH,M IND 1374,0.75%
ELECTORS : 370345 VOTERS  : 187484,POLL PERCENTAGE  : 50.62%  VALID VOTES ,: 182378
Constituency  : 2 . SRINAGAR,"",""
1 . SHAMIM AHMAD SHAMIM,M IND 128948,61.78%
2 . BAKHSHI GULAM MOHD,M INC 71140,34.08%
3 . TRILOKI NATH DHAR,M BJS 5234,2.51%
4 . GULAM MOHD. BAKHSH,M IND 1418,0.68%
5 . GULAM AHMAD MIR,M IND 1096,0.53%
6 . PUSHKAR NATH VAKIL,M IND 887,0.42%
ELECTORS : 371494 VOTERS  : 218752,POLL PERCENTAGE  : 58.88%  VALID VOTES ,: 208723
Constituency  : 3 . ANANTNAG,"",""
1 . MOHMAD SHAFFI QURESHI,M INC 150827,60.30%
2 . PEEP GULAM NABI SHAH,M IND 90434,36.15%
3 . SHAMIM AHAMED SHAMIM,M IND 8887,3.55%
ELECTORS : 393878 VOTERS  : 264867,POLL PERCENTAGE  : 67.25%  VALID VOTES ,: 250148
Constituency  : 4 . LADAKH,"",""
1 . KUSHOK BAKULA,M INC 20783,55.41%
2 . SONAM WAHGDUS,M IND 16726,44.59%
rptDetailedResults - 29 of  95,136,""


Jammu, And Kashmir,""
ELECTORS : 52654 VOTERS  : 37521,POLL PERCENTAGE  : 71.26%  VALID VOTES ,: 37509
Constituency  : 5 . UDHAMPUR,"",""
1 . KARAN SINGH,M INC 125890,60.97%
2 . BALDEV SINGH,M BJS 53303,25.82%
3 . ABDUL RASHID,M IND 13460,6.52%
4 . GOPAL DASS,M IND 3524,1.71%
5 . PRITAM SINGH,M SAD 2762,1.34%
6 . JIA LAL,M IND 2644,1.28%
7 . SHANKER DASS,M IND 2461,1.19%
8 . GULAM MIR,M IND 2433,1.18%
ELECTORS : 425780 VOTERS  : 218069,POLL PERCENTAGE  : 51.22%  VALID VOTES ,: 206477
Constituency  : 6 . JAMMU,"",""
1 . INDERJIT MALHOTRA,M INC 169009,60.04%
2 . ABDUL REHMAN,M BJS 84213,29.91%
3 . AVTAR SINGH,M SAD 9896,3.52%
4 . DHAN RAJ,M PSP 5332,1.89%
5 . SAGAR CHAND,M IND 3125,1.11%
6 . OMPRAKASH,M IND 2930,1.04%
7 . NASIB SINGH,M IND 2453,0.87%
8 . PISHORI LAL,M IND 2344,0.83%
9 . MADAN SINGH,M IND 2209,0.78%
ELECTORS : 483472 VOTERS  : 292392,POLL PERCENTAGE  : 60.48%  VALID VOTES ,: 281511
"",Kerala,""
Constituency  : 1 . KASARGOD,"",""
1 . RAMACHANDRAN KADANNAPPALLI,M INC 189486,45.98%
2 . E. K. NAYANAR,M CPM 161082,39.09%
3 . U. ISHWARA BHAT,M BJS 43564,10.57%
4 . PATTATHIL RAGHAVAH,M IND 17930,4.35%
ELECTORS : 579127 VOTERS  : 415761,POLL PERCENTAGE  : 71.79%  VALID VOTES ,: 412062
Constituency  : 2 . TELLICHERRY,"",""
1 . C. K. CHANDRAPPAN,M CPI 204483,51.41%
2 . PATTIAM GOPALAN,M CPM 164659,41.40%
3 . N. RAGHAVAN,M NCO 24365,6.13%
4 . K. K. KUNHABDULLA HAJI,M IND 4236,1.07%
ELECTORS : 562923 VOTERS  : 400335,POLL PERCENTAGE  : 71.12%  VALID VOTES ,: 397743
Constituency  : 3 . BADAGARA,"",""
1 . K. P. UNNIKRISHNAN,M INC 198939,52.88%
2 . A. V. RAGHAVAN,M IND 141135,37.52%
3 . ARANGIL SREEDHARAN,M ISP 33893,9.01%
4 . LEELA DAMODARA MENON,M IND 2236,0.59%
rptDetailedResults - 30 of  95,137,""


"",Kerala,""
ELECTORS : 566738 VOTERS  : 380037,POLL PERCENTAGE  : 67.06%  VALID VOTES ,: 376203
Constituency  : 4 . KOZHIKODE,"",""
1 . IBRAHIM SULAIMAN SAIT,M MUL 195206,53.76%
2 . PALAT KUNNI KOYA,M IND 123130,33.91%
3 . M. P. VEERENDRA KUMAR,M SSP 44758,12.33%
ELECTORS : 595499 VOTERS  : 367454,POLL PERCENTAGE  : 61.71%  VALID VOTES ,: 363094
Constituency  : 5 . MANJERI,"",""
1 . MUHAMMAD ISMAIL SAHIB,M MUL 171496,67.60%
2 . S. P. MUHAMMED ALI,M IND 51659,20.36%
3 . K. K. RADHAKRISHNAN,M BJS 30535,12.04%
ELECTORS : 560669 VOTERS  : 256834,POLL PERCENTAGE  : 45.81%  VALID VOTES ,: 253690
Constituency  : 6 . PONNANI (SC),"",""
1 . M. K. KRISHNAN,M CPM 146186,49.13%
2 . K. KUNHAMBU,M INC 134263,45.12%
3 . K. K. PODIYAN,M BJS 17088,5.74%
ELECTORS : 529191 VOTERS  : 302569,POLL PERCENTAGE  : 57.18%  VALID VOTES ,: 297537
Constituency  : 7 . PALGHAT,"",""
1 . A. K. GOPALAN,M CPM 191089,57.12%
2 . T. C. GOVINDAN,M IND 138823,41.50%
3 . V. P.  PURSHOTHAMAN,M IND 4601,1.38%
ELECTORS : 564890 VOTERS  : 341486,POLL PERCENTAGE  : 60.45%  VALID VOTES ,: 334513
Constituency  : 8 . TRICHUR,"",""
1 . C. JANARDHANAN,M CPI 186709,48.07%
2 . K. P. ARAVINDAKSHAN,M CPM 166385,42.84%
3 . M. A. POULOSE,M NCO 26960,6.94%
4 . RAMU KARIAT,M IND 6364,1.64%
5 . K. L. VARGHESE,M IND 1971,0.51%
ELECTORS : 547049 VOTERS  : 392382,POLL PERCENTAGE  : 71.73%  VALID VOTES ,: 388389
Constituency  : 9 . MUKUNDAPURAM,"",""
1 . A. C. GEORGE,M INC 215636,58.08%
2 . C. O. PAUL,M CPM 143026,38.52%
3 . C. G. JANARDHANAN,M SSP 12624,3.40%
ELECTORS : 527041 VOTERS  : 375929,POLL PERCENTAGE  : 71.33%  VALID VOTES ,: 371286
Constituency  : 10 . ERNAKULAM,"",""
1 . HENRY AUSTIN,M INC 190602,50.22%
2 . V. VISWANATHA MENON,M CPM 167932,44.25%
3 . ALEXANDER PARAMBITHARA,M NCO 20963,5.52%
ELECTORS : 534112 VOTERS  : 382724,POLL PERCENTAGE  : 71.66%  VALID VOTES ,: 379497
Constituency  : 11 . MUVATTPUZHA,"",""
rptDetailedResults - 31 of  95,138,""


"",Kerala,""
1 . C. M. STEPHEN,M INC 178244,55.99%
2 . GEORGE JOSEPH (MUNDAKAL BABY),M IND 140107,44.01%
ELECTORS : 500735 VOTERS  : 321367,POLL PERCENTAGE  : 64.18%  VALID VOTES ,: 318351
Constituency  : 12 . PEERMADE,"",""
1 . M. M. JOSEPH,M KEC 162428,60.65%
2 . V. I. THOMAS (THAMPI),M IND 87804,32.78%
3 . JOSEPH CHAZHIKAT,M SWA 14716,5.49%
4 . KURIAN CHERIAN,M IND 1896,0.71%
5 . MASSILAMONEY CHRIST DHAS,M IND 982,0.37%
ELECTORS : 528326 VOTERS  : 269222,POLL PERCENTAGE  : 50.96%  VALID VOTES ,: 267826
Constituency  : 13 . KOTTAYAM,"",""
1 . VARKEY GEORGE,M KEC 167793,51.13%
2 . R. RAMACHANDRAN NAIR,M IND 141778,43.20%
3 . MATHEW MANIYANGADAN,M NCO 18599,5.67%
ELECTORS : 491252 VOTERS  : 330399,POLL PERCENTAGE  : 67.26%  VALID VOTES ,: 328170
Constituency  : 14 . AMBALAPUZHA,"",""
1 . K. BALAKRISHNAN,M RSP 213487,52.68%
2 . SUSEELA GOPALAN,M CPM 187569,46.29%
3 . OMANA PILLA,M IND 4183,1.03%
ELECTORS : 527204 VOTERS  : 408735,POLL PERCENTAGE  : 77.53%  VALID VOTES ,: 405239
Constituency  : 15 . MAVELIKARA,"",""
1 . R. BALAKRISHNA PILLAI,M KEC 212210,56.01%
2 . S. RAMACHANDRAN PILLAI,M CPM 156683,41.36%
3 . C. THOMAS,M IND 9969,2.63%
ELECTORS : 514087 VOTERS  : 381567,POLL PERCENTAGE  : 74.22%  VALID VOTES ,: 378862
Constituency  : 16 . ADOOR (SC),"",""
1 . K. BHARGAVI,M CPI 202569,65.24%
2 . P. K. KUNJACHAN,M CPM 93672,30.17%
3 . C. B. RAMAKRISHNAN,M IND 8827,2.84%
4 . DAKSHAYANI VELAYUDHAN,M IND 3930,1.27%
5 . VETTIKAVALA KOCHUKUNJU,M IND 1479,0.48%
ELECTORS : 509646 VOTERS  : 312726,POLL PERCENTAGE  : 61.36%  VALID VOTES ,: 310477
Constituency  : 17 . QUILON,"",""
1 . N. SREEKANTAN NAIR,M RSP 206309,66.11%
2 . G. JANARDHANA KURUP,M IND 93925,30.10%
3 . K .C. DOMINIC,M IND 11844,3.80%
ELECTORS : 543033 VOTERS  : 314953,POLL PERCENTAGE  : 58.00%  VALID VOTES ,: 312078
Constituency  : 18 . CHIRAYINKIL,"",""
1 . VAYALAR RAVI,M INC 182431,57.54%
2 . V. RADHAKRISHNAN,M CPM 133159,42.00%
rptDetailedResults - 32 of  95,139,""


"",Kerala,""
3 . V. SUDEVAN,M IND 1463,0.46%
ELECTORS : 502730 VOTERS  : 320083,POLL PERCENTAGE  : 63.67%  VALID VOTES ,: 317053
Constituency  : 19 . TRIVANDRUM,"",""
1 . V. K. KRISHNA MENON,M IND 167872,52.99%
2 . D. DAMODARAN POTTI,M PSP 143745,45.38%
3 . GEORGE KUNJIPALU,M IND 2430,0.77%
4 . P. KUNJAN,M IND 1946,0.61%
5 . S. R. CHANDRAN,M IND 800,0.25%
ELECTORS : 533641 VOTERS  : 318883,POLL PERCENTAGE  : 59.76%  VALID VOTES ,: 316793
Madh,ya Pradesh,""
Constituency  : 1 . MORENA (SC),"",""
1 . HUKAMCHAND KACHHWAY,M BJS 104896,49.38%
2 . ATAM DAS,M INC 78799,37.09%
3 . BUDHA RAM,M SSP 14952,7.04%
4 . SURYA  PRASAD,M IND 8399,3.95%
5 . CHAMELI BAI,M BKD 5385,2.53%
ELECTORS : 548674 VOTERS  : 222052,POLL PERCENTAGE  : 40.47%  VALID VOTES ,: 212431
Constituency  : 2 . BHIND,"",""
1 . VIJAYA RAJE SCINDIA,M BJS 213771,60.87%
2 . NARSINGHRAO DIXIT,M INC 122533,34.89%
3 . LALOORAM,M IND 9880,2.81%
4 . WALARAM,M IND 4994,1.42%
ELECTORS : 548963 VOTERS  : 367951,POLL PERCENTAGE  : 67.03%  VALID VOTES ,: 351178
Constituency  : 3 . GWALIOR,"",""
1 . ATALBEHARI VAJPAI,M BJS 188995,59.33%
2 . GAUTAM SHARMA,M INC 118685,37.26%
3 . BRIJNRAYAN BRAJESH,M HMS 7722,2.42%
4 . MADANLAL DHARTIPAKAD,M IND 3150,0.99%
ELECTORS : 568108 VOTERS  : 331716,POLL PERCENTAGE  : 58.39%  VALID VOTES ,: 318552
Constituency  : 4 . GUNA,"",""
1 . MADHAV RAO JIWAJIRAO SCINDIA,M BJS 209950,69.03%
2 . DEVRAO KRISHNA RAO JADHAV,M INC 68860,22.64%
3 . NARAYAN SINGH LAXMAN SINGH,M HMS 17656,5.80%
4 . BUNDEL SINGH MAJBOOT SINGH,M IND 7686,2.53%
ELECTORS : 570743 VOTERS  : 323325,POLL PERCENTAGE  : 56.65%  VALID VOTES ,: 304152
Constituency  : 5 . TIKAMGARH (SC),"",""
1 . NATHU RAM BHAMORA,M INC 136555,58.21%
2 . NATHU RAM MAHARAJPUR,M BJS 54980,23.44%
3 . KURE MATE,M PSP 43052,18.35%
ELECTORS : 572258 VOTERS  : 250042,POLL PERCENTAGE  : 43.69%  VALID VOTES ,: 234587
rptDetailedResults - 33 of  95,140,""


Madh,ya Pradesh,""
Constituency  : 6 . SATNA,"",""
1 . NARENDRA SINGH,M BJS 160084,53.54%
2 . LALTA PRASAD KHARE,M INC 121280,40.56%
3 . PIYARIA BABA SADASHIV,M IND 7314,2.45%
4 . GULAM GOUS,M IND 6420,2.15%
5 . SHIV KUMAR GAUTAM,M IND 3892,1.30%
ELECTORS : 571563 VOTERS  : 317616,POLL PERCENTAGE  : 55.57%  VALID VOTES ,: 298990
Constituency  : 7 . REWA,"",""
1 . MAHARAJA MARTAND SINGH,M IND 259136,74.20%
2 . SHAMBHU NATH SHUKLA,M INC 59442,17.02%
3 . YAMUNA PRASAD,M PSP 15789,4.52%
4 . JAGDISH CHANDRA JOSHI,M SSP 14874,4.26%
