ANDHRA PRADESH,"","","","",""
16 . JAGDALE SHANKARRAO RAMCHANDRA,M 82,GEN IND,4679,0,4679
17 . THYAGARAJAN BENEDIC,M 55,GEN IND,3350,0,3350
4 . PROF. ANANDRAO BHANUDAS DADAS,M 30,GEN RSPS,2417,1,2418
19 . RAWAT PRAMILA,F 44,GEN IND,1616,0,1616
22 . SARODE ARUN KONDIBA,M 51,SC IND,967,0,967
9 . ANWAR ISMAIL BAGWAN,M 38,GEN IND,844,0,844
15 . CHAVAN POPATRAO KISANRAO,M 75,SC IND,801,0,801
14 . GAIKWAD VITTHAL BABURAO,M 41,SC IND,795,0,795
7 . RAJIV DESHPANDE,M 41,GEN HEAP,620,0,620
13 . KAMBLE SADANAND BHIMRAO,M 76,SC IND,619,0,619
20 . SHINDE SACHIN NANA,M 35,GEN IND,592,0,592
6 . PROF. TRIBHUVAN SAMPAT,M 42,SC IJP,511,0,511
12 . KANCHWALA NURUDDIN ALTAF HUSSEIN,M 44,GEN IND,500,0,500
8 . ADAGALE BHAU RAMCHANDRA,M 43,SC IND,485,0,485
18 . NITIN DATTATRAYA JAGTAP,M 44,GEN IND,474,1,475
11 . AMTE VINOD RAMCHANDRA,M 49,GEN IND,461,0,461
21 . SHAIKH IBRAHIM HUSAIN,M 55,GEN IND,252,2,254
"",TOTAL:,"",768827,191,769018


MAHARASHTRA,"","","","",""
Constituency  : 43 . BARAMATI,"","","","",""
1 . PAWAR SHARADCHANDRA GOVINDRAO,M 63,GEN NCP,634176,379,634555
2 . PRITHVIRAJ SAHEBRAO JACHAK,M 46,GEN BJP,211378,202,211580
4 . KOLEKAR BALASAHEB BAPURAO,M 46,GEN RSPS,30217,13,30230
3 . VISHWAKARMA PRALHAD RAMBICH,M 49,GEN BSP,16955,11,16966
"",TOTAL:,"",892726,605,893331
Constituency  : 44 . SATARA,"","","","",""
2 . LAXMANRAO PANDURANG JADHAV (PATIL),M 66,GEN NCP,280781,796,281577
3 . HINDURAO N. NAIK NIMBALKAR,M 56,GEN SHS,276738,882,277620
6 . KADAM SURYAJIRAO ALIAS CHIMANRAO ,M 64,GEN IND,62313,179,62492
SHANKARAO,"","","","",""
4 . KHATAKE BAJARANG SUBHEDAR,M 38,GEN RSPS,28304,21,28325
1 . AMAR RAGHUNATH GAIKWAD,M 37,SC BSP,13473,29,13502
5 . DR. BHAGAWAN KHANDERAO ALIAS DR. B. K. ,M 43,GEN LRP,11484,12,11496
YADAV,"","","","",""
"",TOTAL:,"",673093,1919,675012
Constituency  : 45 . KARAD,"","","","",""
2 . PATIL SHRINIWAS DADASAHEB,M 63,GEN NCP,436333,399,436732
3 . MANKUMARE VASANT DNYANDEV,M 43,GEN SHS,239717,285,240002
1 . ADV. KAMBLE PRABHAKAR MANSING,M 36,SC BSP,17351,10,17361
5 . ANANDRAO TUKARAM THORAT,M 41,GEN IND,12037,3,12040
4 . JADHAV BALIKRISHNA ALIAS BALASAHEB ,M 27,GEN RSPS,8384,4,8388
BHIMRAO,"","","","",""
"",TOTAL:,"",713822,701,714523
Constituency  : 46 . SANGLI,"","","","",""
2 . PATIL PRAKASHBAPU VASANTDADA,M 56,GEN INC,304798,250,305048
1 . DEEPAK (BABA) ABASAHEB SHINDE ,M 46,GEN BJP,222866,559,223425
MHAISALKAR,"","","","",""
4 . KRANTIVEER NAGNATH(ANNA) ,M 81,GEN SP,137084,38,137122
RAMCHANDRA NAIKWADI,"","","","",""
8 . SHANKARRAO BALKRISHNA KHEDKAR ,M 61,GEN IND,10090,0,10090
(MALI),"","","","",""
3 . ADV. SUHASE MADHUKAR MALLAPPA,M 31,SC BSP,8250,17,8267
5 . GANAPATI TUKARAM KAMBLE (G.T.),M 64,SC IND,3647,7,3654
7 . VANMORE NARAYAN APPA,M 57,SC IND,3070,0,3070
6 . PRAVIN KAVTHEKAR (JIWA MAHALE),M 43,GEN IND,2317,6,2323
"",TOTAL:,"",692122,877,692999
Constituency  : 47 . ICHALKARANJI,"","","","",""
2 . MANE NIVEDITA SAMBHAJIRAO,F 39,GEN NCP,421825,447,422272
1 . DR. PATIL SANJAY (DADA) SHAMRAO,M 34,GEN SHS,320862,361,321223
3 . KAMBALE SUKUMAR DATTU,M 43,SC BBM,20147,8,20155
5 . MANE SUNITA ARVIND,F 32,SC IND,19701,3,19704
4 . PATIL SANJAY SHAMRAO,M 34,GEN IND,7729,4,7733
"",TOTAL:,"",790264,823,791087


MAHARASHTRA,"","","","",""
Constituency  : 48 . KOLHAPUR,"","","","",""
2 . MANDLIK SADASHIVRAO DADOBA,M 69,GEN NCP,401217,705,401922
1 . MAHADIK DHANANJAY BHIMRAO,M 32,GEN SHS,386118,1051,387169
4 . PATRAKAR SUNANDA PRAKASH MORE,F 45,GEN PWPI,13241,25,13266
3 . WAGH SHANKARRAO KRISHNAJI,M 66,SC BSP,10958,29,10987
"",TOTAL:,"",811534,1810,813344
MANIPUR,"","","","",""
Constituency  : 1 . INNER MANIPUR,"","","","",""
1 . DR. THOKCHOM MEINYA,M 55,GEN INC,154034,21,154055
3 . MOIRANGTHEM NARA,M 55,GEN CPI,104719,3,104722
4 . LEISHANGTHEM CHANDRAMANI,M 68,GEN FPM,88178,1,88179
2 . THOUNAOJAM CHAOBA,M 67,GEN BJP,66446,5,66451
5 . NONGMAITHEM IBOYAIMA SINGH,M 64,GEN IND,1646,0,1646
6 . NONGMAITHEM HOMENDRO SINGH,M 40,GEN IND,1353,0,1353
"",TOTAL:,"",416376,30,416406
Constituency  : 2 . OUTER MANIPUR (ST),"","","","",""
6 . MANI CHARENAMEI,M 45,ST IND,229628,6,229634
2 . D. LOLI ADANEE,M 51,ST BJP,147385,56,147441
3 . HOLKHOMANG HAOKIP,M 67,ST NCP,107391,44,107435
1 . KIM GANGTE,F 46,ST MPP,77025,30,77055
5 . ROSANGZUALA,M 42,ST JD(U),37440,15,37455
4 . W. MORUNG MAKUNGA,M 48,ST AITC,20115,16,20131
"",TOTAL:,"",618984,167,619151
MEGHALAYA,"","","","",""
Constituency  : 1 . SHILLONG,"","","","",""
1 . PATY RIPPLE KYNDIAH,M 75,ST INC,190034,24,190058
3 . S. LONIAK MARBANIANG,M 57,ST IND,119156,6,119162
2 . SANBOR SWELL LYNGDOH,M 53,ST BJP,58546,14,58560
"",TOTAL:,"",367736,44,367780
Constituency  : 2 . TURA,"","","","",""
2 . PURANO AGITOK SANGMA,M 56,ST AITC,191930,8,191938
1 . DR. MUKUL SANGMA,M 38,ST INC,119172,3,119175
"",TOTAL:,"",311102,11,311113
MIZORAM,"","","","",""
Constituency  : 1 . MIZORAM (ST),"","","","",""
1 . VANLALZAWMA,M 48,ST MNF,180824,2040,182864
3 . DR. LALTLUANGLIANA KHIANGTE,M 43,ST IND,157831,1339,159170
2 . TLANGDINGLIANA,M 63,ST EU,6149,363,6512
"",TOTAL:,"",344804,3742,348546


NAGALAND,"","","","",""
Constituency  : 1 . NAGALAND,"","","","",""
2 . W. WANGYUH,M 40,ST NPF,695309,2819,698128
1 . K. ASUNGBA SANGTAM,M 58,ST INC,245218,891,246109
3 . SHRI. AKHEI ACHUMI,M 55,ST JD(S),5110,39,5149
4 . SHRI. NYIMTHUNGO,M 41,ST IND,3678,9,3687
5 . DR. RILANTHUNG,M 31,ST IND,1632,14,1646
"",TOTAL:,"",950947,3772,954719
ORISSA,"","","","",""
Constituency  : 1 . MAYURBHANJ (ST),"","","","",""
4 . SUDAM MARNDI,M 38,ST JMM,260494,35,260529
2 . BHAGIRATHI MAJHI,M 50,ST BJP,252453,104,252557
3 . SUSHILA TIRIYA,F 47,ST INC,143118,41,143159
1 . KANDA CHARAN NAIK,M 49,ST BSP,39750,2,39752
"",TOTAL:,"",695815,182,695997
Constituency  : 2 . BALASORE,"","","","",""
3 . MAHAMEGHA BAHAN AIRA KHARBELA ,M 50,GEN BJP,553022,65,553087
SWAIN,"","","","",""
2 . NIRANJAN PANDA,M 52,GEN INC,316110,22,316132
6 . MRUTYUNJAY MOHAPATRA,M 44,GEN IND,28247,0,28247
1 . NALINI KUMAR JENA,M 42,SC BSP,21203,1,21204
4 . TRAILOKYA NATH DAS,M 60,SC RPI,15026,0,15026
5 . MALAYENDRA KISOR CHAUDHURI,M 66,GEN BMVP,13873,0,13873
"",TOTAL:,"",947481,88,947569
Constituency  : 3 . BHADRAK (SC),"","","","",""
1 . ARJUN CHARAN SETHI,M 64,SC BJD,488991,209,489200
3 . MURALIDHAR JENA,M 57,SC INC,394360,71,394431
4 . PURUSOTTAM MALIK,M 59,SC IND,31581,5,31586
2 . PRAFULLA KUMAR DAS,M 45,SC BSP,17058,1,17059
"",TOTAL:,"",931990,286,932276
Constituency  : 4 . JAJPUR (SC),"","","","",""
2 . MOHAN JENA,M 44,SC BJD,452079,98,452177
1 . AMIYA KANTA MALLIK,M 45,SC INC,400671,40,400711
4 . RADHABALLAV MALLIK,M 30,SC IND,13017,0,13017
3 . BIJAY KUMAR MALLIK,M 25,SC BMVP,10301,2,10303
"",TOTAL:,"",876068,140,876208
Constituency  : 5 . KENDRAPARA,"","","","",""
1 . ARCHANA NAYAK,F 38,GEN BJD,453231,45,453276
2 . SRIKANT KUMAR JENA,M 53,GEN INC,366408,25,366433
3 . BIKRAM KESHARI ROUTRAY,M 33,GEN IND,16555,1,16556
"",TOTAL:,"",836194,71,836265
Constituency  : 6 . CUTTACK,"","","","",""
2 . BHARTRUHARI MAHTAB,M 47,GEN BJD,496598,152,496750
1 . JAYANTI PATNAIK,F 72,GEN INC,323484,68,323552
"",TOTAL:,"",820082,220,820302


ORISSA,"","","","",""
Constituency  : 7 . JAGATSINGHPUR,"","","","",""
2 . BRAHMANANDA PANDA,M 53,GEN BJD,466260,123,466383
3 . RANJIB BISWAL,M 33,GEN INC,408999,122,409121
5 . BIMALENDU SWAIN,M 31,GEN IND,29404,0,29404
1 . PRADIP KUMAR MALLICK,M 32,SC BSP,13790,2,13792
4 . GYANARANJAN DAS,M 33,GEN SHS,7811,0,7811
"",TOTAL:,"",926264,247,926511
Constituency  : 8 . PURI,"","","","",""
2 . BRAJA KISHORE TRIPATHY,M 57,GEN BJD,462205,43,462248
1 . PINAKI MISRA,M 44,GEN INC,401262,26,401288
3 . KSHITISH BISWAL,M 72,GEN CPI(ML)(L),25419,0,25419
"",TOTAL:,"",888886,69,888955
Constituency  : 9 . BHUBANESWAR,"","","","",""
1 . PRASANNA KUMAR PATASANI,M 56,GEN BJD,437686,76,437762
3 . SOUMYA RANJAN PATNAIK,M 52,GEN INC,325446,37,325483
9 . PRAMILA BEHERA,F 27,SC IND,36420,1,36421
10 . B. RAMACHANDRA,M 59,GEN IND,17131,0,17131
4 . PRAMOD SAMANTARA,M 47,GEN RPI,8526,0,8526
2 . BADRI NARAYAN ROUTRAY,M 66,GEN BSP,8327,1,8328
5 . SHANTI DAS,F 62,GEN SP,6530,1,6531
6 . SANTOSH KUMAR MISHRA,M 38,GEN ABHM,5175,1,5176
7 . SUSHANT KUMAR CHOUDHURY,M 34,GEN JD(U),4021,0,4021
8 . KULAMANI SAHOO,M 55,GEN IND,3622,4,3626
"",TOTAL:,"",852884,121,853005
Constituency  : 10 . ASKA,"","","","",""
2 . HARI HAR SWAIN,M 68,GEN BJD,381512,14,381526
1 . RAMKRUSHANA PATNAIK,M 62,GEN INC,248909,15,248924
3 . BIJAYA KUMAR MOHAPATRO,M 51,GEN RSP,19250,0,19250
4 . DUTIKRISHNA PADHI,M 66,GEN IND,16395,1,16396
5 . K. SHYAMBABU SUBUDHI,M 68,GEN IND,14285,0,14285
"",TOTAL:,"",680351,30,680381
Constituency  : 11 . BERHAMPUR,"","","","",""
2 . CHANDRA SEKHAR SAHU,M 54,GEN INC,355942,31,355973
1 . ANADI SAHU,M 64,GEN BJP,304253,63,304316
3 . JAGANATH PATRO,M 40,GEN IND,34031,1,34032
4 . K . SHYAMBABU SUBUDHI,M 68,GEN IND,25057,1,25058
"",TOTAL:,"",719283,96,719379
Constituency  : 12 . KORAPUT (ST),"","","","",""
1 . GIRIDHAR GAMANG,M 61,ST INC,334706,42,334748
3 . PAPANNA MUTIKA,M 60,ST BJD,291403,78,291481
2 . TANKADHAR MAJHI,M 26,ST BSP,61069,3,61072
4 . MEGHANADA SABAR,M 27,ST CPI(ML)(L),48366,0,48366
"",TOTAL:,"",735544,123,735667


ORISSA,"","","","",""
Constituency  : 13 . NOWRANGPUR (ST),"","","","",""
3 . PARSURAM MAJHI,M 43,ST BJP,359791,198,359989
2 . CHANDRA SEKHAR MAJHI,M 37,ST INC,334932,167,335099
1 . CHANDRADHWAJA MAJHI,M 44,ST BSP,85634,6,85640
"",TOTAL:,"",780357,371,780728
Constituency  : 14 . KALAHANDI,"","","","",""
1 . BIKRAM KESHARI DEO,M 52,GEN BJP,356974,105,357079
2 . BHAKTA CHARAN DAS,M 45,SC INC,322832,125,322957
3 . KUNJA BIHARI BAGARTTI,M 66,GEN SP,38368,1,38369
4 . PANCHANAN DHANGADA MAJHI,M 52,SC RPI,35723,0,35723
"",TOTAL:,"",753897,231,754128
Constituency  : 15 . PHULBANI (SC),"","","","",""
3 . SUGRIB SINGH,M 40,SC BJD,337916,35,337951
1 . ABHIMANYU BEHERA,M 44,SC INC,318660,19,318679
5 . NAKUL NAYAK,M 41,SC IND,60626,0,60626
7 . RAMACHANDRA NAIK,M 58,SC IND,20787,0,20787
2 . BIDYADHAR URMA,M 63,SC BSP,17187,0,17187
6 . BISHNU CHARAN BEHERA,M 35,SC IND,16862,0,16862
4 . KARUNAKAR  HARIPALA,M 50,SC RPI,15201,0,15201
"",TOTAL:,"",787239,54,787293
Constituency  : 16 . BOLANGIR,"","","","",""
3 . SANGEETA KUMARI SINGH DEO,F 42,GEN BJP,322886,26,322912
2 . SARAT PATTANAYAK,M 47,GEN INC,222222,8,222230
5 . BALGOPAL MISHRA,M 62,GEN IND,90416,2,90418
1 . DEBENDRA KUMAR BISWAL,M 33,GEN BSP,30935,0,30935
7 . HENABATI BARIK,F 37,SC IND,24235,0,24235
6 . LALIT MOHAN GANDHI,M 50,SC IND,20351,0,20351
4 . PARAMANAND CHHATAR,M 51,GEN SP,17297,0,17297
"",TOTAL:,"",728342,36,728378
Constituency  : 17 . SAMBALPUR,"","","","",""
2 . PRASANNA ACHARYA,M 54,GEN BJD,390534,22,390556
3 . SANJAY BHOI,M 30,GEN INC,375778,8,375786
1 . ASHOK MITTAL,M 43,GEN BSP,44257,2,44259
"",TOTAL:,"",810569,32,810601
Constituency  : 18 . DEOGARH,"","","","",""
1 . DHARMENDRA PRADHAN,M 36,GEN BJP,426023,69,426092
2 . SRIBALLAV PANIGRAHI,M 63,GEN INC,346956,40,346996
6 . BUNDE DHURUA,M 64,ST IND,16796,1,16797
3 . SUDARSAN BEHERA,M 32,GEN BSP,14977,2,14979
4 . ROHIT GANGA DEB,M 36,GEN SP,10714,5,10719
5 . TANKADHAR BARIK,M 27,SC IND,7718,0,7718
"",TOTAL:,"",823184,117,823301


ORISSA,"","","","",""
Constituency  : 19 . DHENKANAL,"","","","",""
2 . TATHAGATA SATAPATHY,M 48,GEN BJD,423448,91,423539
1 . KAMAKHYA PRASAD SINGHDEO,M 63,GEN INC,300565,92,300657
4 . BHAJAMAN BEHERA,M 61,SC SP,32677,2,32679
5 . DIBYA KISHORE DAS,M 34,GEN IND,18848,2,18850
3 . BENUDHAR BEHERA,M 42,SC RPI,14641,1,14642
"",TOTAL:,"",790179,188,790367
Constituency  : 20 . SUNDARGARH (ST),"","","","",""
1 . JUAL ORAM,M 43,ST BJP,336532,30,336562
2 . FRIDA TOPNO,F 78,ST INC,296872,14,296886
5 . GEORGE TIRKEY,M 45,ST IND,66542,3,66545
3 . HARSA CHHATRIA,M 43,ST BSP,18562,0,18562
4 . RADHIKA EKKA,F 37,ST JKP,13794,2,13796
"",TOTAL:,"",732302,49,732351
Constituency  : 21 . KEONJHAR (ST),"","","","",""
1 . ANANTA NAYAK,M 34,ST BJP,355670,32,355702
2 . NILAKANTHA NAYAK,M 45,ST INC,306482,11,306493
5 . MAHESWAR MAJHI,M 53,ST IND,61612,0,61612
6 . DR. SUDARSAN LOHAR,M 54,ST IND,38199,0,38199
3 . UPENDRA NATH NAYAK,M 56,ST IND,31165,0,31165
4 . DEEPAK KUMAR SINGH,M 26,ST IND,21491,0,21491
"",TOTAL:,"",814619,43,814662
PUNJAB,"","","","",""
Constituency  : 1 . GURDASPUR,"","","","",""
3 . VINOD KHANNA,M 58,GEN BJP,387597,15,387612
1 . SUKHBUNS KAUR BHINDER,F 60,GEN INC,362623,6,362629
2 . BRIJ MOHAN JULKA,M 61,GEN BSP,16651,0,16651
9 . BALKAR,M 28,GEN IND,7503,0,7503
4 . BALKAR SINGH,M 49,GEN BGTD,3858,0,3858
7 . DEVINDER SINGH SAINI,M 54,GEN IND,3277,0,3277
5 . RAMESH KUMAR,M 52,GEN PBLP,1690,0,1690
8 . NEERAJ JOSHI,M 41,GEN IND,1645,0,1645
6 . KEWAL KRISHAN,M 53,SC IND,969,0,969
"",TOTAL:,"",785813,21,785834


PUNJAB,"","","","",""
Constituency  : 2 . AMRITSAR,"","","","",""
1 . NAVJOT SINGH SIDHU,M 41,GEN BJP,394215,8,394223
2 . RAGHUNANDAN LAL BHATIA,M 83,GEN INC,284687,4,284691
3 . RAM SHARAN PAUL,M 55,GEN BSP,15796,0,15796
11 . RAMESH TALWAR,M 67,GEN IND,5695,0,5695
10 . REHMAT MASIH,M 44,GEN IND,3252,0,3252
7 . SURINDER KUMAR KHOSLA,M 36,SC IND,2425,0,2425
9 . BALDEV SINGH RATHAUR,M 38,SC IND,1674,0,1674
6 . SAT PAL DOGRA,M 52,SC IND,1301,0,1301
8 . SANJIV KUMAR PRASHAR ADVOCATE,M 32,GEN IND,990,0,990
4 . HARBANS LAL MAHAJAN,M 59,GEN SP,982,0,982
5 . GEETA,F 28,GEN BGTD,791,0,791
"",TOTAL:,"",711808,12,711820
Constituency  : 3 . TARN TARAN,"","","","",""
2 . DR. RATTAN SINGH AJNALA,M 60,GEN SAD,364643,3,364646
1 . SUKHBINDER SINGH ( SUKH SARKARIA),M 45,GEN INC,308201,51,308252
6 . TARLOCHAN SINGH TUR,M 59,GEN IND,15090,0,15090
3 . RAVEL SINGH,M 60,SC BSP,14725,0,14725
9 . RAJINDER RIKHI,M 29,GEN IND,7274,0,7274
8 . MANOJ KUMAR DUGGAL,M 32,GEN IND,2911,0,2911
7 . BABU RAM,M 41,SC IND,1847,0,1847
4 . RAJWANT SINGH,M 66,GEN BGTD,1534,1,1535
5 . SUKHJINDER SINGH,M 34,GEN IND,1095,0,1095
"",TOTAL:,"",717320,55,717375
Constituency  : 4 . JULLUNDUR,"","","","",""
3 . RANA GURJEET SINGH,M 52,GEN INC,344617,2,344619
2 . NARESH GUJRAL,M 55,GEN SAD,311148,8,311156
1 . DEVI DASS NAHAR,M 49,SC BSP,69187,1,69188
11 . VINAY JALANDHARI,M 43,GEN IND,3716,0,3716
4 . BALKAR SINGH,M 49,GEN BGTD,3342,0,3342
10 . MANOHAR LAL,M 50,SC IND,2088,0,2088
7 . HAMID MASIH,M 57,GEN IND,2078,0,2078
9 . KULBHUSHAN KUMAR,M 57,GEN IND,1837,0,1837
6 . SANDEEP JAIRATH,M 36,GEN IND,1591,0,1591
5 . VIJAY KUMAR HANS,M 41,SC DBSP,1288,0,1288
8 . DR. KULDEEP SINGH DHILLON,M 37,GEN IND,836,0,836
"",TOTAL:,"",741728,11,741739
Constituency  : 5 . PHILLAUR (SC),"","","","",""
2 . CHARANJIT SINGH ATWAL,M 67,SC SAD,324511,1,324512
1 . SANTOSH CHOWDHARY,F 62,SC INC,225628,0,225628
3 . PAWAN KUMAR TINU,M 38,SC BSP,157635,2,157637
7 . HANS RAJ PABWAN,M 41,SC IND,7103,0,7103
4 . HARBHAJAN LAKHA,M 62,SC SMSP,3138,1,3139
6 . HARBANS SINGH DHALIWAL,M 55,SC IND,2380,0,2380
5 . JAGIR SINGH SAFRI,M 38,SC BGTD,2138,0,2138
"",TOTAL:,"",722533,4,722537


PUNJAB,"","","","",""
Constituency  : 6 . HOSHIARPUR,"","","","",""
1 . AVINASH RAI KHANNA,M 43,GEN BJP,289797,18,289815
3 . COMRADE DARSHAN SINGH MATTU,M 50,GEN CPM,185438,6,185444
2 . CHARANJIT SINGH CHANNI,M 62,GEN BSP,156265,5,156270
4 . AJEET SINGH PARMAR,M 35,GEN SJP(R),7511,0,7511
8 . KULDIP RAI,M 34,GEN IND,6565,0,6565
6 . SADHU SINGH SAINI,M 73,GEN IND,3883,0,3883
7 . HARMESH LAL AZAD,M 46,SC IND,3416,0,3416
5 . GURDEV SINGH,M 39,GEN BGTD,2787,0,2787
"",TOTAL:,"",655662,29,655691
Constituency  : 7 . ROPAR (SC),"","","","",""
1 . SUKHDEV SINGH LIBRA,M 72,SC SAD,347619,12,347631
2 . SHAMSHER SINGH DULLO,M 56,SC INC,313991,3,313994
4 . MAAN SINGH MANHERA,M 44,SC BSP,78191,0,78191
3 . BHAG SINGH,M 62,SC SAD(M),27393,0,27393
8 . SURJAN SINGH,M 63,SC IND,15197,0,15197
7 . SUCHA SINGH,M 53,SC IND,3276,0,3276
6 . SAWINDER SINGH,M 65,SC IND,2650,0,2650
5 . LEHMBAR DASS,M 66,SC BGTD,1889,0,1889
"",TOTAL:,"",790206,15,790221
Constituency  : 8 . PATIALA,"","","","",""
4 . PRENEET KAUR,F 59,GEN INC,409893,24,409917
2 . KANWALJIT SINGH,M 60,GEN SAD,386234,16,386250
1 . HARGOPAL SINGH,M 62,GEN BSP,39329,2,39331
3 . GURNAM SINGH,M 45,GEN SAD(M),11494,2,11496
14 . RAM SARUP,M 26,GEN IND,6070,0,6070
13 . RAM ISHER SINGH,M 33,SC IND,5460,0,5460
5 . GURBACHAN SINGH,M 51,SC SMSP,3356,0,3356
11 . DARSHAN SINGH,M 47,GEN IND,2992,0,2992
12 . BINDER KAUR,F 29,SC IND,2535,0,2535
10 . JAI PAL,M 44,GEN IND,1924,0,1924
9 . KRISHNA DAHRI,F 50,GEN IND,1585,0,1585
8 . KARTAR SINGH,M 53,GEN IND,1356,2,1358
6 . RANJIT KAUR,F 54,GEN BGTD,933,0,933
7 . HARBANS SINGH,M 50,SC IND,924,0,924
"",TOTAL:,"",874085,46,874131


PUNJAB,"","","","",""
Constituency  : 9 . LUDHIANA,"","","","",""
1 . SHARANJIT SINGH DHILLON,M 51,GEN SAD,329232,2,329234
2 . MUNISH TEWARI,M 38,GEN INC,299694,0,299694
5 . BALWANT SINGH RAMOOWALIA,M 62,GEN LBP,187787,0,187787
3 . RABINDER SINGH SOHIL,M 45,GEN BSP,19592,3,19595
17 . RASHPAL SINGH GILL,M 39,GEN IND,6131,0,6131
18 . VARINDER KUMAR KOFFI,M 31,GEN IND,5762,0,5762
16 . MAHINDER LAL,M 50,SC IND,4745,0,4745
15 . BOBY,M 31,SC IND,3383,0,3383
4 . SADHON SINGH,M 52,GEN SP,2368,0,2368
12 . DR. JANARDAN PRASAD SINGH,M 51,GEN IND,1928,0,1928
7 . RAVINDER KUMAR JASSI,M 38,SC JKNPP,1833,0,1833
13 . DALJINDER SINGH JHAMMAT,M 38,SC IND,1642,0,1642
14 . BALWANT SINGH,M 60,GEN IND,1639,0,1639
9 . DR. SATNAM SINGH,M 43,GEN IND,1181,0,1181
6 . MASTER MANJEET SINGH WALIA,M 58,GEN BGTD,1123,0,1123
10 . KARNAIL SINGH RATHOR,M 39,GEN IND,783,0,783
11 . JASDEV SINGH,M 51,GEN IND,610,0,610
8 . ABDUL SHAKOOR THIND,M 48,GEN IND,489,0,489
"",TOTAL:,"",869922,5,869927
Constituency  : 10 . SANGRUR,"","","","",""
3 . SUKHDEV SINGH DHINDSA,M 67,GEN SAD,286804,24,286828
1 . ARVIND KHANNA,M 37,GEN INC,259536,15,259551
2 . SIMRANJIT SINGH MANN,M 59,GEN SAD(M),216888,10,216898
4 . MANGAT RAI BANSAL,M 45,GEN BSP,38213,2,38215
7 . SUKHDEV SINGH BARI,M 60,GEN IND,14274,15,14289
11 . MOHAMAD SHAMSHAD,M 36,GEN IND,8872,0,8872
10 . MIT SINGH,M 59,GEN IND,3366,0,3366
9 . BALJINDER SINGH,M 30,GEN IND,2631,0,2631
6 . SUKHDEV SINGH,M 39,SC IND,2449,0,2449
5 . AVTAR SINGH,M 39,SC IND,2046,0,2046
8 . DALJIT SINGH,M 31,GEN IND,1673,0,1673
"",TOTAL:,"",836752,66,836818
Constituency  : 11 . BHATINDA (SC),"","","","",""
4 . PARAMJIT KAUR GULSHAN,F 56,SC SAD,323381,13,323394
2 . KAUSHALYA CHAMAN BHAURA,F 55,SC CPI,260748,4,260752
1 . SARABJEET SINGH,M 25,SC SAD(M),113480,10,113490
3 . GURNAM SINGH,M 56,SC BSP,31723,4,31727
10 . JASVIR SINGH,M 32,SC IND,8733,0,8733
6 . BHAGWANT SINGH SAMAON,M 28,SC CPI(ML)(L),7505,0,7505
9 . GURPREET SINGH BAHIA,M 33,SC IND,6689,0,6689
5 . PARMINDER SINGH QUAMI,M 40,SC DBSP,5429,0,5429
7 . SHAM LAL,M 40,SC IND,2908,0,2908
8 . HARI SINGH,M 40,SC IND,2568,0,2568
"",TOTAL:,"",763164,31,763195


PUNJAB,"","","","",""
Constituency  : 12 . FARIDKOT,"","","","",""
1 . SUKHBIR SINGH BADAL,M 42,GEN SAD,475900,28,475928
3 . KARAN KAUR BRAR,F 52,GEN INC,340646,3,340649
2 . SANT RAM,M 43,SC BSP,45205,2,45207
4 . GURLAL SINGH,M 45,GEN SAD(M),10857,0,10857
10 . HARMAIL SINGH,M 40,GEN IND,7501,0,7501
8 . NIRMAL SINGH,M 40,SC LJNSP,4448,0,4448
7 . NAVNEET KUMAR,M 32,GEN SHS,3064,0,3064
9 . SUKHBIR SINGH,M 30,GEN IND,2735,0,2735
6 . KULWANT SINGH,M 38,GEN MB(S)P,1675,0,1675
5 . ASHOK KUMAR,M 50,GEN JD(S),1080,0,1080
"",TOTAL:,"",893111,33,893144
Constituency  : 13 . FEROZEPUR,"","","","",""
2 . ZORA SINGH MAAN,M 62,GEN SAD,357094,8,357102
1 . JAGMEET SINGH BRAR,M 45,GEN INC,345562,1,345563
4 . MOHAN SINGH FALIAN WALA,M 43,GEN BSP,101919,2,101921
10 . INDERJIT SINGH ZIRA,M 46,GEN IND,27941,0,27941
16 . VARDEV SINGH,M 40,GEN IND,8697,0,8697
3 . DHIAN SINGH MAND,M 44,GEN SAD(M),7548,0,7548
15 . MAHINDERJIT SINGH,M 43,GEN IND,5495,0,5495
14 . PARAMJIT SINGH DESAL,M 45,SC IND,2486,0,2486
5 . ANOOP SINGH,M 48,GEN LJNSP,2443,0,2443
13 . NARDEV SINGH,M 32,GEN IND,1819,0,1819
9 . AJAY DANIEL ( TINKU ),M 33,GEN IND,1126,0,1126
8 . ASHOK KUMAR,M 27,SC IND,1112,0,1112
12 . DES RAJ DEORA,M 62,GEN IND,995,0,995
7 . MATHRA DASS,M 68,GEN PTSS,878,0,878
11 . GURSEWAK SINGH,M 26,GEN IND,772,0,772
6 . SOM PARKASH,M 47,GEN BGTD,742,0,742
"",TOTAL:,"",866629,11,866640
RAJASTHAN,"","","","",""
Constituency  : 1 . GANGANAGAR (SC),"","","","",""
1 . NIHALCHAND MEGHWAL,M 32,SC BJP,329816,1659,331475
2 . BHARATRAM,M 47,SC INC,323356,726,324082
3 . MUNSHI RAM,M 60,SC BSP,25090,54,25144
4 . COMRED SHYOPATRAM,M 26,SC CPM,22765,36,22801
8 . TEETAR SINGH,M 50,SC IND,8047,0,8047
