ANDHRA PRADESH,"","","","",""
3 . VITHAL HEROOR,M 51,GEN JD(S),189001,99,189100
4 . SURYAKANT NIMBALKAR,M 32,SC BSP,26723,1,26724
11 . SANGANNA,M 25,GEN IND,15212,0,15212
5 . ARUN KUMAR CHANDRASHEKARA PATIL,M 59,GEN KNDP,7155,2,7157
10 . BHAGAVANREDDY B,M 40,GEN IND,6748,1,6749
9 . HAMID PASHA SARMAST,M 60,GEN MUL,4268,0,4268
7 . BASAWANTH RAO REVANSIDDAPPA ,M 65,GEN AIFB,3900,0,3900
SHEELWANTH,"","","","",""
8 . SANDESH C BANDAK,M 28,GEN USYP,3671,0,3671
6 . UMESH HAVANOOR,M 38,GEN SP,3380,2,3382
"",TOTAL:,"",827038,856,827894
Constituency  : 3 . RAICHUR,"","","","",""
3 . A.VENKATESH NAIK,M 66,ST INC,289363,61,289424
2 . RAJA MADANGOPAL NAYAK,M 53,ST JD(S),288788,128,288916
1 . KALLUR SURESHREDDY,M 53,GEN BJP,198630,174,198804
4 . BASAVALINGAPPA B,M 28,SC IND,47951,1,47952
"",TOTAL:,"",824732,364,825096
Constituency  : 4 . KOPPAL,"","","","",""
3 . K. VIRUPAXAPPA,M 62,GEN INC,355872,286,356158
2 . NAGAPPA BHEEMAPPA SALONI,M 49,GEN BJP,311614,921,312535
1 . AGADI VIRUPAXAPPA SANGANNA,M 63,GEN JD(S),158267,285,158552
4 . ABEED HUSSAIN,M 51,GEN KNDP,24667,2,24669
6 . PUJAR D H,M 33,SC IND,23650,1,23651
5 . GIRIJA SHANKARA PATIL,M 63,GEN JP,18516,1,18517
"",TOTAL:,"",892586,1496,894082
Constituency  : 5 . BELLARY,"","","","",""
2 . G. KARUNAKARA REDDY,M 41,GEN BJP,318301,677,318978
3 . KONDAIAH K C,M 53,GEN INC,286973,326,287299
4 . GULAGI NAGARAJ B,M 43,GEN JD(S),247661,181,247842
1 . KAMALA NABHAN B,M 58,GEN BSP,36269,8,36277
8 . SOMASHEKARA K,M 37,SC IND,19639,3,19642
7 . NARAYANA MOORTHY P,M 45,SC IND,17569,2,17571
5 . IDLI RAMAPPA,M 37,GEN CPI(ML)(L),12413,0,12413
6 . GHOUSIA BEGUM,F 26,GEN IND,10305,1,10306
"",TOTAL:,"",949130,1198,950328
Constituency  : 6 . DAVANGERE,"","","","",""
3 . G.M. SIDDESWARA,M 52,GEN BJP,369520,979,370499
2 . MALLIKARJUN S S,M 36,GEN INC,337397,426,337823
1 . CHANNAIAH ODEYAR,M 83,GEN JD(S),158367,148,158515
6 . DR SRIDHARA UDUPA,M 51,GEN IND,16582,0,16582
5 . MADAPPA R,M 40,ST IND,14645,1,14646
4 . MALLIKARJUNA SWAMY T M,M 34,GEN IND,12329,4,12333
"",TOTAL:,"",908840,1558,910398


KARNATAKA,"","","","",""
Constituency  : 7 . CHITRADURGA,"","","","",""
3 . N.Y. HANUMANTHAPPA,M 64,GEN INC,322061,548,322609
1 . KODANDARAMAIAH P,M 64,GEN JD(S),284762,387,285149
2 . MUDALAGIRIYAPPA C P,M 64,GEN BJP,240243,921,241164
5 . PARAMESWARAPPA S,M 66,GEN JP,36076,5,36081
6 . VENKATESHA C,M 40,GEN KNDP,19511,3,19514
4 . KRISHNAPPA,M 50,GEN RJD,14387,1,14388
"",TOTAL:,"",917040,1865,918905
Constituency  : 8 . TUMKUR,"","","","",""
3 . S. MALLIKARJUNAIAH,M 74,GEN BJP,302378,638,303016
1 . JAGADEESH D L,M 48,GEN JD(S),300427,238,300665
2 . BASAVARAJ G S,M 63,GEN INC,227518,183,227701
5 . PAVAGADA SREERAM,M 33,SC IND,22109,11,22120
4 . CHOUDHARI VEER SINGH,M 39,GEN SP,10241,0,10241
"",TOTAL:,"",862673,1070,863743
Constituency  : 9 . CHIKBALLAPUR,"","","","",""
2 . R.L. JALAPPA,M 77,GEN INC,375642,562,376204
3 . SHASHI KUMAR,M 38,ST JD(S),315829,353,316182
1 . ASHOK KRISHNAPPA,M 47,GEN JD(U),190940,826,191766
6 . SURESH D R,M 34,GEN IND,21430,2,21432
4 . NARAYANA SWAMY D N ( KWALITY),M 48,GEN KNDP,15959,5,15964
5 . VEERAPPA,M 58,GEN IND,9579,1,9580
"",TOTAL:,"",929379,1749,931128
Constituency  : 10 . KOLAR (SC),"","","","",""
2 . K.H. MUNIYAPPA,M 57,SC INC,384152,1430,385582
3 . VEERAIAH D S,M 58,SC BJP,372035,1912,373947
1 . GANGADHARAPPA S L,M 59,SC JD(S),83342,91,83433
4 . BALAJI CHANNAIAH,M 44,SC JP,27687,17,27704
8 . SREENIVASAPPA B N,M 36,SC IND,22047,0,22047
7 . SRINIVASA,M 32,SC IND,7199,3,7202
6 . RAVI KUMAR M,M 31,SC IND,4692,1,4693
5 . SURESHA N,M 32,SC KNDP,4654,2,4656
"",TOTAL:,"",905808,3456,909264
Constituency  : 11 . KANAKAPURA,"","","","",""
1 . TEJASHWINI SEE RAMESH,F 37,GEN INC,583920,318,584238
3 . RAMACHANDRA GOWDA,M 65,GEN BJP,467257,318,467575
2 . DEVEGOWDA H D,M 71,GEN JD(S),461731,589,462320
5 . MUNIRAMAIAH,M 59,GEN IND,23349,1,23350
4 . KUMAR G S,M 64,GEN IND,14932,1,14933
"",TOTAL:,"",1551189,1227,1552416


KARNATAKA,"","","","",""
Constituency  : 12 . BANGALORE NORTH,"","","","",""
3 . DR. H.T. SANGLIANA,M 61,GEN BJP,473379,123,473502
2 . JAFFER SHARIEF C K,M 70,GEN INC,443104,40,443144
1 . IBRAHIM C M,M 55,GEN JD(S),208565,23,208588
8 . VENKATESH M,M 47,GEN IND,11345,2,11347
4 . JOE SIMON,M 58,GEN KNDP,7075,4,7079
7 . MOHAMAD IBRAHIM,M 65,GEN IND,6878,0,6878
6 . MEER LAYAQ HUSSAIN,M 36,GEN IND,3604,0,3604
5 . UMA K,F 47,GEN IND,2702,1,2703
"",TOTAL:,"",1156652,193,1156845
Constituency  : 13 . BANGALORE SOUTH,"","","","",""
1 . ANANTH KUMAR,M 44,GEN BJP,386669,13,386682
2 . KRISHNAPPA M,M 51,GEN INC,324408,3,324411
3 . JAYANTHI,F 50,GEN JD(S),77551,0,77551
7 . SRINIVASA  RAO S V,M 55,GEN IND,5012,0,5012
4 . GUINNESS HOTTE PAKSHA RANGASWAMY,M 70,GEN IND,3304,0,3304
6 . DR MANJUNATH B R,M 44,GEN IND,1934,0,1934
5 . BHADRAPPA,M 45,GEN IND,1755,0,1755
"",TOTAL:,"",800633,16,800649
Constituency  : 14 . MANDYA,"","","","",""
1 . AMBAREESH M. H.,M 53,GEN INC,410476,640,411116
4 . DR. S RAMEGOWDA,M 65,GEN JD(S),285960,718,286678
2 . DR. K S JAYARAM,M 57,GEN JD(U),98155,105,98260
5 . B T SRINIVASAGOWDA,M 74,GEN KNDP,33008,6,33014
3 . RAVIKEERTI C,M 33,SC BSP,28468,28,28496
"",TOTAL:,"",856067,1497,857564
Constituency  : 15 . CHAMARAJANAGAR (SC,),"","","",""
2 . M. SHIVANNA,M 56,SC JD(S),316504,157,316661
4 . A SIDDARAJU,M 55,SC INC,272513,159,272672
1 . N CHAMARAJU,M 52,SC JD(U),91629,87,91716
3 . N SHIVAMALLU,M 43,SC BSP,78802,53,78855
5 . MK KEMPASIDDAIAH,M 65,SC JP,35336,1,35337
8 . S PUTTANNA,M 53,SC IND,24463,3,24466
7 . N RANGASWAMY,M 64,SC USYP,18898,3,18901
6 . MULLURU NAGARAJU,M 50,SC KNDP,14600,6,14606
"",TOTAL:,"",852745,469,853214
Constituency  : 16 . MYSORE,"","","","",""
2 . C. H. VIJAYASHANKAR,M 48,GEN BJP,315977,465,316442
1 . A S GURUSWAMY,M 63,GEN JD(S),306189,103,306292
3 . SRIKANTADATTA NARASIMHARAJA ,M 51,GEN INC,299083,144,299227
WADIYAR,"","","","",""
5 . P N SRINATH,M 36,GEN IND,18957,0,18957
4 . KALIMULLA KHAN,M 54,GEN KNDP,16342,7,16349
"",TOTAL:,"",956548,719,957267


KARNATAKA,"","","","",""
Constituency  : 17 . MANGALORE,"","","","",""
2 . D. V. SADANANDA GOWDA,M 51,GEN BJP,383228,1532,384760
1 . M VEERAPPA MOILY,M 64,GEN INC,350914,431,351345
3 . A K SUBBAIAH,M 68,GEN JD(S),39751,23,39774
4 . ROHIT KUMAR JOSHI,M 32,GEN KNDP,15682,11,15693
"",TOTAL:,"",789575,1997,791572
Constituency  : 18 . UDUPI,"","","","",""
2 . MANORAMA MADHWARAJ,F 64,GEN BJP,368507,1120,369627
3 . VINAYA KUMAR SORAKE,M 49,GEN INC,339956,668,340624
1 . TARANATHA SHETTY KODAVOOR,M 60,GEN JD(S),45561,13,45574
4 . OSWALD FERNANDIS,M 41,GEN KNDP,24521,10,24531
"",TOTAL:,"",778545,1811,780356
Constituency  : 19 . HASSAN,"","","","",""
2 . H. D. DEVEGOWDA,M 71,GEN JD(S),461391,1234,462625
4 . H C SRIKANTAIAH  ALIAS ANNAIAH,M 78,GEN INC,271807,513,272320
3 . H N NANJEGOWDA,M 69,GEN JD(U),86735,205,86940
1 . AIJAZ AHMED FAROOQUI,M 47,GEN BSP,52795,127,52922
6 . KOVIBABANNA,M 48,GEN IND,22793,2,22795
5 . SIDDESH GOWDA,M 37,GEN KNDP,14582,11,14593
"",TOTAL:,"",910103,2092,912195
Constituency  : 20 . CHIKMAGALUR,"","","","",""
3 . D. C. SRIKANTAPPA,M 76,GEN BJP,339924,1467,341391
2 . B L SHANKAR,M 51,GEN INC,267294,425,267719
1 . D K THARADEVI SIDDHARTHA,F 57,GEN JD(S),172125,302,172427
7 . H B SRIKANTA MURTHY,M 61,GEN IND,16031,4,16035
4 . S UMESHKUMAR,M 33,GEN KNDP,10411,3,10414
6 . B RUDRAIAH,M 35,SC IND,5870,5,5875
5 . U BABU MOGERA,M 42,SC IND,5393,0,5393
"",TOTAL:,"",817048,2206,819254
Constituency  : 21 . SHIMOGA,"","","","",""
2 . S. BANGARAPPA,M 71,GEN BJP,448648,1449,450097
1 . AYANUR MANJUNATH,M 48,GEN INC,373505,447,373952
3 . G MADAPPA,M 72,GEN JD(S),21412,10,21422
6 . SACHIDEVI,F 56,GEN IND,18765,3,18768
5 . S DODDANNA,M 55,GEN JP,16265,17,16282
4 . D M CHANDRAPPA,M 54,GEN KNDP,6767,2,6769
"",TOTAL:,"",885362,1928,887290


KARNATAKA,"","","","",""
Constituency  : 22 . KANARA,"","","","",""
1 . ANANTHKUMAR HEGDE,M 35,GEN BJP,431965,1209,433174
2 . ALVA MARGARET,F 62,GEN INC,260447,501,260948
3 . DEVARAYA NAIK G,M 56,GEN JD(S),69429,58,69487
5 . NEERNALLI RAMAKRISHN,M 50,GEN JP,24206,7,24213
4 . JAYANT MUKUND TINAIKAR,M 44,GEN KNDP,19808,32,19840
7 . MUTAGUPPI LAXMESH PUTTA,M 34,GEN IND,17512,1,17513
6 . AJEYA MADHAV SHANBHAG,M 70,GEN IND,8756,1,8757
"",TOTAL:,"",832123,1809,833932
Constituency  : 23 . DHARWAD SOUTH,"","","","",""
1 . KUNNUR MANJUNATH CHANNAPPA,M 49,GEN BJP,442146,613,442759
3 . PROF. I G SANADI,M 68,GEN INC,297362,285,297647
2 . PREMA SANGANABASANAGOUDA PATIL,F 39,GEN JD(S),76541,14,76555
6 . HOSAMANI MOHAMED HANEEF MEERASAB,M 46,GEN IND,23620,0,23620
5 . PATIL SHIDDANAGOUDA SIDDALINGAPPA ,M 58,GEN KNDP,12337,2,12339
GOUDA,"","","","",""
4 . DR. SYED ROSHAN MULLA,M 33,GEN BSP,11890,0,11890
"",TOTAL:,"",863896,914,864810
Constituency  : 24 . DHARWAD NORTH,"","","","",""
1 . PRALHAD JOSHI,M 42,GEN BJP,384621,463,385084
2 . B S PATIL,M 60,GEN INC,301782,224,302006
4 . SHAGOTI CHIKKAPPA NINGAPPA,M 50,GEN JD(S),52549,23,52572
6 . JAGADGURU MATE MAHADEVI,F 58,GEN KNDP,27596,20,27616
8 . BADNI HEMARAJ ADIVEPPA,M 44,GEN IND,16301,0,16301
3 . BAKKAI LAXMAN CHANDRAPPA,M 41,SC BSP,12984,3,12987
7 . KUSUGAL CHANNA BASAPPA ,M 43,GEN IND,8581,1,8582
SHIDDABASAPPA,"","","","",""
5 . PROF. ASHOK BADIGER,M 43,GEN SP,5402,2,5404
"",TOTAL:,"",809816,736,810552
Constituency  : 25 . BELGAUM,"","","","",""
2 . ANGADI SURESH CHANABASAPPA,M 48,GEN BJP,409743,1100,410843
1 . AMARSINH VASANTRAO PATIL,M 43,GEN INC,325695,395,326090
3 . JAMEELAHAMED REZA,M 60,GEN JD(S),66810,21,66831
7 . JADHAV DATTATREYA NARAYAN,M 40,GEN IND,38982,7,38989
4 . BALASAHEB PATIL,M 71,GEN SHS,27819,34,27853
6 . SIDNAL SHASHIKANT SHANMUKHAPPA,M 36,GEN KNDP,12729,11,12740
5 . V S SHAMASUNDAR GAEKWAD,M 52,GEN USYP,10554,2,10556
"",TOTAL:,"",892332,1570,893902
Constituency  : 26 . CHIKKODI (SC),"","","","",""
4 . JIGAJINAGI RAMESH CHANDAPPA,M 52,SC BJP,378590,990,379580
3 . GHATAGE S B,M 42,SC INC,335610,478,336088
1 . KHOKATE SHIVABAL RAMACHANDRA,M 61,SC JD(S),66636,35,66671
2 . M GOPINATH,M 46,SC BSP,29233,42,29275
6 . AVINASH DATTA KATTI,M 57,SC IND,15526,2,15528
5 . CHANDRAKANT RANOJI VINAYAK,M 63,SC KNDP,10857,6,10863
"",TOTAL:,"",836452,1553,838005


KARNATAKA,"","","","",""
Constituency  : 27 . BAGALKOT,"","","","",""
2 . GADDIGOUDAR PARVATAGOUDA ,M 52,GEN BJP,457973,1478,459451
CHANDANAGOUDA,"","","","",""
3 . PATIL R S,M 71,GEN INC,291422,646,292068
4 . SANGLIKAR DHARAPPA SIDDAPPA,M 42,GEN JD(S),63991,84,64075
1 . AARI NOORMOHD KASIMSAHAB,M 45,GEN BSP,27997,12,28009
5 . BASAVARAJ DEVARU,M 34,GEN KNDP,24855,14,24869
"",TOTAL:,"",866238,2234,868472
Constituency  : 28 . BIJAPUR,"","","","",""
2 . BASANAGOUDA R PATIL(YATNAL),M 41,GEN BJP,344093,812,344905
3 . BASANAGOUDA SOMANAGOUDA PATIL ,M 74,GEN INC,307068,304,307372
(MANAGULI),"","","","",""
1 . KHED NINGAPPA SIDDAPPA,M 55,GEN JD(S),137376,81,137457
"",TOTAL:,"",788537,1197,789734
KERALA,"","","","",""
Constituency  : 1 . KASARAGOD,"","","","",""
1 . P. KARUNAKARAN,M 59,GEN CPM,435195,2089,437284
3 . N A MOHAMMED,M 66,GEN INC,328126,902,329028
2 . ADV V BALAKRISHNA SHETTY,M 41,GEN BJP,110056,272,110328
10 . P SIVANANDAN,M 33,GEN IND,7715,11,7726
4 . SUKUMARAN,M 28,ST BSP,5943,4,5947
9 . M A MOHAMMED,M 29,GEN IND,4646,6,4652
8 . JOSEPH KAITHAMATTAM,M 53,GEN IND,2110,2,2112
7 . ISMAIL ANDRUMAN,M 37,GEN IND,1592,0,1592
5 . ABBAS MUTHALAPPARA,M 41,GEN IND,1528,3,1531
6 . ASHRAF MANGAD,M 31,GEN IND,1400,3,1403
"",TOTAL:,"",898311,3292,901603
Constituency  : 2 . CANNANORE,"","","","",""
1 . A. P. ABDULLAKUTTY,M 36,GEN CPM,433010,2048,435058
2 . MULLAPPALLY RAMACHANDRAN,M 60,GEN INC,349911,1298,351209
3 . O K VASU MASTER,M 52,GEN BJP,47082,131,47213
6 . THOMAS MANNAKUZHI,M 56,GEN IND,10291,4,10295
9 . SREERAMAN KOYYON,M 36,SC IND,4757,16,4773
10 . SATHEESH KUMAR PAMBAN,M 53,GEN IND,4274,0,4274
5 . GEORGE NJAVARAKKATTU,M 55,GEN IND,3495,1,3496
8 . M RAMACHANDRAN,M 43,GEN IND,2340,2,2342
4 . THEKKUMBATH ABDULLA,M 28,GEN IND,1483,1,1484
7 . PALLIPRAM PRABHAKARAN,M 57,SC IND,854,0,854
"",TOTAL:,"",857497,3501,860998


KERALA,"","","","",""
Constituency  : 3 . BADAGARA,"","","","",""
3 . P. SATHEEDEVI,F 47,GEN CPM,427589,1705,429294
1 . M T PADMA,F 61,GEN INC,298083,622,298705
2 . K P SREESAN,M 47,GEN BJP,81784,117,81901
6 . K T KUNHIKANNAN,M 43,GEN IND,7462,20,7482
4 . DR K N AJOYKUMAR,M 40,GEN IND,7292,14,7306
5 . KALANDAN HAJE T K,M 65,GEN IND,3844,1,3845
"",TOTAL:,"",826054,2479,828533
Constituency  : 4 . CALICUT,"","","","",""
4 . M. P. VEERENDRA KUMAR,M 66,GEN JD(S),338932,1179,340111
1 . ADV V BALARAM,M 55,GEN INC,274209,576,274785
3 . M T RAMESH,M 32,GEN BJP,97711,178,97889
10 . A C VARKEY,M 50,GEN IND,33992,13,34005
11 . K VEERENDRA KUMAR,M 39,GEN IND,7159,3,7162
13 . DR D SURENDRANATH,M 54,GEN IND,6304,2,6306
5 . K ARUNKUMAR,M 34,GEN IND,4490,0,4490
2 . P BHARATHAN,M 61,SC BSP,4009,5,4014
8 . K BALARAM,M 36,GEN IND,3170,3,3173
7 . BABU KARIMPADY,M 26,ST IND,2535,4,2539
6 . T K CHANDRAMATHI,F 52,SC IND,2301,1,2302
12 . M P SHANTHIVARMA JAIN,M 55,GEN IND,2223,0,2223
9 . A V K MOOSAD,M 69,GEN IND,2185,0,2185
"",TOTAL:,"",779220,1964,781184
Constituency  : 5 . MANJERI,"","","","",""
4 . T. K. HAMZA,M 66,GEN CPM,425167,1753,426920
3 . K P A MAJEED,M 53,GEN MUL,378312,865,379177
2 . UMA UNNI,F 35,GEN BJP,84027,122,84149
5 . ANWAR SHAKEEL OMAR,M 40,GEN IND,9208,5,9213
1 . ABDUL MUNEER C,M 25,GEN BSP,7821,3,7824
"",TOTAL:,"",904535,2748,907283
Constituency  : 6 . PONNANI,"","","","",""
2 . E. AHAMMED,M 65,GEN MUL,353731,320,354051
3 . P P SUNEER,M 36,GEN CPI,250777,516,251293
1 . ARAVINDAN,M 38,GEN BJP,71555,54,71609
4 . U KUNHI MUHAMED,M 41,GEN PDP,45709,11,45720
5 . SALEEM VELIYANCODE,M 31,GEN IND,7666,0,7666
"",TOTAL:,"",729438,901,730339


KERALA,"","","","",""
Constituency  : 7 . PALGHAT,"","","","",""
2 . N. N. KRISHNADAS,M 45,GEN CPM,374011,1133,375144
3 . V S VIJAYA RAGHAVAN,M 62,GEN INC,276420,566,276986
1 . C UDAI BHASKER,M 50,GEN BJP,147493,299,147792
7 . KRISHNADAS,M 34,GEN IND,7636,1,7637
4 . M SUBRAMANIAN,M 55,SC BSP,5018,3,5021
6 . K KUTTIKRISHNAN,M 39,SC IND,5006,0,5006
5 . AMBAZHAKODE VELAYUDHAN,M 56,GEN CPI(ML)(L),3269,1,3270
"",TOTAL:,"",818853,2003,820856
Constituency  : 8 . OTTAPALAM (SC),"","","","",""
1 . S. AJAYA KUMAR,M 39,SC CPM,395039,889,395928
2 . K A THULASI,F 30,SC INC,325104,414,325518
4 . P K VELAYUDHAN,M 50,SC BJP,68134,59,68193
5 . K AJAYAN,M 27,SC IND,9306,1,9307
3 . M VELAYUDHAN,M 44,SC BSP,7882,7,7889
"",TOTAL:,"",805465,1370,806835
Constituency  : 9 . TRICHUR,"","","","",""
1 . C. K. CHANDRAPPAN,M 65,GEN CPI,319932,1028,320960
2 . A C JOSE,M 67,GEN INC,274503,496,274999
4 . P S SREERAMAN,M 63,GEN BJP,72042,66,72108
8 . M P RENJITH,M 37,GEN IND,8779,1,8780
7 . PROVIND P N,M 43,GEN IND,4994,3,4997
3 . A K SIVARATNAN,M 39,SC BSP,2935,0,2935
5 . OUSEPH ANTO,M 47,GEN JD(U),1703,1,1704
6 . ABDUL MAJEED MASTER,M 57,GEN IND,1220,2,1222
"",TOTAL:,"",686108,1597,687705
Constituency  : 10 . MUKUNDAPURAM,"","","","",""
4 . LONAPPAN NAMBADAN,M 68,GEN CPM,373770,1405,375175
1 . PADMAJA VENUGOPAL,F 43,GEN INC,257729,349,258078
3 . PROF MATHEW PAILEE,M 64,GEN BJP,62300,38,62338
8 . RANI JOSE,F 44,GEN IND,7997,2,7999
7 . SABU ALI,M 35,GEN IND,7070,1,7071
5 . D R PISHARODY,M 64,GEN IND,6019,1,6020
2 . ADV T K MANOJ,M 33,SC BSP,4373,4,4377
6 . MOHAMMED ASHARAF,M 46,GEN IND,1950,1,1951
"",TOTAL:,"",721208,1801,723009


KERALA,"","","","",""
Constituency  : 11 . ERNAKULAM,"","","","",""
9 . DR. SEBASTIAN PAUL,M 56,GEN IND,322255,787,323042
1 . DR EDWARD EDEZHATH,M 46,GEN INC,252744,199,252943
2 . O G THANKAPPAN,M 68,GEN BJP,60663,34,60697
8 . ADV. T B MINI,F 33,GEN IND,10418,0,10418
4 . P S GANGADHARAN,M 52,GEN IND,6182,3,6185
5 . THANKAPPAN,M 38,SC IND,1835,0,1835
7 . NAUSHAD MATHER,M 37,GEN IND,1717,1,1718
6 . T E THOMAS,M 68,GEN IND,1101,1,1102
3 . MUNAMBAM HAMZA,M 66,GEN JD(U),976,0,976
"",TOTAL:,"",657891,1025,658916
Constituency  : 12 . MUVATTUPUZHA,"","","","",""
3 . P. C. THOMAS (PULLOLIL),M 53,GEN IFDP,255982,429,256411
1 . ADV P M ISMAIL,M 51,GEN CPM,254965,917,255882
2 . JOSE K MANI,M 39,GEN KEC(M),209554,326,209880
16 . P P SANTHOSH,M 37,SC IND,4603,0,4603
15 . K N RAJASEKHARAN NAIR,M 69,GEN IND,3155,1,3156
11 . ADV P C THOMAS (PEEDIAKKAL),M 61,GEN IND,3116,2,3118
14 . K T MATHEW,M 44,GEN IND,2220,0,2220
10 . P C THOMAS (PAZHIYANKAL),M 57,GEN IND,2071,0,2071
4 . P APPUKKUTTAN,M 56,GEN IND,1998,3,2001
5 . ISMAIL,M 43,GEN IND,1481,0,1481
12 . MAHIN BADUSHA MOULAVY,M 27,GEN IND,1449,0,1449
7 . P A ISMAIL,M 25,GEN IND,1246,0,1246
6 . A M ISMAIL,M 60,GEN IND,842,0,842
13 . K M MANI,M 67,GEN IND,647,0,647
8 . JOHNY MANI,M 39,GEN IND,557,0,557
9 . JOSE JOSEPH,M 28,GEN IND,306,1,307
"",TOTAL:,"",744192,1679,745871
Constituency  : 13 . KOTTAYAM,"","","","",""
4 . K. SURESH KURUP,M 48,GEN CPM,339697,1516,341213
1 . ANTO ANTONY,M 47,GEN INC,297545,754,298299
3 . B RADHAKRISHNA MENON,M 39,GEN BJP,52919,115,53034
2 . ADVOCATE JACOB JOHN,M 60,GEN BSP,5229,4,5233
8 . MINI K PHILIP,F 37,GEN IND,2890,7,2897
5 . JOSE AMBATTU,M 41,GEN JD(U),2484,0,2484
7 . M K DASAN,M 34,SC IND,1350,2,1352
6 . KUNJU PAZHANTHATTIL,M 60,GEN IND,1262,2,1264
"",TOTAL:,"",703376,2400,705776


KERALA,"","","","",""
Constituency  : 14 . IDUKKI,"","","","",""
2 . K. FRANCIS GEORGE,M 49,GEN KEC,352961,944,353905
3 . BENNY BEHANAN,M 51,GEN INC,284101,420,284521
4 . S T B MOHANDAS,M 51,GEN BJP,58234,56,58290
7 . C K JANU,F 33,ST IND,11588,40,11628
9 . VIJAYAN,M 38,SC IND,7379,0,7379
1 . T C THANKAPPAN,M 57,SC BSP,5071,2,5073
10 . P R SURESH KUMAR,M 34,SC IND,2750,0,2750
5 . ARAVINDAN,M 32,SC IND,2464,0,2464
6 . ASHRAF,M 34,GEN IND,2195,0,2195
8 . DR T A BABU,M 50,GEN IND,1221,0,1221
"",TOTAL:,"",727964,1462,729426
Constituency  : 15 . ALLEPPEY,"","","","",""
2 . DR. K. S. MANOJ,M 39,GEN CPM,334408,1086,335494
3 . V M SUDHEERAN,M 55,GEN INC,333678,807,334485
1 . ADVOCATE V PADMANABHAN,M 59,GEN BJP,43821,70,43891
8 . V S SUDHEERAN,M 33,GEN IND,8281,1,8282
4 . KURIAN,M 58,GEN JD(U),2642,0,2642
7 . V I BOSE,M 57,SC IND,2290,1,2291
6 . PARTHASARATHY VARMA,M 36,GEN IND,2018,6,2024
5 . T A KRISHNANKUTTY,M 53,SC IND,987,0,987
"",TOTAL:,"",728125,1971,730096
Constituency  : 16 . MAVELIKARA,"","","","",""
4 . C. S. SUJATHA,F 38,GEN CPM,277268,1013,278281
2 . RAMESH CHENNITHALA,M 47,GEN INC,270233,634,270867
1 . S KRISHNAKUMAR,M 63,GEN BJP,82875,138,83013
3 . ADV SAJI K CHERAMAN,M 33,GEN BSP,4909,9,4918
5 . ADV V C ZACHARIAH,M 58,GEN SLAP,2987,0,2987
8 . S RADHAMANI,F 37,GEN IND,2351,2,2353
7 . DR K KISHOREKUMAR,M 55,GEN IND,1298,0,1298
6 . R KAVITHA,F 32,SC IND,895,2,897
"",TOTAL:,"",642816,1798,644614
Constituency  : 17 . ADOOR (SC),"","","","",""
4 . CHENGARA SURENDRAN,M 36,SC CPI,330750,1466,332216
1 . KODIKUNNIL SURESH,M 41,SC INC,277071,611,277682
3 . P M VELAYUDHAN,M 52,SC BJP,61789,118,61907
6 . P K REMANAN,M 49,SC IND,4597,6,4603
2 . ACHANKOVIL RAJAN,M 34,SC BSP,4541,0,4541
5 . SOMAN PAMPAYIKODE,M 33,SC RLD,3485,0,3485
"",TOTAL:,"",682233,2201,684434


KERALA,"","","","",""
Constituency  : 18 . QUILON,"","","","",""
2 . P. RAJENDRAN,M 53,GEN CPM,353200,2079,355279
3 . SOORANAD RAJASEKHARAN,M 55,GEN INC,243415,793,244208
4 . ADV KIZHAKKANELA SUDHAKARAN,M 42,GEN BJP,62096,87,62183
5 . KOLLOORVILA NASIMUDEEN,M 34,GEN IND,26415,8,26423
1 . ADV S PRAHALADAN,M 48,GEN BSP,6224,8,6232
7 . K P VISWAVALSALAN,M 57,GEN IND,4809,110,4919
9 . SHYLA K JOHN,F 35,GEN IND,3371,7,3378
8 . SIVAPRASAD RAGHAVAN,M 58,SC IND,1603,0,1603
6 . K R MEENA,F 44,SC IND,1255,2,1257
"",TOTAL:,"",702388,3094,705482
Constituency  : 19 . CHIRAYINKIL,"","","","",""
3 . VARKALA RADHAKRISHNAN,M 76,GEN CPM,312678,937,313615
4 . M I SHANAVAS,M 52,GEN INC,262525,345,262870
1 . ADVOCATE J R PADMAKUMAR,M 42,GEN BJP,71911,71,71982
2 . DR P D RAJAN,M 41,SC BSP,6818,3,6821
5 . A ANSARI,M 32,GEN IND,4756,0,4756
11 . SANTHINAGAR SOMAN,M 46,SC IND,3204,0,3204
9 . M MURALI KUMAR,M 40,GEN IND,1662,1,1663
8 . B PADMAKUMAR,M 37,SC IND,1448,0,1448
6 . M B THANKAPPAN,M 71,SC IND,1406,0,1406
10 . SREENIVASA DAS,M 57,GEN IND,1140,1,1141
7 . P DEVARAJAN,M 49,SC IND,732,1,733
"",TOTAL:,"",668280,1359,669639
Constituency  : 20 . TRIVANDRUM,"","","","",""
3 . P. K. VASUDEVAN NAIR,M 78,GEN CPI,284545,1512,286057
4 . V S SIVAKUMAR,M 43,GEN INC,230840,614,231454
1 . O RAJAGOPAL,M 74,GEN BJP,226986,1066,228052
2 . ADV K S RAJMOHAN,M 42,SC BSP,3823,8,3831
13 . ADV G MURALEEDHARAN NADAR,M 55,GEN IND,3037,0,3037
15 . SELVARAJ,M 69,GEN IND,2479,1,2480
5 . V S GIREESH KUMAR,M 31,GEN AKMDMP,2158,0,2158
