Year,State,Constituency,Category,Total Electors,Total Voters,Poll Percentage,Total General Votes Secured,Total Postal Votes Secured,Total Votes Secured,Total General Valid Votes,Total Postal Valid Votes,Total Valid Votes,% of votes secured out of total electors,% of votes secured out of total votes polled
2014,Maharashtra, Mumbai North,GEN,1783870,,, 945642 , 920 , 946562 ,,,, 53.06, 99.98
2014,Maharashtra, Mumbai North West,GEN,1775416,,, 894997 , 520 , 895517 ,,,, 50.44, 99.74
2014,Maharashtra, Mumbai North East,GEN,1668357,,, 861110 , 651 , 861761 ,,,, 51.66, 99.91
2014,Maharashtra, Mumbai North central,GEN,1737084,,, 844867 , 425 , 845292 ,,,, 48.66, 99.98
2014,Maharashtra, Mumbai South central,GEN,1447886,,, 768130 , 497 , 768627 ,,,, 53.09, 99.98
2014,Maharashtra, MumbaiSouth,GEN,1485844,,, 778666 , 1075 , 779741 ,,,, 52.48, 99.98
2014,Maharashtra, Raigad,GEN,1532781,,, 987437 , 329 , 987766 ,,,, 64.44, 99.96
2014,Maharashtra, Maval,GEN,1953741,,, 1173949 , 386 , 1174335 ,,,, 60.11, 100.00
2014,Maharashtra, Pune,GEN,1835835,,, 992799 , 479 , 993278 ,,,, 54.11, 99.93
2014,Maharashtra, Baramati,SC,1813553,,, 1065228 , 1328 , 1066556 ,,,, 58.81, 99.96
2014,Maharashtra, Shirur,GEN,1824112,,, 1088650 , 856 , 1089506 ,,,, 59.73, 99.99
2014,Maharashtra, Ahmadnagar,GEN,1705005,,, 1060551 , 1767 , 1062318 ,,,, 62.31, 99.96
2014,Maharashtra, Shirdi,SC,1462267,,, 931954 , 691 , 932645 ,,,, 63.78, 99.97
2014,Maharashtra, Beed,GEN,1792652,,, 1231460 , 740 , 1232200 ,,,, 68.74, 99.98
2014,Maharashtra, Osmanabad,GEN,1759186,,, 1115953 , 2198 , 1118151 ,,,, 63.56, 99.86
2014,Maharashtra, Latur,SC,1686957,,, 1054533 , 2623 , 1057156 ,,,, 62.67, 99.96
2014,Maharashtra, Solapur,SC,1702739,,, 950051 , 1150 , 951201 ,,,, 55.86, 99.97
2014,Maharashtra, Madha,SC,1727322,,, 1078173 , 1446 , 1079619 ,,,, 62.50, 99.95
2014,Maharashtra, Sangli,GEN,1649107,,, 1042869 , 3790 , 1046659 ,,,, 63.47, 99.92
2014,Maharashtra, Satara,GEN,1719998,,, 975709 , 972 , 976681 ,,,, 56.78, 100.00
2014,Maharashtra, Ratnagiri sindhudurg,GEN,1367362,,, 896017 , 239 , 896256 ,,,, 65.55, 99.98
2014,Maharashtra, Kolhapur,SC,1758293,,, 1258986 , 1303 , 1260289 ,,,, 71.68, 99.94
2014,Maharashtra, Hatkanangle,GEN,1630604,,, 1186727 , 2144 , 1188871 ,,,, 72.91, 99.88
2014,Manipur, Inner manipur,GEN,855360,,, 640828 , 42 , 640870 ,,,, 74.92, 99.93
2014,Manipur, Outer manipur,ST,919009,,, 771568 , 198 , 771766 ,,,, 83.98, 99.73
2014,Meghalaya, Shillong,ST,980740,,, 619866 , 121 , 619987 ,,,, 63.22, 99.99
2014,Meghalaya, Tura,ST,586501,,, 457989 , 82 , 458071 ,,,, 78.10, 99.96
2014,Mizoram, MIZORAM,ST,702170,,, 425701 , 7500 , 433201 ,,,, 61.69, 99.60
2014,Nagaland, Nagaland,ST,1182972,,, 1038361 , 549 , 1038910 ,,,, 87.82, 99.90
2014,Orissa, Bargarh,GEN,1430717,,, 1121594 , 1707 , 1123301 ,,,, 78.52, 99.75
2014,Orissa, Sundargarh,ST,1410532,,, 1008946 , 1765 , 1010711 ,,,, 71.66, 100.00
2014,Orissa, Sambalpur,GEN,1297098,,, 981068 , 3241 , 984309 ,,,, 75.89, 99.96
2014,Orissa, Keonjhar,ST,1346683,,, 1082730 , 1139 , 1083869 ,,,, 80.49, 99.94
2014,Orissa, Mayurbhanj,ST,1327555,,, 1050906 , 2493 , 1053399 ,,,, 79.35, 99.89
2014,Orissa, Balasore,GEN,1366218,,, 1048119 , 1331 , 1049450 ,,,, 76.82, 99.96
2014,Orissa, Bhadrak,SC,1469498,,, 1078722 , 2617 , 1081339 ,,,, 73.59, 99.94
2014,Orissa, Jajpur,SC,1303733,,, 979152 , 1283 , 980435 ,,,, 75.20, 99.86
2014,Orissa, Dhenkanal,GEN,1363471,,, 1040200 , 1901 , 1042101 ,,,, 76.43, 100.00
2014,Orissa, Bolangir,GEN,1563025,,, 1168773 , 1632 , 1170405 ,,,, 74.88, 99.95
2014,Orissa, Kalahandi,GEN,1474135,,, 1115803 , 1733 , 1117536 ,,,, 75.81, 99.97
2014,Orissa, Nabarangpur,ST,1297210,,, 1021577 , 595 , 1022172 ,,,, 78.80, 100.00
2014,Orissa, Kandhamal,GEN,1143602,,, 838921 , 494 , 839415 ,,,, 73.40, 99.95
2014,Orissa, Cuttack,GEN,1371617,,, 977613 , 991 , 978604 ,,,, 71.35, 99.80
2014,Orissa, Kendrapara,GEN,1555444,,, 1135916 , 1691 , 1137607 ,,,, 73.14, 100.00
2014,Orissa, Jagatsinghpur,SC,1499673,,, 1130739 , 1193 , 1131932 ,,,, 75.48, 99.92
2014,Orissa, Puri,GEN,1404581,,, 1037939 , 1450 , 1039389 ,,,, 74.00, 99.99
2014,Orissa, Bhubaneswar,GEN,1527768,,, 891460 , 362 , 891822 ,,,, 58.38, 99.98
2014,Orissa, Aska,GEN,1408780,,, 895690 , 591 , 896281 ,,,, 63.62, 99.98
2014,Orissa, Berhampur,GEN,1334268,,, 904534 , 828 , 905362 ,,,, 67.85, 99.94
2014,Orissa, Koraput,ST,1300437,,, 988593 , 851 , 989444 ,,,, 76.09, 99.88
2014,Punjab, Gurdaspur,SC,1500337,,, 1042349 , 350 , 1042699 ,,,, 69.50, 100.00
2014,Punjab, Amritsar,SC,1477262,,, 1007110 , 86 , 1007196 ,,,, 68.18, 99.99
2014,Punjab, Khadoor Sahib,SC,1563409,,, 1040314 , 204 , 1040518 ,,,, 66.56, 99.99
2014,Punjab, Jalandhar,SC,1551497,,, 1040709 , 53 , 1040762 ,,,, 67.08, 100.00
2014,Punjab, Hoshiarpur,SC,1485286,,, 960600 , 697 , 961297 ,,,, 64.72, 99.97
2014,Punjab, Anandpur Sahib,GEN,1564721,,, 1086391 , 172 , 1086563 ,,,, 69.44, 99.92
2014,Punjab, Ludhiana,GEN,1561201,,, 1100234 , 223 , 1100457 ,,,, 70.49, 99.86
2014,Punjab, Fatehgarh Sahib,SC,1396957,,, 1030836 , 118 , 1030954 ,,,, 73.80, 99.99
2014,Punjab, Faridkot,SC,1455075,,, 1031651 , 456 , 1032107 ,,,, 70.93, 99.98
2014,Punjab, Firozpur,GEN,1522111,,, 1104973 , 439 , 1105412 ,,,, 72.62, 99.98
2014,Punjab, Bathinda,GEN,1525289,,, 1176428 , 339 , 1176767 ,,,, 77.15, 99.98
2014,Punjab, Sangrur,GEN,1424743,,, 1099363 , 104 , 1099467 ,,,, 77.17, 99.95
2014,Punjab, Patiala,GEN,1580273,,, 1120873 , 60 , 1120933 ,,,, 70.93, 99.99
2014,Rajasthan, Ganganagar,SC,1718414,,, 1251450 , 5356 , 1256806 ,,,, 73.14, 99.96
2014,Rajasthan, Bikaner,SC,1592355,,, 927929 , 1822 , 929751 ,,,, 58.39, 99.89
2014,Rajasthan, Churu,GEN,1753825,,, 1127574 , 3530 , 1131104 ,,,, 64.49, 99.93
2014,Rajasthan, Jhunjhunu,GEN,1697470,,, 1001539 , 4926 , 1006465 ,,,, 59.29, 99.78
2014,Rajasthan, Sikar,GEN,1769882,,, 1060266 , 5484 , 1065750 ,,,, 60.22, 99.84
2014,Rajasthan, Jaipur Rural,GEN,1700307,,, 1008111 , 5580 , 1013691 ,,,, 59.62, 99.75
2014,Rajasthan, Jaipur,GEN,1957820,,, 1292068 , 4738 , 1296806 ,,,, 66.24, 99.83
2014,Rajasthan, Alwar,GEN,1626442,,, 1059669 , 2636 , 1062305 ,,,, 65.31, 99.93
2014,Rajasthan, BHARATPUR,SC,1690705,,, 959672 , 2760 , 962432 ,,,, 56.92, 99.87
2014,Rajasthan, KARAULI DHOLPUR,SC,1549468,,, 845077 , 864 , 845941 ,,,, 54.60, 99.95
2014,Rajasthan, Dausa,ST,1524100,,, 928756 , 1736 , 930492 ,,,, 61.05, 99.95
2014,Rajasthan, TONK SAWAI MADHOPU,GEN,1710775,,, 1043013 , 625 , 1043638 ,,,, 61.00, 99.97
2014,Rajasthan, Ajmer,SC,1683261,,, 1153569 , 2745 , 1156314 ,,,, 68.69, 99.95
2014,Rajasthan, Nagaur,GEN,1678660,,, 1000628 , 3391 , 1004019 ,,,, 59.81, 99.85
2014,Rajasthan, Pali,GEN,1902094,,, 1090396 , 5191 , 1095587 ,,,, 57.60, 99.85
2014,Rajasthan, Jodhpur,GEN,1727791,,, 1071483 , 7115 , 1078598 ,,,, 62.43, 99.89
2014,Rajasthan, Barmer,GEN,1680152,,, 1216004 , 3115 , 1219119 ,,,, 72.56, 100.00
2014,Rajasthan, Jalore,GEN,1824968,,, 1086928 , 344 , 1087272 ,,,, 59.58, 99.93
2014,Rajasthan, Udaipur,ST,1817940,,, 1189166 , 4036 , 1193202 ,,,, 65.63, 99.95
2014,Rajasthan, Banswara,ST,1698244,,, 1169012 , 2176 , 1171188 ,,,, 68.96, 99.97
2014,Rajasthan, Chittorgarh,GEN,1819506,,, 1169876 , 2753 , 1172629 ,,,, 64.45, 99.97
2014,Rajasthan, Rajsamand,GEN,1701194,,, 977291 , 4828 , 982119 ,,,, 57.73, 99.91
2014,Rajasthan, Bhilwara,GEN,1754901,,, 1102161 , 1929 , 1104090 ,,,, 62.91, 99.99
2014,Rajasthan, Kota,ST,1744539,,, 1149769 , 5191 , 1154960 ,,,, 66.20, 99.91
2014,Rajasthan, JHALAWAR BARAN,GEN,1669844,,, 1146242 , 122 , 1146364 ,,,, 68.65, 100.00
2014,Sikkim, Sikkim,ST,370770,,, 299567 , 9400 , 308967 ,,,, 83.33, 99.64
2014,Tamil Nadu, Thiruvallur,SC,1702833,,, 1254112 , 328 , 1254440 ,,,, 73.68, 100.00
2014,Tamil Nadu, Chennai North,GEN,1422392,,, 909539 , 575 , 910114 ,,,, 64.00, 99.96
2014,Tamil Nadu, Chennai South,GEN,1795776,,, 1070139 , 1270 , 1071409 ,,,, 59.67, 98.71
2014,Tamil Nadu, Chennai central,GEN,1328038,,, 814079 , 815 , 814894 ,,,, 61.37, 99.96
2014,Tamil Nadu, Sriperumbudur,GEN,1946503,,, 1286127 , 520 , 1286647 ,,,, 66.11, 100.00
2014,Tamil Nadu, Kancheepuram,SC,1480123,,, 1127056 , 1343 , 1128399 ,,,, 76.25, 99.87
2014,Tamil Nadu, Arakkonam,GEN,1401813,,, 1087042 , 2010 , 1089052 ,,,, 77.69, 99.93
2014,Tamil Nadu, Vellore,GEN,1312259,,, 973687 , 1083 , 974770 ,,,, 74.28, 99.96
2014,Tamil Nadu, Krishnagiri,GEN,1379957,,, 1068257 , 134 , 1068391 ,,,, 77.43, 99.91
2014,Tamil Nadu, Dharmapuri,GEN,1358273,,, 1100385 , 960 , 1101345 ,,,, 81.09, 99.88
2014,Tamil Nadu, Tiruvannamalai,GEN,1352966,,, 1063504 , 3943 , 1067447 ,,,, 78.90, 99.90
2014,Tamil Nadu, Arani,GEN,1369668,,, 1092502 , 3544 , 1096046 ,,,, 80.02, 99.95
2014,Tamil Nadu, Viluppuram,SC,1387007,,, 1064158 , 3483 , 1067641 ,,,, 76.98, 99.95
2014,Tamil Nadu, Kallakurichi,GEN,1412499,,, 1103662 , 3579 , 1107241 ,,,, 78.40, 99.98
2014,Tamil Nadu, Salem,GEN,1498350,,, 1149174 , 1122 , 1150296 ,,,, 76.78, 99.96
2014,Tamil Nadu, Namakkal,GEN,1329552,,, 1057732 , 1023 , 1058755 ,,,, 79.64, 99.88
2014,Tamil Nadu, Erode,GEN,1321399,,, 1006262 , 2320 , 1008582 ,,,, 76.33, 99.91
2014,Tamil Nadu, Tiruppur,GEN,1375589,,, 1048544 , 1646 , 1050190 ,,,, 76.35, 99.95
2014,Tamil Nadu, Nilgiris,SC,1269173,,, 931024 , 2052 , 933076 ,,,, 73.52, 99.96
2014,Tamil Nadu, Coimbatore,GEN,1720221,,, 1174312 , 2308 , 1176620 ,,,, 68.40, 100.00
2014,Tamil Nadu, Pollachi,GEN,1381505,,, 1010321 , 2346 , 1012667 ,,,, 73.30, 99.99
2014,Tamil Nadu, Dindigul,GEN,1400531,,, 1082129 , 1235 , 1083364 ,,,, 77.36, 99.97
2014,Tamil Nadu, Karur,GEN,1298322,,, 1043857 , 2677 , 1046534 ,,,, 80.61, 99.95
2014,Tamil Nadu, Tiruchirappalli,GEN,1387140,,, 985655 , 2595 , 988250 ,,,, 71.25, 99.94
2014,Tamil Nadu, Perambalur,GEN,1285576,,, 1027570 , 3256 , 1030826 ,,,, 80.19, 99.92
2014,Tamil Nadu, Cuddalore,GEN,1247908,,, 982208 , 2330 , 984538 ,,,, 78.90, 99.94
2014,Tamil Nadu, Chidambaram,SC,1366190,,, 1086346 , 2077 , 1088423 ,,,, 79.67, 99.96
2014,Tamil Nadu, Mayiladuthurai,GEN,1350318,,, 1023256 , 2282 , 1025538 ,,,, 75.95, 99.90
2014,Tamil Nadu, Nagapattinam,SC,1210626,,, 939756 , 2446 , 942202 ,,,, 77.83, 99.96
2014,Tamil Nadu, Thanjavur,SC,1340050,,, 1009604 , 2654 , 1012258 ,,,, 75.54, 99.96
2014,Tamil Nadu, Sivaganga,GEN,1412373,,, 1026048 , 988 , 1027036 ,,,, 72.72, 99.96
2014,Tamil Nadu, Madurai,GEN,1441434,,, 973893 , 916 , 974809 ,,,, 67.63, 99.84
2014,Tamil Nadu, Theni,GEN,1441302,,, 1074831 , 752 , 1075583 ,,,, 74.63, 99.90
2014,Tamil Nadu, Virudhunagar,GEN,1350495,,, 1009119 , 1811 , 1010930 ,,,, 74.86, 99.92
2014,Tamil Nadu, Ramanathapuram,GEN,1455988,,, 999323 , 1725 , 1001048 ,,,, 68.76, 99.98
2014,Tamil Nadu, Thoothukkudi,SC,1310406,,, 914811 , 1967 , 916778 ,,,, 69.96, 99.99
2014,Tamil Nadu, Tenkasi,SC,1382081,,, 1015251 , 2687 , 1017938 ,,,, 73.65, 99.85
2014,Tamil Nadu, Tirunelveli,GEN,1420435,,, 961013 , 1317 , 962330 ,,,, 67.75, 99.97
2014,Tamil Nadu, Kanniyakumari,GEN,1467796,,, 990114 , 628 , 990742 ,,,, 67.50, 99.96
2014,Tripura, Tripura West,GEN,1248546,,, 1064104 , 8645 , 1072749 ,,,, 85.92, 99.70
2014,Tripura, Tripura East,ST,1140276,,, 944702 , 6378 , 951080 ,,,, 83.41, 99.82
2014,Uttar Pradesh, Saharanpur,GEN,1608833,,, 1193086 , 1222 , 1194308 ,,,, 74.24, 99.97
2014,Uttar Pradesh, Kairana,GEN,1531767,,, 1118199 , 1125 , 1119324 ,,,, 73.08, 99.96
2014,Uttar Pradesh, Muzaffarnagar,GEN,1588475,,, 1102713 , 4721 , 1107434 ,,,, 69.72, 99.97
2014,Uttar Pradesh, Bijnor,GEN,1562081,,, 1058170 , 2176 , 1060346 ,,,, 67.88, 99.99
2014,Uttar Pradesh, Nagina,SC,1493419,,, 941957 , 239 , 942196 ,,,, 63.09, 99.95
2014,Uttar Pradesh, Moradabad,GEN,1771985,,, 1126092 , 1873 , 1127965 ,,,, 63.66, 99.99
2014,Uttar Pradesh, Rampur,GEN,1616972,,, 956359 , 30 , 956389 ,,,, 59.16, 99.80
2014,Uttar Pradesh, Sambhal,GEN,1693229,,, 1055817 , 1185 , 1057002 ,,,, 62.43, 99.99
2014,Uttar Pradesh, Amroha,GEN,1544245,,, 1095731 , 129 , 1095860 ,,,, 70.97, 100.00
2014,Uttar Pradesh, Meerut,GEN,1764388,,, 1111542 , 1842 , 1113384 ,,,, 63.11, 99.97
2014,Uttar Pradesh, Baghpat,GEN,1505175,,, 1003611 , 652 , 1004263 ,,,, 66.72, 99.95
2014,Uttar Pradesh, Ghaziabad,GEN,2357553,,, 1341818 , 503 , 1342321 ,,,, 56.94, 99.99
2014,Uttar Pradesh, Gautam Buddha Nagar,GEN,1986109,,, 1198394 , 868 , 1199262 ,,,, 60.38, 99.99
2014,Uttar Pradesh, Bulandshahr,SC,1736436,,, 1008756 , 954 , 1009710 ,,,, 58.15, 99.95
2014,Uttar Pradesh, Aligarh,GEN,1793126,,, 1064286 , 71 , 1064357 ,,,, 59.36, 99.97
2014,Uttar Pradesh, Hathras,SC,1758927,,, 1049240 , 33 , 1049273 ,,,, 59.66, 100.00
2014,Uttar Pradesh, Mathura,GEN,1682260,,, 1076674 , 194 , 1076868 ,,,, 64.02, 99.86
2014,Uttar Pradesh, Agra,SC,1814739,,, 1069503 , 897 , 1070400 ,,,, 58.99, 100.00
2014,Uttar Pradesh, Fatehpur Sikri,GEN,1580582,,, 967152 , 816 , 967968 ,,,, 61.24, 99.97
2014,Uttar Pradesh, Firozabad,GEN,1636738,,, 1104568 , 38 , 1104606 ,,,, 67.49, 100.00
2014,Uttar Pradesh, Mainpuri,GEN,1653058,,, 998538 , 727 , 999265 ,,,, 60.45, 99.98
2014,Uttar Pradesh, Etah,GEN,1577457,,, 926017 , 264 , 926281 ,,,, 58.72, 100.00
2014,Uttar Pradesh, Badaun,GEN,1769145,,, 1026884 , 710 , 1027594 ,,,, 58.09, 99.99
2014,Uttar Pradesh, Aonla,GEN,1653577,,, 994700 , 941 , 995641 ,,,, 60.21, 99.98
2014,Uttar Pradesh, Bareilly,GEN,1664081,,, 1016728 , 1163 , 1017891 ,,,, 61.17, 99.98
2014,Uttar Pradesh, Pilibhit,GEN,1671154,,, 1050342 , 205 , 1050547 ,,,, 62.87, 100.00
2014,Uttar Pradesh, Shahjahanpur,SC,1979294,,, 1127948 , 1893 , 1129841 ,,,, 57.09, 99.94
2014,Uttar Pradesh, Kheri,GEN,1679466,,, 1077848 , 20 , 1077868 ,,,, 64.18, 100.00
2014,Uttar Pradesh, Dhaurahra,GEN,1558041,,, 1059867 , 404 , 1060271 ,,,, 68.06, 100.00
2014,Uttar Pradesh, Sitapur,GEN,1550263,,, 1026334 , 638 , 1026972 ,,,, 66.25, 100.00
2014,Uttar Pradesh, Hardoi,SC,1714388,,, 972865 , 31 , 972896 ,,,, 56.75, 100.00
2014,Uttar Pradesh, Misrikh,SC,1725589,,, 998090 , 224 , 998314 ,,,, 57.86, 100.00
2014,Uttar Pradesh, Unnao,GEN,2164392,,, 1199936 , 1667 , 1201603 ,,,, 55.52, 99.98
2014,Uttar Pradesh, Mohanlalganj,SC,1838194,,, 1114848 , 1740 , 1116588 ,,,, 60.75, 99.99
2014,Uttar Pradesh, Lucknow,GEN,1949956,,, 1030575 , 3308 , 1033883 ,,,, 53.02, 99.92
2014,Uttar Pradesh, Rae Bareli,GEN,1594954,,, 825130 , 6 , 825136 ,,,, 51.74, 100.00
2014,Uttar Pradesh, Amethi,GEN,1669843,,, 874623 , 2 , 874625 ,,,, 52.38, 99.97
2014,Uttar Pradesh, Sultanpur,GEN,1703698,,, 964908 , 73 , 964981 ,,,, 56.64, 99.97
2014,Uttar Pradesh, Pratapgarh,GEN,1716394,,, 892732 , 1724 , 894456 ,,,, 52.12, 99.99
2014,Uttar Pradesh, Farrukhabad,GEN,1613781,,, 970549 , 128 , 970677 ,,,, 60.15, 99.99
2014,Uttar Pradesh, Etawah,SC,1707237,,, 937881 , 1723 , 939604 ,,,, 55.04, 99.97
2014,Uttar Pradesh, Kannauj,GEN,1808886,,, 1113869 , 591 , 1114460 ,,,, 61.61, 99.99
2014,Uttar Pradesh, Kanpur,GEN,1611248,,, 834718 , 361 , 835079 ,,,, 51.83, 99.99
2014,Uttar Pradesh, Akbarpur,GEN,1768635,,, 970980 , 395 , 971375 ,,,, 54.93, 99.99
2014,Uttar Pradesh, Jalaun,SC,1887189,,, 1108846 , 320 , 1109166 ,,,, 58.77, 100.00
2014,Uttar Pradesh, Jhansi,GEN,1932052,,, 1320441 , 363 , 1320804 ,,,, 68.36, 100.00
2014,Uttar Pradesh, Hamirpur,GEN,1737993,,, 975219 , 21 , 975240 ,,,, 56.11, 99.72
2014,Uttar Pradesh, Banda,GEN,1601855,,, 858233 , 93 , 858326 ,,,, 53.59, 99.96
2014,Uttar Pradesh, Fatehpur,GEN,1804753,,, 1055595 , 1093 , 1056688 ,,,, 58.55, 99.95
2014,Uttar Pradesh, Kaushambi,SC,1738509,,, 909828 , 586 , 910414 ,,,, 52.38, 99.99
2014,Uttar Pradesh, Phulpur,GEN,1913275,,, 959420 , 921 , 960341 ,,,, 50.20, 99.99
2014,Uttar Pradesh, Allahabad,GEN,1666569,,, 890833 , 753 , 891586 ,,,, 53.50, 99.99
2014,Uttar Pradesh, Barabanki,SC,1721278,,, 1068161 , 7 , 1068168 ,,,, 62.06, 100.00
2014,Uttar Pradesh, Faizabad,GEN,1738701,,, 1022558 , 158 , 1022716 ,,,, 58.82, 100.00
2014,Uttar Pradesh, Ambedkar Nagar,GEN,1718774,,, 1034355 , 49 , 1034404 ,,,, 60.19, 100.00
2014,Uttar Pradesh, Bahraich,SC,1638640,,, 934081 , 182 , 934263 ,,,, 57.02, 99.99
2014,Uttar Pradesh, Kaiserganj,GEN,1711967,,, 942413 , 944 , 943357 ,,,, 55.11, 99.99
2014,Uttar Pradesh, Shrawasti,GEN,1788080,,, 979401 , 237 , 979638 ,,,, 54.79, 99.94
2014,Uttar Pradesh, Gonda,GEN,1710825,,, 872422 , 1306 , 873728 ,,,, 51.07, 99.98
2014,Uttar Pradesh, Domariyaganj,GEN,1761415,,, 935027 , 0 , 935027 ,,,, 53.09, 100.00
2014,Uttar Pradesh, Basti,GEN,1787476,,, 1048521 , 13 , 1048534 ,,,, 58.66, 100.00
2014,Uttar Pradesh, Sant Kabir Nagar,GEN,1904315,,, 1011634 , 15 , 1011649 ,,,, 53.13, 99.95
2014,Uttar Pradesh, Maharajganj,GEN,1743131,,, 1056076 , 2 , 1056078 ,,,, 60.59, 99.61
2014,Uttar Pradesh, Gorakhpur,GEN,1903988,,, 1039346 , 853 , 1040199 ,,,, 54.64, 99.94
2014,Uttar Pradesh, Kushi Nagar,GEN,1680992,,, 950064 , 382 , 950446 ,,,, 56.54, 99.96
2014,Uttar Pradesh, Deoria,GEN,1806926,,, 970443 , 1114 , 971557 ,,,, 53.78, 99.94
2014,Uttar Pradesh, Bansgaon,SC,1760090,,, 877152 , 725 , 877877 ,,,, 49.88, 100.00
2014,Uttar Pradesh, Lalganj,SC,1661470,,, 898615 , 40 , 898655 ,,,, 54.09, 99.90
2014,Uttar Pradesh, Azamgarh,GEN,1703121,,, 959755 , 463 , 960218 ,,,, 56.38, 99.96
2014,Uttar Pradesh, Ghosi,GEN,1891112,,, 1039511 , 145 , 1039656 ,,,, 54.98, 99.98
2014,Uttar Pradesh, Salempur,GEN,1661737,,, 853561 , 1188 , 854749 ,,,, 51.44, 99.88
2014,Uttar Pradesh, Ballia,GEN,1768271,,, 941182 , 1029 , 942211 ,,,, 53.29, 99.99
2014,Uttar Pradesh, Jaunpur,GEN,1848842,,, 1006317 , 826 , 1007143 ,,,, 54.48, 99.99
2014,Uttar Pradesh, Machhlishahr,SC,1891969,,, 996793 , 1109 , 997902 ,,,, 52.75, 100.00
2014,Uttar Pradesh, Ghazipur,GEN,1801519,,, 986259 , 414 , 986673 ,,,, 54.77, 100.00
2014,Uttar Pradesh, Chandauli,GEN,1593133,,, 979873 , 699 , 980572 ,,,, 61.55, 99.99
2014,Uttar Pradesh, Varanasi,GEN,1766487,,, 1029816 , 869 , 1030685 ,,,, 58.35, 99.99
2014,Uttar Pradesh, Bhadohi,GEN,1834598,,, 981474 , 392 , 981866 ,,,, 53.52, 99.97
2014,Uttar Pradesh, Mirzapur,GEN,1720661,,, 1007581 , 46 , 1007627 ,,,, 58.56, 100.00
2014,Uttar Pradesh, Robertsganj,SC,1639074,,, 885628 , 245 , 885873 ,,,, 54.05, 100.00
2014,West Bengal, Cooch behar,SC,1613403,,, 1329133 , 3276 , 1332409 ,,,, 82.58, 99.96
2014,West Bengal, Alipurduars,ST,1470911,,, 1221270 , 2296 , 1223566 ,,,, 83.18, 99.86
2014,West Bengal, Jalpaiguri,SC,1531469,,, 1299620 , 2497 , 1302117 ,,,, 85.02, 99.83
2014,West Bengal, Darjeeling,GEN,1437154,,, 1140907 , 1102 , 1142009 ,,,, 79.46, 99.94
2014,West Bengal, Raiganj,GEN,1387526,,, 1106586 , 1607 , 1108193 ,,,, 79.87, 99.97
2014,West Bengal, Balurghat,GEN,1254497,,, 1061080 , 1973 , 1063053 ,,,, 84.74, 99.97
2014,West Bengal, Maldaha Uttar,ST,1425428,,, 1161152 , 1833 , 1162985 ,,,, 81.59, 99.99
2014,West Bengal, Maldaha Dakshin,GEN,1347143,,, 1089380 , 3027 , 1092407 ,,,, 81.09, 99.99
2014,West Bengal, Jangipur,GEN,1391656,,, 1118358 , 726 , 1119084 ,,,, 80.41, 99.98
2014,West Bengal, Baharampur,GEN,1453783,,, 1154070 , 517 , 1154587 ,,,, 79.42, 99.99
2014,West Bengal, Murshidabad,GEN,1512098,,, 1287495 , 268 , 1287763 ,,,, 85.16, 99.94
2014,West Bengal, Krishnanagar,GEN,1476783,,, 1246068 , 1846 , 1247914 ,,,, 84.50, 99.94
2014,West Bengal, Ranaghat,SC,1602849,,, 1349190 , 4006 , 1353196 ,,,, 84.43, 99.97
2014,West Bengal, Bangaon,SC,1540713,,, 1280528 , 3160 , 1283688 ,,,, 83.32, 99.95
2014,West Bengal, Barrackpore,SC,1287222,,, 1048124 , 3006 , 1051130 ,,,, 81.66, 99.86
2014,West Bengal, Dum dum,GEN,1405981,,, 1129404 , 3240 , 1132644 ,,,, 80.56, 99.90
2014,West Bengal, Barasat,GEN,1512792,,, 1265746 , 3585 , 1269331 ,,,, 83.91, 99.93
2014,West Bengal, Basirhat,GEN,1490596,,, 1272897 , 874 , 1273771 ,,,, 85.45, 99.98
2014,West Bengal, Joynagar,SC,1458724,,, 1188545 , 503 , 1189048 ,,,, 81.51, 99.99
2014,West Bengal, Mathurapur,SC,1488785,,, 1269716 , 1269 , 1270985 ,,,, 85.37, 99.98
2014,West Bengal, Diamond harbour,GEN,1555914,,, 1260252 , 1044 , 1261296 ,,,, 81.07, 100.00
2014,West Bengal, Jadavpur,SC,1595746,,, 1270348 , 2014 , 1272362 ,,,, 79.74, 99.81
2014,West Bengal, Kolkata Dakshin,GEN,1685296,,, 1166292 , 1694 , 1167986 ,,,, 69.30, 99.96
2014,West Bengal, Kolkata Uttar,GEN,1433985,,, 954783 , 995 , 955778 ,,,, 66.65, 99.96
2014,West Bengal, Howrah,GEN,1505099,,, 1125035 , 364 , 1125399 ,,,, 74.77, 99.97
2014,West Bengal, Uluberia,GEN,1448632,,, 1185584 , 443 , 1186027 ,,,, 81.87, 99.90
2014,West Bengal, Srerampur,GEN,1624038,,, 1288983 , 1450 , 1290433 ,,,, 79.46, 99.94
2014,West Bengal, Hooghly,GEN,1630042,,, 1346017 , 2853 , 1348870 ,,,, 82.75, 99.85
2014,West Bengal, Arambagh,SC,1600293,,, 1360497 , 1437 , 1361934 ,,,, 85.11, 99.93
2014,West Bengal, Tamluk,GEN,1527273,,, 1335058 , 2626 , 1337684 ,,,, 87.59, 99.95
2014,West Bengal, Kanthi,GEN,1490409,,, 1289078 , 1733 , 1290811 ,,,, 86.61, 99.88
2014,West Bengal, Ghatal,GEN,1610489,,, 1365465 , 1444 , 1366909 ,,,, 84.88, 99.95
2014,West Bengal, Jhargram,ST,1475112,,, 1256336 , 1277 , 1257613 ,,,, 85.26, 100.00
