Year,State,Constituency,State_Code,Constituency_Number,Category,Candidates_Nominated_Men,Candidates_Nominated_Women,Candidates_Nominated_Others,Candidates_Nominated_Total,Nominations_Rejected_Men,Nominations_Rejected_Women,Nominations_Rejected_Others,Nominations_Rejected_Total,Candidates_Withdrawn_Men,Candidates_Withdrawn_Women,Candidates_Withdrawn_Others,Candidates_Withdrawn_Total,Contested_Men,Contested_Women,Contested_Others,Contested_Total,Forfeited_Men,Forfeited_Women,Forfeited_Others,Forfeited_Total,General_Electors_Men,General_Electors_Women,General_Electors_Others,General_Electors_Total,Overseas_Electors_Men,Overseas_Electors_Women,Overseas_Electors_Others,Overseas_Electors_Total,Service_Electors_Men,Service_Electors_Women,Service_Electors_Others,Service_Electors_Total,Total_Electors_Men,Total_Electors_Women,Total_Electors_Others,Total_Electors,General_Voters_Men,General_Voters_Women,General_Voters_Others,General_Voters_Total,Overseas_Voters_Men,Overseas_Voters_Women,Overseas_Electors_Others,Overseas_Voters_Total,Proxy_Voters,Postal_Voters_Men,Postal_Voters_Women,Postal_Voters_Total,Total_Voters_Men,Total_Voters_Women,Total_Voters,Total Votes Polled,Rejected_Votes,Votes Rejected Due To Other Reason,% of Votes Rejected,Rejected_Votes_Postal,Polling_Percentage_Men,Polling_Percentage_Women,Polling_Percentage_Total,Votes Not Retrieved From EVM,TOTAL VOTES POLLED ON EVM,TOTAL DEDUCTED VOTES FROM EVM,TOTAL VALID VOTES POLLED ON EVM,POSTAL VOTES COUNTED,POSTAL VOTES DEDUCTED,VALID POSTAL VOTES,Valid Votes,Total_Valid_Votes_Polled,TEST VOTES POLLED ON EVM,VOTES POLLED FOR NOTA,Missing_Votes,Ballot_Paper_Set_Apart,Tendered_Votes,Polling_Stations,Avg_Per_Polling_Station,Re-Poll_Stations
2014,, ARUNACHAL EAST,S02,2,,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,1,159730,152482,0,312212,0,0,0,0,421,71,,492,160151,152553,0,312704,126888,128574,0,255462,0,0,0,0,14,,,7695,,,263157,,,0,,,,,84.16,,255462,4954,250508,7695,1417,6278,,256786,0,4505,,, 0 ,899,348,0
2014,, Karimganj,S03,1,,16,0,0,16,0,0,0,0,1,0,0,1,15,0,0,15,12,0,0,12,613884,550347,0,1164231,0,0,0,0,1314,452,,1766,615198,550799,0,1165997,481673,404641,0,886314,0,0,0,0,0,,,1468,,,887782,,,0,,,,,76.14,,886314,4864,881450,1468,264,1204,,882654,0,4266,,, 0 ,1504,775,3
2014,, Silchar,S03,2,,16,1,0,17,0,0,0,0,0,0,0,0,16,1,0,17,15,0,0,15,551780,504416,77,1056273,0,0,0,0,2760,1142,,3902,554540,505558,77,1060175,428972,370918,0,799890,0,0,0,0,0,,,168,,,800058,,,0,,,,,75.46,,799890,4454,795436,168,84,84,,795520,0,4310,,, 0 ,1188,892,0
2014,, Autonomous District,S03,3,,6,1,0,7,1,0,0,1,1,0,0,1,4,1,0,5,1,1,0,2,358460,343125,0,701585,0,0,0,0,598,47,,645,359058,343172,0,702230,279451,263869,0,543320,0,0,0,0,0,,,397,,,543717,,,0,,,,,77.43,,543320,12102,531218,397,82,315,,531533,0,11747,,, 20 ,1006,698,0
2014,, Dhubri,S03,4,,16,2,0,18,2,1,0,3,0,0,0,0,14,1,0,15,11,1,0,12,795126,752742,0,1547868,0,0,0,0,2109,189,,2298,797235,752931,0,1550166,709038,660085,0,1369123,0,0,0,0,0,,,599,,,1369722,,,0,,,,,88.36,,1369123,5811,1363312,599,98,501,,1363813,0,5811,,, 0 ,1940,799,0
2014,, Kokrajhar,S03,5,,9,0,0,9,2,0,0,2,1,0,0,1,6,0,0,6,3,0,0,3,773941,728495,14,1502450,0,0,0,0,2210,812,,3022,776151,729307,14,1505472,636473,587031,0,1223504,0,0,0,0,0,,,739,,,1224243,,,0,,,,,81.32,,1223504,18468,1205036,739,89,650,,1205686,0,18183,,, 0 ,2049,735,9
2014,, Barpeta,S03,6,,14,1,0,15,0,0,0,0,0,0,0,0,14,1,0,15,11,1,0,12,753182,673742,0,1426924,0,0,0,0,2384,880,,3264,755566,674622,0,1430188,634466,571414,0,1205880,0,0,0,0,0,,,1164,,,1207044,,,0,,,,,84.4,,1205880,5312,1200568,1164,654,510,,1201078,0,4785,,, 3 ,1906,750,0
2014,, Gauhati,S03,7,,18,3,0,21,1,0,0,1,1,1,0,2,16,2,0,18,15,1,0,16,987126,933763,0,1920889,0,0,0,0,941,440,,1381,988067,934203,0,1922270,784535,727081,0,1511616,0,0,0,0,0,,,632,,,1512248,,,0,,,,,78.67,,1511616,6720,1504896,632,519,113,,1505009,0,6720,,, 25 ,2345,820,1
2014,, Mangaldoi,S03,8,,11,2,0,13,0,0,0,0,1,0,0,1,10,2,0,12,8,2,0,10,789638,723513,0,1513151,0,0,0,0,1901,624,,2525,791539,724137,0,1515676,651247,581802,0,1233049,0,0,0,0,0,,,425,,,1233474,,,0,,,,,81.38,,1233049,10719,1222330,425,240,185,,1222515,0,10722,,, 5 ,1852,818,1
2014,, Tezpur,S03,9,,11,0,0,11,1,0,0,1,1,0,0,1,9,0,0,9,7,0,0,7,652347,603751,0,1256098,0,0,0,0,2519,951,,3470,654866,604702,0,1259568,505481,475043,0,980524,0,0,0,0,0,,,322,,,980846,,,0,,,,,77.87,,980524,16666,963858,322,159,163,,964021,0,16667,,, 1 ,1763,714,1
2014,, Nowgong,S03,10,,7,3,0,10,1,0,0,1,1,0,0,1,5,3,0,8,3,2,0,5,790131,730484,10,1520625,0,0,0,0,2294,962,,3256,792425,731446,10,1523881,639499,590545,0,1230044,0,0,0,0,0,,,451,,,1230495,,,0,,,,,80.75,,1230044,9114,1220930,451,89,362,,1221292,0,8782,,, 8 ,1902,801,2
2014,, Kaliabor,S03,11,,11,2,0,13,0,0,0,0,0,0,0,0,11,2,0,13,8,2,0,10,751128,703894,0,1455022,0,0,0,0,1567,630,,2197,752695,704524,0,1457219,605354,561208,0,1166562,0,0,0,0,0,,,829,,,1167391,,,0,,,,,80.11,,1166562,13052,1153510,829,252,577,,1154087,0,12403,,, 1 ,1772,822,0
2014,, Jorhat,S03,12,,9,1,0,10,0,0,0,0,0,0,0,0,9,1,0,10,7,1,0,8,610128,577672,0,1187800,0,0,0,0,1155,531,,1686,611283,578203,0,1189486,483784,447088,0,930872,0,0,0,0,0,,,696,,,931568,,,0,,,,,78.32,,930872,14645,916227,696,235,461,,916688,0,14648,,, 0 ,1597,745,4
2014,, Dibrugarh,S03,13,,8,0,0,8,1,0,0,1,1,0,0,1,6,0,0,6,4,0,0,4,578273,544114,0,1122387,0,0,0,0,1385,533,,1918,579658,544647,0,1124305,462187,428637,0,890824,0,0,0,0,0,,,305,,,891129,,,0,,,,,79.26,,890824,16808,874016,305,162,143,,874159,0,16809,,, 11 ,1535,732,1
2014,, Lakhimpur,S03,14,,12,2,0,14,0,0,0,0,1,0,0,1,11,2,0,13,10,1,0,11,734255,695423,0,1429678,0,0,0,0,1085,317,,1402,735340,695740,0,1431080,572467,539555,0,1112022,0,0,0,0,0,,,648,,,1112670,,,0,,,,,77.75,,1112022,11823,1100199,648,76,572,,1100771,0,11204,,, 2 ,1921,745,0
2014,, Valmiki Nagar,S04,1,,15,0,0,15,0,0,0,0,1,0,0,1,14,0,0,14,12,0,0,12,786033,670091,50,1456174,0,0,0,0,279,145,,424,786312,670236,50,1456598,484433,415396,9,899838,0,0,0,0,0,,,331,,,900169,,,0,,,,,61.8,,899838,15515,884323,331,42,289,,884612,0,15515,,, 0 ,1391,1047,0
2014,, Paschim Champaran,S04,2,,13,0,0,13,1,0,0,1,0,0,0,0,12,0,0,12,10,0,0,10,768773,643418,34,1412225,0,0,0,0,638,285,,923,769411,643703,34,1413148,469048,385593,0,854641,0,0,0,0,0,,,192,,,854833,,,0,,,,,60.49,,854641,18803,835838,192,34,158,,835996,0,18804,,, 0 ,1276,1107,0
2014,, Purvi Champaran,S04,3,,16,0,0,16,1,0,0,1,0,0,0,0,15,0,0,15,13,0,0,13,779453,659477,36,1438966,0,0,0,0,204,83,,287,779657,659560,36,1439253,442071,380577,0,822648,0,0,0,0,0,,,41,,,822689,,,0,,,,,57.16,,822648,13261,809387,41,18,23,,809410,0,13261,,, 0 ,1333,1080,0
2014,, Sheohar,S04,4,,16,2,0,18,2,0,0,2,1,0,0,1,13,2,0,15,12,1,0,13,791833,693077,72,1484982,0,0,0,0,541,278,,819,792374,693355,72,1485801,433327,409336,0,842663,0,0,0,0,0,,,263,,,842926,,,0,,,,,56.73,,842663,11670,830993,263,32,231,,831224,0,11670,,, 0 ,1385,1073,0
2014,, Sitamarhi,S04,5,,22,0,0,22,2,0,0,2,1,0,0,1,19,0,0,19,17,0,0,17,831068,741932,46,1573046,0,0,0,0,1302,566,,1868,832370,742498,46,1574914,448849,451628,0,900477,0,0,0,0,0,,,114,,,900591,,,0,,,,,57.18,,900477,5948,894529,114,4,110,,894639,0,5949,,, 0 ,1471,1071,2
2014,, Madhubani,S04,6,,11,1,0,12,1,0,0,1,0,0,0,0,10,1,0,11,8,1,0,9,877421,749500,6,1626927,0,0,0,0,596,309,,905,878017,749809,6,1627832,413708,446640,0,860348,0,0,0,0,0,,,121,,,860469,,,0,,,,,52.86,,860348,18936,841412,121,17,104,,841516,0,18937,,, 0 ,1491,1092,0
2014,, Jhanjharpur,S04,7,,19,1,0,20,0,0,0,0,1,0,0,1,18,1,0,19,15,1,0,16,895187,772668,0,1667855,0,0,0,0,383,167,,550,895570,772835,0,1668405,450499,490640,0,941139,0,0,0,0,0,,,126,,,941265,,,0,,,,,56.42,,941139,8043,933096,126,16,110,,933206,0,8043,,, 0 ,1529,1091,1
2014,, Supaul,S04,8,,13,1,0,14,2,0,0,2,0,0,0,0,11,1,0,12,9,0,0,9,796997,728063,25,1525085,0,0,0,0,376,122,,498,797373,728185,25,1525583,468476,502044,0,970520,0,0,0,0,0,,,24,,,970544,,,0,,,,,63.62,,970520,21996,948524,24,16,8,,948532,0,21996,,, 0 ,1425,1071,2
2014,, Araria,S04,9,,12,1,0,13,0,0,0,0,0,0,0,0,12,1,0,13,9,1,0,10,842912,744135,44,1587091,0,0,0,0,164,77,,241,843076,744212,44,1587332,492513,483291,0,975804,0,0,0,0,0,,,9,,,975813,,,0,,,,,61.48,,975804,16608,959196,9,2,7,,959203,0,16608,,, 0 ,1422,1116,0
2014,, Kishanganj,S04,10,,11,0,0,11,1,0,0,1,0,0,0,0,10,0,0,10,8,0,0,8,762833,676081,13,1438927,0,0,0,0,41,22,,63,762874,676103,13,1438990,471096,457126,0,928222,0,0,0,0,0,,,277,,,928499,,,0,,,,,64.52,,928222,17205,911017,277,10,267,,911284,0,17206,,, 0 ,1365,1054,0
2014,, Katihar,S04,11,,21,1,0,22,1,0,0,1,0,0,0,0,20,1,0,21,18,1,0,19,768278,677171,42,1445491,0,0,0,0,766,221,,987,769044,677392,42,1446478,495600,481934,0,977534,0,0,0,0,0,,,299,,,977833,,,0,,,,,67.6,,977534,3285,974249,299,5,294,,974543,0,3287,,, 0 ,1358,1065,0
2014,, Purnia,S04,12,,20,0,0,20,2,0,0,2,1,0,0,1,17,0,0,17,15,0,0,15,826532,755662,34,1582228,0,0,0,0,302,96,,398,826834,755758,34,1582626,511262,506106,0,1017368,0,0,0,0,0,,,382,,,1017750,,,0,,,,,64.31,,1017368,11980,1005388,382,20,362,,1005750,0,11982,,, 0 ,1457,1086,0
2014,, Madhepura,S04,13,,15,1,0,16,2,0,0,2,2,0,0,2,11,1,0,12,8,1,0,9,898071,826302,34,1724407,0,0,0,0,1081,205,,1286,899152,826507,34,1725693,508782,525869,0,1034651,0,0,0,0,0,,,148,,,1034799,,,0,,,,,59.96,,1034651,21924,1012727,148,0,148,,1012875,0,21924,,, 0 ,1604,1076,0
2014,, Darbhanga,S04,14,,17,0,0,17,1,0,0,1,1,0,0,1,15,0,0,15,13,0,0,13,796896,697986,14,1494896,0,0,0,0,358,191,,549,797254,698177,14,1495445,407516,421741,0,829257,0,0,0,0,0,,,32,,,829289,,,932,,,,,55.45,,828325,21103,807222,32,15,17,,807239,0,21103,,, 0 ,1405,1064,0
2014,, Muzaffarpur,S04,15,,29,1,0,30,0,0,0,0,1,0,0,1,28,1,0,29,26,1,0,27,828964,719429,30,1548423,0,0,0,0,1979,961,,2940,830943,720390,30,1551363,490949,457916,0,948865,0,0,0,0,0,,,62,,,948927,,,0,,,,,61.17,,948865,9690,939175,62,40,22,,939197,0,9690,,, 0 ,1476,1051,0
2014,, Vaishali,S04,16,,20,3,0,23,0,1,0,1,0,0,0,0,20,2,0,22,18,2,0,20,840193,723675,48,1563916,0,0,0,0,1580,825,,2405,841773,724500,48,1566321,480759,445167,0,925926,0,0,0,0,0,,,25,,,925951,,,0,,,,,59.12,,925926,6060,919866,25,14,11,,919877,0,6060,,, 0 ,1502,1043,0
2014,, Gopalganj,S04,17,,14,2,0,16,2,0,0,2,0,0,0,0,12,2,0,14,11,1,0,12,870809,782787,36,1653632,0,0,0,0,781,425,,1206,871590,783212,36,1654838,444922,458639,0,903561,0,0,0,0,0,,,29,,,903590,,,0,,,,,54.6,,903561,17841,885720,29,7,22,,885742,0,17841,,, 0 ,1622,1020,0
2014,, Siwan,S04,18,,13,2,0,15,1,1,0,2,0,0,0,0,12,1,0,13,11,0,0,11,840610,721415,25,1562050,0,0,0,0,1125,685,,1810,841735,722100,25,1563860,443827,440178,0,884005,0,0,0,0,0,,,39,,,884044,,,0,,,,,56.53,,884005,21409,862596,39,23,16,,862612,0,21409,,, 0 ,1461,1070,0
2014,, Maharajganj,S04,19,,10,1,0,11,0,0,0,0,1,0,0,1,9,1,0,10,6,1,0,7,872395,765836,28,1638259,0,0,0,0,2427,1382,,3809,874822,767218,28,1642068,420232,426095,0,846327,0,0,0,0,0,,,506,,,846833,,,0,,,,,51.57,,846327,23404,822923,506,179,327,,823250,0,23404,,, 0 ,1546,1062,0
2014,, Saran,S04,20,,16,1,0,17,5,0,0,5,1,0,0,1,10,1,0,11,9,0,0,9,830430,705079,33,1535542,0,0,0,0,2011,1187,,3198,832441,706266,33,1538740,450511,411954,0,862465,0,0,0,0,0,,,1127,,,863592,,,0,,,,,56.12,,862465,19161,843304,1127,340,787,,844091,0,19163,,, 0 ,1438,1070,0
2014,, Hajipur,S04,21,,15,2,0,17,1,0,0,1,1,0,0,1,13,2,0,15,11,2,0,13,893705,753616,48,1647369,0,0,0,0,1342,836,,2178,895047,754452,48,1649547,478157,425876,0,904033,0,0,0,0,0,,,1671,,,905704,,,0,,,,,54.91,,904033,15592,888441,1671,453,1218,,889659,0,15047,,, 0 ,1512,1091,0
2014,, Ujiarpur,S04,22,,17,3,0,20,1,0,0,1,0,0,0,0,16,3,0,19,14,3,0,17,762639,661346,27,1424012,0,0,0,0,1547,658,,2205,764186,662004,27,1426217,433858,425047,0,858905,0,0,0,0,0,,,20,,,858925,,,0,,,,,60.22,,858905,6171,852734,20,5,15,,852749,0,6171,,, 0 ,1323,1078,0
2014,, Samastipur,S04,23,,13,1,0,14,1,1,0,2,0,0,0,0,12,0,0,12,9,0,0,9,801607,701593,24,1503224,0,0,0,0,813,414,,1227,802420,702007,24,1504451,430782,432401,0,863183,0,0,0,0,0,,,28,,,863211,,,0,,,,,57.38,,863183,29211,833972,28,12,16,,833988,0,29211,,, 0 ,1425,1056,0
2014,, Begusarai,S04,24,,13,1,0,14,2,0,0,2,0,0,0,0,11,1,0,12,8,1,0,9,948838,828479,60,1777377,0,0,0,0,987,395,,1382,949825,828874,60,1778759,545214,532151,0,1077365,0,0,0,0,0,,,768,,,1078133,,,0,,,,,60.61,,1077365,26619,1050746,768,281,487,,1051233,0,26622,,, 0 ,1641,1084,0
2014,, Khagaria,S04,25,,13,1,0,14,1,0,0,1,0,0,0,0,12,1,0,13,10,0,0,10,799379,705271,51,1504701,0,0,0,0,1407,479,,1886,800786,705750,51,1506587,445941,450160,0,896101,0,0,0,0,0,,,209,,,896310,,,0,,,,,59.49,,896101,23868,872233,209,79,130,,872363,0,23868,,, 0 ,1400,1076,0
2014,, Bhagalpur,S04,26,,18,3,0,21,3,0,0,3,0,0,0,0,15,3,0,18,13,3,0,16,892835,788989,56,1681880,0,0,0,0,2350,1109,,3459,895185,790098,56,1685339,522417,451535,1,973953,0,0,0,0,0,,,234,,,974187,,,0,,,,,57.8,,973953,11874,962079,234,172,62,,962141,0,11875,,, 0 ,1606,1049,0
2014,, Banka,S04,27,,20,1,0,21,4,0,0,4,0,0,0,0,16,1,0,17,14,0,0,14,823614,724046,42,1547702,0,0,0,0,1310,444,,1754,824924,724490,42,1549456,461297,438021,0,899318,0,0,0,0,0,,,42,,,899360,,,0,,,,,58.04,,899318,9753,889565,42,7,35,,889600,0,9753,,, 0 ,1580,981,6
2014,, Munger,S04,28,,16,1,0,17,2,0,0,2,2,0,0,2,12,1,0,13,10,0,0,10,935386,780767,47,1716200,0,0,0,0,2511,1273,,3784,937897,782040,47,1719984,505931,408329,8,914268,0,0,0,0,0,,,174,,,914442,,,0,,,,,53.17,,914268,15420,898848,174,92,82,,898930,0,15420,,, 0 ,1691,1017,12
2014,, Nalanda,S04,29,,24,3,0,27,4,1,0,5,0,0,0,0,20,2,0,22,18,2,0,20,1034683,914430,0,1949113,0,0,0,0,1892,962,,2854,1036575,915392,0,1951967,503039,418609,0,921648,0,0,0,0,0,,,193,,,921841,,,0,,,,,47.23,,921648,5450,916198,193,82,111,,916309,0,5452,,, 0 ,2025,964,0
2014,, Patna Sahib,S04,30,,28,1,0,29,10,0,0,10,0,0,0,0,18,1,0,19,16,1,0,17,1051493,893455,86,1945034,0,0,0,0,785,430,,1215,1052278,893885,86,1946249,510480,369747,0,880227,0,0,0,0,0,,,2541,,,882768,,,0,,,,,45.36,,880227,8079,872148,2541,154,2387,,874535,0,7727,,, 0 ,1818,1071,0
2014,, Pataliputra,S04,31,,25,2,0,27,5,1,0,6,1,0,0,1,19,1,0,20,18,0,0,18,931583,800800,65,1732448,0,0,0,0,2503,1123,,3626,934086,801923,65,1736074,553018,423797,0,976815,0,0,0,0,0,,,1980,,,978795,,,0,,,,,56.38,,976815,4660,972155,1980,164,1816,,973971,0,4678,,, 0 ,1779,976,13
2014,, Arrah,S04,32,,12,1,0,13,1,0,0,1,0,0,0,0,11,1,0,12,9,1,0,10,1013049,807352,6,1820407,0,0,0,0,3250,858,,4108,1016299,808210,6,1824515,517499,375555,0,893054,0,0,0,0,0,,,297,,,893351,,,0,,,,,48.96,,893054,14703,878351,297,138,159,,878510,0,14703,,, 0 ,1765,1034,0
2014,, Buxar,S04,33,,17,2,0,19,1,0,0,1,2,0,0,2,14,2,0,16,11,2,0,13,872600,760223,43,1632866,0,0,0,0,5099,2706,,7805,877699,762929,43,1640671,494435,394512,0,888947,0,0,0,0,0,,,205,,,889152,,,0,,,,,54.19,,888947,9994,878953,205,133,72,,879025,0,9179,,, 0 ,1620,1013,0
2014,, Sasaram,S04,34,,8,4,0,12,0,1,0,1,0,0,0,0,8,3,0,11,7,2,0,9,858106,747671,59,1605836,0,0,0,0,1291,620,,1911,859397,748291,59,1607747,448672,397016,0,845688,0,0,0,0,0,,,1920,,,847608,,,0,,,,,52.72,,845688,13377,832311,1920,822,1098,,833409,0,13379,,, 0 ,1732,928,0
2014,, Karakat,S04,35,,14,4,0,18,2,0,0,2,0,1,0,1,12,3,0,15,11,2,0,13,847478,729225,860,1577563,0,0,0,0,1996,999,,2995,849474,730224,860,1580558,457406,332394,0,789800,0,0,0,0,0,,,561,,,790361,,,0,,,,,50.01,,789800,10185,779615,561,434,127,,779742,0,10185,,, 8 ,1607,984,0
2014,, Jahanabad,S04,36,,22,1,0,23,7,0,0,7,1,0,0,1,14,1,0,15,12,1,0,13,749265,670491,32,1419788,0,0,0,0,2320,1138,,3458,751585,671629,32,1423246,445501,365502,0,811003,0,0,0,0,0,,,849,,,811852,,,0,,,,,57.04,,811003,10352,800651,849,336,513,,801164,0,10352,,, 0 ,1537,926,0
2014,, Aurangabad,S04,37,,10,3,0,13,0,0,0,0,0,0,0,0,10,3,0,13,7,3,0,10,824406,709989,46,1534441,0,0,0,0,1168,544,,1712,825574,710533,46,1536153,429944,355719,0,785663,0,0,0,0,0,,,679,,,786342,,,0,,,,,51.19,,785663,17454,768209,679,68,611,,768820,0,17454,,, 0 ,1760,873,0
2014,, Gaya,S04,38,,15,1,0,16,3,0,0,3,0,0,0,0,12,1,0,13,9,1,0,10,798164,701704,0,1499868,0,0,0,0,1046,607,,1653,799210,702311,0,1501521,442912,364010,0,806922,0,0,0,0,0,,,2665,,,809587,,,0,,,,,53.92,,806922,19016,787906,2665,223,2442,,790348,0,19030,,, 0 ,1663,903,0
2014,, Nawada,S04,39,,19,1,0,20,1,0,0,1,2,0,0,2,16,1,0,17,13,1,0,14,896961,796630,55,1693646,0,0,0,0,860,389,,1249,897821,797019,55,1694895,478247,406136,0,884383,0,0,0,0,0,,,91,,,884474,,,0,,,,,52.18,,884383,7489,876894,91,33,58,,876952,0,7489,,, 0 ,1676,1011,0
2014,, Jamui,S04,40,,13,0,0,13,0,0,0,0,2,0,0,2,11,0,0,11,8,0,0,8,827898,722284,31,1550213,0,0,0,0,508,215,,723,828406,722499,31,1550936,415589,360008,0,775597,0,0,0,0,0,,,53,,,775650,,,0,,,,,50.01,,775597,19517,756080,53,11,42,,756122,0,19517,,, 0 ,1604,967,0
2014,, North Goa,S05,1,,10,0,0,10,2,0,0,2,1,0,0,1,7,0,0,7,5,0,0,5,255723,259517,0,515240,5,2,0,7,142,52,,194,255870,259571,0,515441,199489,205701,0,405190,0,0,0,0,0,,,1755,,,406945,,,0,,,,,78.95,,405190,5746,399444,1755,338,1417,,400861,0,5770,,, 2 ,827,623,0
2014,, South Goa,S05,2,,12,2,0,14,2,0,0,2,0,0,0,0,10,2,0,12,8,2,0,10,271997,272689,0,544686,14,6,0,20,427,203,,630,272438,272898,0,545336,195128,214329,0,409457,0,0,0,0,0,,,1038,,,410495,,,0,,,,,75.27,,409457,4320,405137,1038,139,899,,406036,0,4333,,, 7 ,797,684,0
2014,, Kachchh,S06,1,,8,1,0,9,2,1,0,3,1,0,0,1,5,0,0,5,3,0,0,3,805957,727318,0,1533275,1,3,0,4,385,118,,503,806343,727439,0,1533782,519100,423463,0,942563,1,3,0,4,0,,,4958,,,947525,,,0,,,,,61.78,,942567,17164,925403,4958,1000,3958,,929361,0,16879,,, 8 ,1835,836,0
2014,, Banaskantha,S06,2,,26,1,0,27,2,0,0,2,11,0,0,11,13,1,0,14,11,1,0,12,795839,719543,0,1515382,0,0,0,0,285,44,,329,796124,719587,0,1515711,511698,371518,0,883216,0,0,0,0,0,,,4150,,,887366,,,0,,,,,58.54,,883216,17378,865838,4150,751,3399,,869237,0,17397,,, 1 ,1755,864,0
2014,, Patan,S06,3,,23,0,0,23,6,0,0,6,3,0,0,3,14,0,0,14,12,0,0,12,845406,782208,0,1627614,0,0,0,0,789,238,,1027,846195,782446,0,1628641,525799,423880,0,949679,0,0,0,0,0,,,6937,,,956616,,,0,,,,,58.74,,949679,11970,937709,6937,908,6029,,943738,0,12061,,, 21 ,1830,890,0
2014,, Mahesana,S06,4,,25,3,0,28,4,1,0,5,9,0,0,9,12,2,0,14,11,1,0,12,776847,720043,23,1496913,0,0,0,0,974,332,,1306,777821,720375,23,1498219,541116,456612,7,997735,0,0,0,0,0,,,6560,,,1004295,,,0,,,,,67.03,,997735,11554,986181,6560,98,6462,,992643,0,11615,,, 0 ,1621,924,0
2014,, Sabarkantha,S06,5,,19,1,0,20,4,0,0,4,5,1,0,6,10,0,0,10,8,0,0,8,830807,781357,1,1612165,0,0,0,0,2714,961,,3675,833521,782318,1,1615840,583583,502387,0,1085970,0,0,0,0,0,,,9893,,,1095863,,,0,,,,,67.82,,1085970,22270,1063700,9893,1925,7968,,1071668,0,22334,,, 0 ,2147,753,0
2014,, Gandhinagar,S06,6,,22,1,0,23,3,0,0,3,2,0,0,2,17,1,0,18,15,1,0,16,900021,833038,18,1733077,0,0,0,0,723,172,,895,900744,833210,18,1733972,617164,511490,2,1128656,0,0,0,0,0,,,8358,,,1137014,,,0,,,,,65.57,,1128656,12593,1116063,8358,1703,6655,,1122718,0,12777,,, 0 ,1770,980,0
2014,, Ahmedabad East,S06,7,,24,0,0,24,7,0,0,7,3,0,0,3,14,0,0,14,12,0,0,12,850633,748620,10,1599263,0,0,0,0,2132,437,,2569,852765,749057,10,1601832,557279,422980,6,980265,0,0,0,0,0,,,6261,,,986526,,,0,,,,,61.59,,980265,14261,966004,6261,1098,5163,,971167,0,14358,,, 0 ,1641,976,0
2014,, Ahmedabad West,S06,8,,13,1,0,14,1,1,0,2,1,0,0,1,11,0,0,11,9,0,0,9,799968,733236,5,1533209,0,0,0,0,965,226,,1191,800933,733462,5,1534400,531702,428771,2,960475,0,0,0,0,0,,,5085,,,965560,,,0,,,,,62.93,,960475,16467,944008,5085,1055,4030,,948038,0,16571,,, 0 ,1471,1043,0
2014,, Surendranagar,S06,9,,35,1,0,36,5,0,0,5,14,0,0,14,16,1,0,17,14,1,0,15,876521,778484,2,1655007,0,0,0,0,1224,426,,1650,877745,778910,2,1656657,539246,399328,1,938575,0,0,0,0,0,,,6864,,,945439,,,0,,,,,57.07,,938575,10794,927781,6864,997,5867,,933648,0,11029,,, 1 ,1890,877,0
2014,, Rajkot,S06,10,,27,1,0,28,7,1,0,8,5,0,0,5,15,0,0,15,13,0,0,13,864359,790852,8,1655219,0,0,0,0,401,97,,498,864760,790949,8,1655717,590854,461740,1,1052595,0,0,0,0,0,,,5188,,,1057783,,,0,,,,,63.89,,1052595,18137,1034458,5188,826,4362,,1038820,0,18249,,, 0 ,1690,980,0
2014,, Porbandar,S06,11,,13,3,0,16,0,1,0,1,0,1,0,1,13,1,0,14,11,1,0,12,806085,731382,7,1537474,0,0,0,0,1298,451,,1749,807383,731833,7,1539223,468592,335821,2,804415,0,0,0,0,2,,,5570,,,809985,,,0,,,,,52.62,,804415,16304,788111,5570,691,4879,,792990,0,16443,,, 1 ,1664,925,4
2014,, Jamnagar,S06,12,,35,2,0,37,2,0,0,2,10,0,0,10,23,2,0,25,22,1,0,23,769499,699391,12,1468902,0,0,0,0,1504,546,,2050,771003,699937,12,1470952,484080,364974,1,849055,0,0,0,0,0,,,3934,,,852989,,,0,,,,,57.99,,849055,6543,842512,3934,391,3543,,846055,0,6588,,, 5 ,1665,883,0
2014,, Junagadh,S06,13,,11,0,0,11,2,0,0,2,1,0,0,1,8,0,0,8,6,0,0,6,771298,713311,2,1484611,0,0,0,0,719,213,,932,772017,713524,2,1485543,513928,423553,0,937481,0,0,0,0,5,,,4776,,,942257,,,0,,,,,63.43,,937481,16944,920537,4776,957,3819,,924356,0,17022,,, 0 ,1700,874,0
2014,, Amreli,S06,14,,19,0,0,19,3,0,0,3,2,0,0,2,14,0,0,14,12,0,0,12,777449,708589,0,1486038,0,0,0,0,213,35,,248,777662,708624,0,1486286,455668,349837,0,805505,0,0,0,0,0,,,4110,,,809615,,,0,,,,,54.47,,805505,19065,786440,4110,877,3233,,789673,0,19143,,, 1 ,1694,877,0
2014,, Bhavnagar,S06,15,,19,2,0,21,3,0,0,3,2,0,0,2,14,2,0,16,13,1,0,14,833874,759828,24,1593726,0,0,0,0,697,108,,805,834571,759936,24,1594531,516968,396013,11,912992,0,0,0,0,0,,,5152,,,918144,,,0,,,,,57.58,,912992,9484,903508,5152,848,4304,,907812,0,9590,,, 3 ,1720,927,0
