Andhra Pradesh,"","","","","","","","" 
 1 MISHA BHARTI,F  39 ,GEN,RJD Hurricane , 342478 , 462 , 342940 , 19.75 , 35.04 
"","","",Lamp,"","","","",""
 2 RANJAN PRASAD ,M  69 ,GEN,JD(U) Arrow, 97006 , 222 , 97228 , 5.60 , 9.93 
YADAV,"","","","","","","",""
 3 RAJ KUMAR RAM,M  41 ,SC,BSP Elephant, 17170 , 18 , 17188 , 0.99 , 1.76 
 4 RAM KRIPAL YADAV,M  53 ,GEN,BJP Lotus, 382232 , 1030 , 383262 , 22.08 , 39.16 
 5 ABINASH KUMAR,M  53 ,GEN,BJKD Candles, 5852 , 2 , 5854 , 0.34 , 0.60 
 6 KUNDAN PRASAD ,M  57 ,GEN,AAAP Broom, 5611 , 26 , 5637 , 0.32 , 0.58 
SINGH,"","","","","","","",""
 7 CHANDRA DEV ,M  41 ,GEN,BMUP Cot, 2266 , 2 , 2268 , 0.13 , 0.23 
PRASAD,"","","","","","","",""
 8 DEO KUMAR VERMA,M  56 ,GEN,RPI(A) Sewing , 2484 , 0 , 2484 , 0.14 , 0.25 
"","","",Machine,"","","","",""
 9 NAGENDRA KUMAR,M  33 ,GEN,BVM Basket , 4301 , 1 , 4302 , 0.25 , 0.44 
"","","",containing ,"","","","",""
"","","",Fruits,"","","","",""
 10 MUKUL KUMAR ,M  26 ,GEN,SaBP Cup & , 3015 , 0 , 3015 , 0.17 , 0.31 
SHARMA,"","",Saucer,"","","","",""


 11 RAMESHWAR PRASAD,M  67 ,GEN,CPI(ML) Flag with , 51590 , 33 , 51623 , 2.97 , 5.27 
"","","",(L) Three Star,s,"","","",""
 12 SHATRUDHAN SAW,M  46 ,GEN,BED Cauliflower, 8174 , 10 , 8184 , 0.47 , 0.84 
 13 SUNIL KUMAR,M  41 ,GEN,SJP(R) Battery , 6268 , 1 , 6269 , 0.36 , 0.64 
"","","",Torch,"","","","",""
 14 KUMAR INDRA ,M  40 ,GEN,IND Almirah, 5404 , 8 , 5412 , 0.31 , 0.55 
BHUSHAN,"","","","","","","",""
 15 JAI PRAKASH YADAV,M  54 ,GEN,IND Helmet, 4804 , 0 , 4804 , 0.28 , 0.49 
 16 DURGESH NANDAN ,M  37 ,GEN,IND Gas , 16645 , 0 , 16645 , 0.96 , 1.70 
SINGH ALIAS ,"","",Cylinder,"","","","",""
DURGESH NANDAN,"","","","","","","",""
 17 NIRAJ KUMAR,M  48 ,GEN,IND Balloon, 8083 , 1 , 8084 , 0.47 , 0.83 
 18 PANCHAM LAL,M  63 ,SC,IND Ring, 2520 , 0 , 2520 , 0.15 , 0.26 
 19 MINENDRA KUMAR ,M  62 ,GEN,IND Batsman, 1697 , 0 , 1697 , 0.10 , 0.17 
SINGH,"","","","","","","",""
 20 SUNIL KUMAR SINGH,M  45 ,GEN,IND Scissors, 4555 , 0 , 4555 , 0.26 , 0.47 
 21 None of the Above,"","",NOTA NOTA, 4660 , 18 , 4678 , 0.27 , 0.48 
"","","",TOTAL:, 976815 , 1834 , 978649 , 56.37, 99.99
 CONSTITUENCY : 32 . A,rrah,"",( Total Electors, 1824515 ),"","","",""
 1 MEENA SINGH,F  49 ,GEN,JD(U) Arrow, 75958 , 4 , 75962 , 4.16 , 8.50 
 2 RAMESH CHANDRA ,M  59 ,SC,BSP Elephant, 7636 , 1 , 7637 , 0.42 , 0.85 
BADAL,"","","","","","","",""
 3 RAJ KUMAR SINGH,M  61 ,GEN,BJP Lotus, 390953 , 121 , 391074 , 21.43 , 43.78 
 4 SRIBHAGWAN SINGH ,M  48 ,GEN,RJD Hurricane , 255180 , 24 , 255204 , 13.99 , 28.57 
KUSHWAHA,"","",Lamp,"","","","",""
 5 BAIJNATH YADAV,M  49 ,GEN,BMUP Cot, 6886 , 0 , 6886 , 0.38 , 0.77 
 6 BHARAT BHUSHAN ,M  40 ,GEN,ABJS Kite, 10948 , 2 , 10950 , 0.60 , 1.23 
PANDEY,"","","","","","","",""
 7 RAJU YADAV,M  31 ,GEN,CPI(ML) Flag with , 98804 , 1 , 98805 , 5.42 , 11.06 
"","","",(L) Three Star,s,"","","",""


 8 SHAMBHU PRASAD ,M  61 ,GEN,HVD Sewing , 5680 , 0 , 5680 , 0.31 , 0.64 
SHARMA,"","",Machine,"","","","",""
 9 DR. SURENDRA ,M  59 ,GEN,AAAP Broom, 7512 , 6 , 7518 , 0.41 , 0.84 
KUMAR PRASAD,"","","","","","","",""
 10 ASHOK RAM,M  41 ,SC,IND Cup & , 7305 , 0 , 7305 , 0.40 , 0.82 
"","","",Saucer,"","","","",""
 11 GOPAL SINGH,M  73 ,GEN,IND Bat, 5879 , 0 , 5879 , 0.32 , 0.66 
 12 SHANKAR DAYAL ,M  49 ,SC,IND Scissors, 5610 , 0 , 5610 , 0.31 , 0.63 
PASWAN,"","","","","","","",""
 13 None of the Above,"","",NOTA NOTA, 14703 , 0 , 14703 , 0.81 , 1.65 
"","","",TOTAL:, 893054 , 159 , 893213 , 48.96, 99.98
 CONSTITUENCY : 33 . B,uxar,"",( Total Electors, 1640671 ),"","","",""
 1 ASHWINI KUMAR ,M  61 ,GEN,BJP Lotus, 318954 , 58 , 319012 , 19.44 , 35.88 
CHOUBEY,"","","","","","","",""
 2 JAGADANAND SINGH,M  70 ,GEN,RJD Hurricane , 186667 , 7 , 186674 , 11.38 , 20.99 
"","","",Lamp,"","","","",""
 3 DADAN YADAV,M  50 ,GEN,BSP Elephant, 184786 , 2 , 184788 , 11.26 , 20.78 
 4 SHYAM LAL SINGH ,M  59 ,GEN,JD(U) Arrow, 117012 , 0 , 117012 , 7.13 , 13.16 
KUSHWAHA,"","","","","","","",""
 5 INDU SINGH,F  36 ,GEN,CPI(ML) Flag with , 13051 , 0 , 13051 , 0.80 , 1.47 
"","","",(L) Three Star,s,"","","",""
 6 TAFIR HUSSIAN,M  48 ,GEN,HVD Sewing , 2241 , 0 , 2241 , 0.14 , 0.25 
"","","",Machine,"","","","",""
 7 PARSHURAM PRASAD,M  35 ,SC,BMUP Cot, 2066 , 0 , 2066 , 0.13 , 0.23 
 8 PRADEEP KUMAR ,M  34 ,GEN,PMSP Saw, 6901 , 0 , 6901 , 0.42 , 0.78 
PRASAD,"","","","","","","",""
 9 MOKARRAM HUSSAIN,M  62 ,GEN,SBSP Walking , 7514 , 0 , 7514 , 0.46 , 0.85 
"","","",Stick,"","","","",""
 10 MONIBUR RAHMAN,M  38 ,GEN,JDR Almirah, 1864 , 0 , 1864 , 0.11 , 0.21 
 11 RAJENDRA KUMAR ,M  48 ,GEN,BVM Bat, 2740 , 0 , 2740 , 0.17 , 0.31 
SINGH CHOUHAN,"","","","","","","",""
 12 SHIO KUMAR SHARMA,M  58 ,GEN,JPS Air , 3437 , 0 , 3437 , 0.21 , 0.39 
"","","",Conditione,r,"","","",""


 13 SWETA PATHAK,F  30 ,GEN,AAAP Broom, 7874 , 5 , 7879 , 0.48 , 0.89 
 14 NARENDRA PRATAP ,M  33 ,GEN,IND Auto- , 6130 , 0 , 6130 , 0.37 , 0.69 
SINGH,"","",Rickshaw,"","","","",""
 15 LALLAN RUPNARAIN ,M  70 ,GEN,IND Coconut, 5294 , 0 , 5294 , 0.32 , 0.60 
PATHAK,"","","","","","","",""
 16 SHEO GOPAL ,M  74 ,GEN,IND Balloon, 12422 , 0 , 12422 , 0.76 , 1.40 
CHOUDHARY,"","","","","","","",""
 17 None of the Above,"","",NOTA NOTA, 9179 , 0 , 9179 , 0.56 , 1.03 
"","","",TOTAL:, 888132 , 72 , 888204 , 54.14, 99.89
 CONSTITUENCY : 34 . Sa,saram (SC),"",( Total Electors, 1607747 ),"","","",""
 1 KARRA PARASU ,M  59 ,SC,JD(U) Arrow, 93138 , 172 , 93310 , 5.80 , 11.01 
RAMAIAH,"","","","","","","",""
 2 CHHEDI PASWAN,M  58 ,SC,BJP Lotus, 365576 , 511 , 366087 , 22.77 , 43.19 
 3 BALESHWAR BHARTI,M  58 ,SC,BSP Elephant, 31510 , 18 , 31528 , 1.96 , 3.72 
 4 MEIRA KUMAR,F  68 ,SC,INC Hand, 302385 , 375 , 302760 , 18.83 , 35.72 
 5 GEETA ARYA,F  47 ,SC,AAAP Broom, 10997 , 8 , 11005 , 0.68 , 1.30 
 6 TETRI DEVI,F  39 ,SC,CPI(ML) Flag with , 7479 , 7 , 7486 , 0.47 , 0.88 
"","","",(L) Three Star,s,"","","",""
 7 SAROJ RAM,M  54 ,SC,BMUP Cot, 3901 , 5 , 3906 , 0.24 , 0.46 
 8 NAND LAL RAM,M  37 ,SC,IND Almirah, 2806 , 2 , 2808 , 0.17 , 0.33 
 9 RAVIKANT ,M  32 ,SC,IND Air , 3980 , 0 , 3980 , 0.25 , 0.47 
CHAUDHARY,"","",Conditione,r,"","","",""
 10 RAJNARAIN RAO,M  77 ,SC,IND Candles, 4395 , 0 , 4395 , 0.27 , 0.52 
 11 SURENDRA RAM,M  39 ,SC,IND Auto- , 6144 , 0 , 6144 , 0.38 , 0.72 
"","","",Rickshaw,"","","","",""
 12 None of the Above,"","",NOTA NOTA, 13377 , 2 , 13379 , 0.83 , 1.58 
"","","",TOTAL:, 845688 , 1100 , 846788 , 52.67, 99.90
 CONSTITUENCY : 35 . K,arakat,"",( Total Electors, 1580558 ),"","","",""


 1 KANTI SINGH,F  59 ,GEN,RJD Hurricane , 233619 , 32 , 233651 , 14.79 , 29.56 
"","","",Lamp,"","","","",""
 2 MAHABALI SINGH,M  59 ,GEN,JD(U) Arrow, 76699 , 10 , 76709 , 4.86 , 9.71 
 3 SANJAY KEWAT,M  29 ,GEN,BSP Elephant, 45501 , 2 , 45503 , 2.88 , 5.76 
 4 UPENDRA KUSHWAHA,M  51 ,GEN,BLSP Ceiling Fan, 338821 , 71 , 338892 , 21.45 , 42.88 
 5 GHULAM KUNDANAM,M  43 ,GEN,AAAP Broom, 6934 , 4 , 6938 , 0.44 , 0.88 
 6 DINESH KUMAR,M  34 ,GEN,BMUP Cot, 2358 , 1 , 2359 , 0.15 , 0.30 
 7 PRADEEP KUMAR ,M  45 ,GEN,RSWD Almirah, 6993 , 1 , 6994 , 0.44 , 0.88 
JOSHI,"","","","","","","",""
 8 RAJANI DUBEY,F  41 ,GEN,ABJS Air , 4794 , 1 , 4795 , 0.30 , 0.61 
"","","",Conditione,r,"","","",""
 9 RAJA RAM SINGH,M  58 ,GEN,CPI(ML) Flag with , 32682 , 4 , 32686 , 2.07 , 4.14 
"","","",(L) Three Star,s,"","","",""
 10 VEENA BHARTI,F  38 ,GEN,JPS Saw, 4002 , 0 , 4002 , 0.25 , 0.51 
 11 IMRAN ALI,M  27 ,GEN,IND Auto- , 2048 , 0 , 2048 , 0.13 , 0.26 
"","","",Rickshaw,"","","","",""
 12 MD. DILBAS ANSARI,M  62 ,GEN,IND Balloon, 2813 , 0 , 2813 , 0.18 , 0.36 
 13 BHAIRAW DAYAL ,M  70 ,GEN,IND Basket , 6974 , 0 , 6974 , 0.44 , 0.88 
SINGH,"","",containing ,"","","","",""
"","","",Fruits,"","","","",""
 14 RAM DAYAL SINGH,M  59 ,GEN,IND Bat, 5459 , 0 , 5459 , 0.35 , 0.69 
 15 SATYA NARAYAN ,M  51 ,GEN,IND Batsman, 9918 , 1 , 9919 , 0.63 , 1.25 
SINGH,"","","","","","","",""
 16 None of the Above,"","",NOTA NOTA, 10185 , 0 , 10185 , 0.64 , 1.29 
"","","",TOTAL:, 789800 , 127 , 789927 , 50.00, 99.95
 CONSTITUENCY : 36 . Ja,hanabad,"",( Total Electors, 1423246 ),"","","",""
 1 ANIL KUMAR SHARMA,M  50 ,GEN,JD(U) Arrow, 100811 , 40 , 100851 , 7.09 , 12.42 
 2 RAVINDRA SINGH,M  40 ,GEN,BSP Elephant, 10578 , 2 , 10580 , 0.74 , 1.30 


 3 SURENDRA PRASAD ,M  56 ,GEN,RJD Hurricane , 280086 , 221 , 280307 , 19.70 , 34.53 
YADAV,"","",Lamp,"","","","",""
 4 DR. ARUN KUMAR,M  55 ,GEN,BLSP Ceiling Fan, 322422 , 225 , 322647 , 22.67 , 39.74 
 5 MD. ISTIYAK,M  49 ,GEN,AITC Flowers an,d  6040 , 1 , 6041 , 0.42 , 0.74 
"","","",Grass,"","","","",""
 6 CHANDRA BHUSHAN ,M  64 ,GEN,AAAP Broom, 3706 , 5 , 3711 , 0.26 , 0.46 
SHARMA,"","","","","","","",""
 7 NARENDRA KUMAR,M  34 ,SC,SHS Scissors, 2121 , 15 , 2136 , 0.15 , 0.26 
 8 PARSHURAM VIND,M  72 ,GEN,BMUP Cot, 2720 , 1 , 2721 , 0.19 , 0.34 
 9 MANJU DEVI,F  51 ,GEN,KVD Whistle, 2825 , 1 , 2826 , 0.20 , 0.35 
 10 RAMADHAR SINGH,M  58 ,GEN,CPI(ML) Flag with , 34365 , 0 , 34365 , 2.41 , 4.23 
"","","",(L) Three Star,s,"","","",""
 11 RAHUL RANJAN,M  27 ,GEN,JMM Dish , 3521 , 0 , 3521 , 0.25 , 0.43 
"","","",Antenna,"","","","",""
 12 ARJUN THAKUR,M  52 ,GEN,IND Kite, 7755 , 2 , 7757 , 0.55 , 0.96 
 13 NITYANAND SINGH,M  39 ,GEN,IND Gas , 10625 , 0 , 10625 , 0.75 , 1.31 
"","","",Cylinder,"","","","",""
 14 MANJAY KUMAR,M  31 ,GEN,IND Camera, 8874 , 0 , 8874 , 0.62 , 1.09 
 15 SUDAY YADAV,M  26 ,GEN,IND Bat, 4202 , 0 , 4202 , 0.30 , 0.52 
 16 None of the Above,"","",NOTA NOTA, 10352 , 0 , 10352 , 0.73 , 1.28 
"","","",TOTAL:, 811003 , 513 , 811516 , 57.02, 99.96
 CONSTITUENCY : 37 . A,urangabad,"",( Total Electors, 1536153 ),"","","",""
 1 NIKHIL KUMAR,M  72 ,GEN,INC Hand, 241433 , 161 , 241594 , 15.73 , 30.72 
 2 BAGI KUMAR VERMA,M  42 ,GEN,JD(U) Arrow, 136045 , 92 , 136137 , 8.86 , 17.31 
 3 SANTOSH KUMAR,M  45 ,GEN,BSP Elephant, 27818 , 15 , 27833 , 1.81 , 3.54 
 4 SUSHIL KUMAR SINGH,M  48 ,GEN,BJP Lotus, 307605 , 336 , 307941 , 20.05 , 39.16 


 5 UPENDRA NATH,M  46 ,GEN,BMUP Cot, 9253 , 2 , 9255 , 0.60 , 1.18 
 6 USHA SHARAN,F  43 ,GEN,SSD Saw, 4608 , 0 , 4608 , 0.30 , 0.59 
 7 RAGINI LATA SINGH,F  49 ,GEN,AAAP Broom, 6699 , 4 , 6703 , 0.44 , 0.85 
 8 RITA DEVI,F  43 ,GEN,SP Bicycle, 3332 , 1 , 3333 , 0.22 , 0.42 
 9 DURGA THAKUR,M  55 ,GEN,IND Scissors, 3696 , 0 , 3696 , 0.24 , 0.47 
 10 RAKESH SHARMA,M  42 ,GEN,IND Almirah, 5726 , 0 , 5726 , 0.37 , 0.73 
 11 RAMJI SINGH,M  45 ,GEN,IND Air , 7195 , 0 , 7195 , 0.47 , 0.91 
"","","",Conditione,r,"","","",""
 12 BIJEET KUMAR,M  29 ,GEN,IND Auto- , 6121 , 0 , 6121 , 0.40 , 0.78 
"","","",Rickshaw,"","","","",""
 13 SOMARU PASWAN,M  58 ,SC,IND Balloon, 8678 , 0 , 8678 , 0.56 , 1.10 
 14 None of the Above,"","",NOTA NOTA, 17454 , 0 , 17454 , 1.14 , 2.22 
"","","",TOTAL:, 785663 , 611 , 786274 , 51.19, 99.99
 CONSTITUENCY : 38 . G,aya (SC),"",( Total Electors, 1501521 ),"","","",""
 1 JITAN RAM MANJHI,M  68 ,SC,JD(U) Arrow, 131403 , 425 , 131828 , 8.78 , 16.28 
 2 RAMJI MANJHI,M  54 ,SC,RJD Hurricane , 210042 , 684 , 210726 , 14.03 , 26.03 
"","","",Lamp,"","","","",""
 3 SHIV KUMAR KANT,M  64 ,SC,BSP Elephant, 15982 , 46 , 16028 , 1.07 , 1.98 
 4 HARI MANJHI,M  51 ,SC,BJP Lotus, 325040 , 1190 , 326230 , 21.73 , 40.30 
 5 ASHOK KUMAR,M  52 ,SC,JMM Bow & , 36860 , 3 , 36863 , 2.46 , 4.55 
"","","",Arrow,"","","","",""
 6 INDRA DEO ,M  45 ,SC,BMUP Air , 5531 , 13 , 5544 , 0.37 , 0.68 
CHOUDHARY,"","",Conditione,r,"","","",""
 7 KAPIL CHOUDHARY,M  44 ,SC,AITC Flowers an,d  8996 , 8 , 9004 , 0.60 , 1.11 
"","","",Grass,"","","","",""
 8 DHANANJAY KISHORE,M  38 ,SC,AAAP Broom, 7296 , 16 , 7312 , 0.49 , 0.90 


 9 NIRANJAN KUMAR,M  40 ,SC,CPI(ML) Flag with , 7609 , 15 , 7624 , 0.51 , 0.94 
"","","",(L) Three Star,s,"","","",""
 10 BHUNESWAR DAS,M  50 ,SC,RAHM FLUTE, 7544 , 5 , 7549 , 0.50 , 0.93 
 11 MAMTA KUMARI,F  33 ,SC,SP Bicycle, 6064 , 1 , 6065 , 0.40 , 0.75 
 12 SHIV SHANKAR ,M  38 ,SC,BBMP Envelope, 5920 , 4 , 5924 , 0.39 , 0.73 
KUMAR,"","","","","","","",""
 13 DR. DEV KUMAR ,M  39 ,SC,IND Cup & , 19619 , 32 , 19651 , 1.31 , 2.43 
CHOUDHARY,"","",Saucer,"","","","",""
 14 None of the Above,"","",NOTA NOTA, 19016 , 14 , 19030 , 1.27 , 2.35 
"","","",TOTAL:, 806922 , 2456 , 809378 , 53.90, 99.97
 CONSTITUENCY : 39 . N,awada,"",( Total Electors, 1694895 ),"","","",""
 1 KAUSHAL YADAV,M  44 ,GEN,JD(U) Arrow, 168209 , 8 , 168217 , 9.93 , 19.02 
 2 GIRIRAJ SINGH,M  61 ,GEN,BJP Lotus, 390205 , 43 , 390248 , 23.03 , 44.12 
 3 RAJ BALLABH PRASAD,M  52 ,GEN,RJD Hurricane , 250086 , 5 , 250091 , 14.76 , 28.28 
"","","",Lamp,"","","","",""
 4 SOHAIL ANWER,M  48 ,SC,BSP Elephant, 7997 , 0 , 7997 , 0.47 , 0.90 
 5 ASHOK KUMAR,M  37 ,SC,ravp Scissors, 2596 , 0 , 2596 , 0.15 , 0.29 
 6 UMAKANT RAHI,M  42 ,GEN,SSD Saw, 2169 , 0 , 2169 , 0.13 , 0.25 
 7 PRAMENDRA KUMAR ,M  34 ,GEN,BED Auto- , 1650 , 0 , 1650 , 0.10 , 0.19 
YADAV,"","",Rickshaw,"","","","",""
 8 MOHAMMAD JAHID ,M  42 ,GEN,AITC Flowers an,d  3138 , 0 , 3138 , 0.19 , 0.35 
HUSAIN,"","",Grass,"","","","",""
 9 RAJENDRA SINGH,M  58 ,GEN,AAAP Broom, 4055 , 2 , 4057 , 0.24 , 0.46 
 10 VIJAY RAM,M  42 ,SC,MOSP HOCKEY &, 3291 , 0 , 3291 , 0.19 , 0.37 
"","","",BALL,"","","","",""
 11 SURENDRA ,M  35 ,SC,SP Bicycle, 3612 , 0 , 3612 , 0.21 , 0.41 
RAJBANSHI,"","","","","","","",""
 12 AZAD GEETA PRASAD,M  48 ,GEN,IND Basket , 3568 , 0 , 3568 , 0.21 , 0.40 
SHARMA,"","",containing ,"","","","",""
"","","",Fruits,"","","","",""


 13 ADITYA NARAYAN,M  32 ,SC,IND Batsman, 3743 , 0 , 3743 , 0.22 , 0.42 
 14 MANISH KUMAR,M  40 ,GEN,IND Battery , 6443 , 0 , 6443 , 0.38 , 0.73 
"","","",Torch,"","","","",""
 15 SATISH KUMAR,M  50 ,GEN,IND BELT, 6736 , 0 , 6736 , 0.40 , 0.76 
 16 SAFDAR ISMAIL,M  36 ,GEN,IND Black Boar,d  12072 , 0 , 12072 , 0.71 , 1.36 
 17 SHULOCHANA DEVI,F  39 ,GEN,IND Bread, 7324 , 0 , 7324 , 0.43 , 0.83 
 18 None of the Above,"","",NOTA NOTA, 7489 , 0 , 7489 , 0.44 , 0.85 
"","","",TOTAL:, 884383 , 58 , 884441 , 52.18, 100.00
 CONSTITUENCY : 40 . Ja,mui (SC),"",( Total Electors, 1550936 ),"","","",""
 1 UDAY NARAIN ,M  61 ,SC,JD(U) Arrow, 198591 , 8 , 198599 , 12.81 , 25.60 
CHOUDHARY,"","","","","","","",""
 2 CHIRAG KUMAR ,M  32 ,SC,LJP Bungalow, 285334 , 20 , 285354 , 18.40 , 36.79 
PASWAN,"","","","","","","",""
 3 BRAHMDEV ANAND ,M  58 ,SC,BSP Elephant, 15007 , 1 , 15008 , 0.97 , 1.93 
PASWAN,"","","","","","","",""
 4 SUDHANSU SHEKHAR,M  46 ,SC,RJD Hurricane , 199401 , 6 , 199407 , 12.86 , 25.71 
BHASKAR,"","",Lamp,"","","","",""
 5 UPENDRA RAVIDAS,M  35 ,SC,JMM Almirah, 10748 , 0 , 10748 , 0.69 , 1.39 
 6 JAY PRAKASH DAS,M  61 ,SC,CPI(ML) Flag with , 6252 , 1 , 6253 , 0.40 , 0.81 
"","","",(L) Three Star,s,"","","",""
 7 VINOD KUMAR DAS,M  34 ,SC,AAAP Broom, 7157 , 2 , 7159 , 0.46 , 0.92 
 8 VISHUN CHOUDHARY,M  56 ,SC,SHS Envelope, 7144 , 3 , 7147 , 0.46 , 0.92 
 9 DILIP KUMAR,M  30 ,SC,IND Candles, 7634 , 1 , 7635 , 0.49 , 0.98 
 10 MANOJ KUMAR ,M  32 ,SC,IND Black Boar,d  8360 , 0 , 8360 , 0.54 , 1.08 
MANJHI,"","","","","","","",""
 11 SUBHASH PASWAN,M  45 ,SC,IND Bat, 10452 , 0 , 10452 , 0.67 , 1.35 
 12 None of the Above,"","",NOTA NOTA, 19517 , 0 , 19517 , 1.26 , 2.52 


"","","",TOTAL:, 775597 , 42 , 775639 , 50.01, 100.00
Goa,"","","","","","","",""
 CONSTITUENCY : 1 . N,orth Goa,"",( Total Electors, 515441 ),"","","",""
 1 RAVI NAIK,M  67 ,GEN,INC Hand, 131904 , 400 , 132304 , 25.67 , 32.51 
 2 SHRIPAD YESSO NAIK,M  61 ,GEN,BJP Lotus, 236926 , 977 , 237903 , 46.16 , 58.46 
 3 ADV. SUHAS NAIK,M  47 ,GEN,CPI Ears of , 5638 , 2 , 5640 , 1.09 , 1.39 
"","","",Corn And ,"","","","",""
"","","",Sickle,"","","","",""
 4 DR.DATTARAM DESAI,M  61 ,GEN,AAAP Broom, 15830 , 27 , 15857 , 3.08 , 3.90 
 5 RAJU DSOUZA,M  44 ,GEN,SJP(R) Battery , 3216 , 0 , 3216 , 0.62 , 0.79 
"","","",Torch,"","","","",""
 6 DAYANAND G. ,M  64 ,GEN,IND Kite, 4117 , 11 , 4128 , 0.80 , 1.01 
NARVEKAR,"","","","","","","",""
 7 MITTU MUJAVAR,M  38 ,GEN,IND Candles, 1813 , 0 , 1813 , 0.35 , 0.45 
 8 None of the Above,"","",NOTA NOTA, 5746 , 24 , 5770 , 1.12 , 1.42 
"","","",TOTAL:, 405190 , 1441 , 406631 , 78.89, 99.92
 CONSTITUENCY : 2 . So,uth Goa,"",( Total Electors, 545336 ),"","","",""
 1 ALEIXO REGINALDO ,M  45 ,GEN,INC Hand, 166226 , 220 , 166446 , 30.52 , 40.55 
LOURENCO,"","","","","","","",""
 2 ADV. NARENDRA ,M  47 ,GEN,BJP Lotus, 198176 , 600 , 198776 , 36.45 , 48.42 
KESHAV SAWAIKAR,"","","","","","","",""
 3 ADV. RAJU ,M  58 ,GEN,CPI Ears of , 4435 , 2 , 4437 , 0.81 , 1.08 
MANGESHKAR,"","",Corn And ,"","","","",""
"","","",Sickle,"","","","",""
 4 CLIFFTON DE SOUZA,M  33 ,GEN,BMUP Cot, 665 , 1 , 666 , 0.12 , 0.16 
 5 CHURCHILL ALEMAO,M  64 ,GEN,AITC Flowers an,d  11932 , 9 , 11941 , 2.19 , 2.91 
"","","",Grass,"","","","",""
 6 ADV.  JAWAHAR DIAS,M  58 ,GEN,GOA Ring, 530 , 0 , 530 , 0.10 , 0.13 
 7 SAVIO OLIVER ,M  37 ,GEN,GSRP Candles, 783 , 0 , 783 , 0.14 , 0.19 
RODRIGUES,"","","","","","","",""
 8 SWATI S. KERKAR,F  39 ,GEN,AAAP Broom, 11227 , 19 , 11246 , 2.06 , 2.74 


 9 GOVIND SHEPU ,M  42 ,GEN,IND Ceiling Fan, 7105 , 47 , 7152 , 1.31 , 1.74 
GAUDE,"","","","","","","",""
 10 BALKRISHNA ,M  43 ,GEN,IND Bat, 682 , 1 , 683 , 0.13 , 0.17 
SALGAONKAR,"","","","","","","",""
 11 VENUS HABIB,F  62 ,GEN,IND Sewing , 790 , 0 , 790 , 0.14 , 0.19 
"","","",Machine,"","","","",""
 12 SHALOM MATHEW ,M  33 ,GEN,IND Pen Nib wi,th  2586 , 0 , 2586 , 0.47 , 0.63 
FRANCISCO ,"","",Seven Ray,s,"","","",""
SARDINHA,"","","","","","","",""
 13 None of the Above,"","",NOTA NOTA, 4320 , 13 , 4333 , 0.79 , 1.06 
"","","",TOTAL:, 409457 , 912 , 410369 , 75.25, 99.97
Gujarat,"","","","","","","",""
 CONSTITUENCY : 1 . K,achchh,"",( Total Electors, 1533782 ),"","","",""
 1 KAMALBHAI MATANG,M  37 ,SC,BSP Elephant, 21133 , 97 , 21230 , 1.38 , 2.24 
 2 CHAVDA VINOD ,M  35 ,SC,BJP Lotus, 560475 , 2380 , 562855 , 36.70 , 59.40 
LAKHAMASHI,"","","","","","","",""
 3 DR.DINESH PARMAR,M  70 ,SC,INC Hand, 307072 , 1301 , 308373 , 20.11 , 32.55 
 4 DANICHA GOVINDBHA,I M  46 ,SC,AAAP Broom, 15689 , 108 , 15797 , 1.03 , 1.67 
PUNAMCHAND,"","","","","","","",""
 5 HIRJI PUNJABHAI SIJU,M  37 ,SC,BMUP Cot, 21034 , 72 , 21106 , 1.38 , 2.23 
 6 None of the Above,"","",NOTA NOTA, 16780 , 99 , 16879 , 1.10 , 1.78 
"","","",TOTAL:, 942183 , 4057 , 946240 , 61.69, 99.86
 CONSTITUENCY : 2 . B,anaskantha,"",( Total Electors, 1515711 ),"","","",""
 1 CHAUDHARY ,M  59 ,GEN,BJP Lotus, 506171 , 1685 , 507856 , 33.51 , 57.23 
HARIBHAI PARTHIBHA,I,"","","","","","",""
 2 PATEL JOITABHAI ,M  72 ,GEN,INC Hand, 304035 , 1487 , 305522 , 20.16 , 34.43 
KASNABHAI,"","","","","","","",""
 3 MAHANT ,M  43 ,SC,BSP Elephant, 11160 , 15 , 11175 , 0.74 , 1.26 
PARSOTAMGIRI ,"","","","","","","",""
TURANTGIRI,"","","","","","","",""
 4 CHOUDHARY ,M  47 ,GEN,SP Bicycle, 2000 , 7 , 2007 , 0.13 , 0.23 
ADAMBHAI NASIRBHA,I,"","","","","","",""
 5 SANJAYKUMAR ,M  48 ,GEN,AAAP Broom, 6495 , 76 , 6571 , 0.43 , 0.74 
SOMNATHBHAI RAVAL,"","","","","","","",""


 6 GAMAR VADHABHAI ,M  47 ,ST,IND Pot, 823 , 2 , 825 , 0.05 , 0.09 
RADHABHAI,"","","","","","","",""
 7 THAKOR BHUPATAJI ,M  66 ,GEN,IND Kite, 1757 , 13 , 1770 , 0.12 , 0.20 
RAVAJI,"","","","","","","",""
 8 DABHI NAVAJIBHAI ,M  58 ,ST,IND Iron, 2107 , 11 , 2118 , 0.14 , 0.24 
MADHABHAI,"","","","","","","",""
 9 BABAJI THAKOR,M  64 ,GEN,IND Scissors, 10861 , 36 , 10897 , 0.72 , 1.23 
 10 MAHENDRABHAI ,M  63 ,ST,IND Pen Nib wi,th  3260 , 42 , 3302 , 0.22 , 0.37 
